RecordID,Team Shot Name,Row,Column,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
0,Arsenal,0,0,458242,41,BlockedShot,1.04160003662109,0.252,0.05218710005283356,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16626,Arsenal,Brentford,2,1,2022-02-19 15:00:00,Alexandre Lacazette,Pass
0,Arsenal,0,0,458248,59,SavedShot,0.890399963378906,0.407200012207031,0.0265756007283926,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16626,Arsenal,Brentford,2,1,2022-02-19 15:00:00,Granit Xhaka,Pass
0,Arsenal,0,0,458253,78,Goal,1.04160003662109,0.528,0.09798020124435425,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16626,Arsenal,Brentford,2,1,2022-02-19 15:00:00,Thomas Partey,Pass
0,Arsenal,0,0,459241,21,BlockedShot,1.07880001831055,0.26,0.08974120020866394,Bukayo Saka,h,7322,OpenPlay,2021,RightFoot,16566,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24 19:45:00,Ben White,Throughball
0,Arsenal,0,0,459252,50,BlockedShot,0.942,0.392,0.03043700009584427,Bukayo Saka,h,7322,SetPiece,2021,LeftFoot,16566,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24 19:45:00,Gabriel Martinelli,Pass
0,Arsenal,0,0,459254,54,BlockedShot,1.06319998168945,0.230399993896484,0.04347530007362366,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16566,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24 19:45:00,Thomas Partey,Pass
0,Arsenal,0,0,459255,56,MissedShots,1.06080001831055,0.250399993896484,0.09788189828395844,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16566,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24 19:45:00,Thomas Partey,Throughball
0,Arsenal,0,0,459267,94,SavedShot,1.044,0.562400024414062,0.04017949849367142,Bukayo Saka,h,7322,OpenPlay,2021,RightFoot,16566,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24 19:45:00,Nuno Tavares,Pass
0,Arsenal,0,0,461674,29,Goal,1.00560003662109,0.394399993896484,0.07472380250692368,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16654,Watford,Arsenal,2,3,2022-03-06 14:00:00,Alexandre Lacazette,Pass
0,Arsenal,0,0,463257,9,BlockedShot,1.04160003662109,0.271200012207031,0.06037440150976181,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16656,Arsenal,Leicester,2,0,2022-03-13 16:30:00,Martin Odegaard,Pass
0,Arsenal,0,0,463265,27,BlockedShot,1.074,0.238399993896484,0.06253310292959213,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16656,Arsenal,Leicester,2,0,2022-03-13 16:30:00,Martin Odegaard,Pass
0,Arsenal,0,0,463271,50,SavedShot,1.098,0.36,0.12192399799823761,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16656,Arsenal,Leicester,2,0,2022-03-13 16:30:00,Granit Xhaka,Cross
0,Arsenal,0,0,463275,61,BlockedShot,1.04280001831055,0.288799987792969,0.07627730071544647,Bukayo Saka,h,7322,OpenPlay,2021,LeftFoot,16656,Arsenal,Leicester,2,0,2022-03-13 16:30:00,Martin Odegaard,Pass
0,Arsenal,0,0,463281,81,BlockedShot,0.904800018310547,0.420799987792969,0.01981770060956478,Bukayo Saka,h,7322,SetPiece,2021,LeftFoot,16656,Arsenal,Leicester,2,0,2022-03-13 16:30:00,Emile Smith-Rowe,Pass
0,Arsenal,0,0,463609,51,SavedShot,0.974399963378906,0.284,0.016233699396252632,Bukayo Saka,h,7322,FromCorner,2021,RightFoot,16636,Arsenal,Liverpool,0,2,2022-03-16 20:15:00,,Aerial
0,Arsenal,0,0,463820,29,Goal,0.974399963378906,0.394399993896484,0.050959598273038864,Bukayo Saka,a,7322,SetPiece,2021,LeftFoot,16666,Aston Villa,Arsenal,0,1,2022-03-19 12:30:00,,BallTouch
0,Arsenal,0,0,463825,61,BlockedShot,1.05839996337891,0.324799987792969,0.10896500200033188,Bukayo Saka,a,7322,OpenPlay,2021,RightFoot,16666,Aston Villa,Arsenal,0,1,2022-03-19 12:30:00,Cédric Soares,Pass
0,Arsenal,0,0,463826,63,MissedShots,0.926399963378906,0.356,0.03846359997987747,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16666,Aston Villa,Arsenal,0,1,2022-03-19 12:30:00,Thomas Partey,Pass
0,Arsenal,0,0,466233,58,MissedShots,1.05480001831055,0.212,0.02710079960525036,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16682,Crystal Palace,Arsenal,3,0,2022-04-04 19:00:00,Gabriel,Chipped
