0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0042100136,203,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,8,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,89,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,204,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,8,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,19,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,210,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,8,0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-32,153,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,211,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,2,7,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-10,144,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,212,201980,Danny Green,1610612755,Philadelphia 76ers,2,7,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,29,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,214,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,6,49,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-47,74,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,217,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,2,6,43,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,-2,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,220,201152,Thaddeus Young,1610612761,Toronto Raptors,2,6,34,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-4,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,222,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,25,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,22,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,228,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,6,3,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-36,84,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,229,202699,Tobias Harris,1610612755,Philadelphia 76ers,2,5,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,3,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,238,201935,James Harden,1610612755,Philadelphia 76ers,2,5,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,137,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,240,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,5,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-17,80,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,241,1630194,Paul Reed,1610612755,Philadelphia 76ers,2,4,50,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,10,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,246,1628449,Chris Boucher,1610612761,Toronto Raptors,2,4,32,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,17,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,248,1628449,Chris Boucher,1610612761,Toronto Raptors,2,4,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,15,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,252,201980,Danny Green,1610612755,Philadelphia 76ers,2,4,8,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,61,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,254,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,2,3,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-157,39,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,258,1628449,Chris Boucher,1610612761,Toronto Raptors,2,3,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-4,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,259,201935,James Harden,1610612755,Philadelphia 76ers,2,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,260,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,3,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,22,63,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,273,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,224,123,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,275,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,2,2,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,180,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,277,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,10,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,44,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,279,201152,Thaddeus Young,1610612761,Toronto Raptors,2,2,6,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,281,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,2,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-134,227,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,283,201980,Danny Green,1610612755,Philadelphia 76ers,2,1,52,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,26,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,285,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,2,1,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-7,94,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,287,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,1,23,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,289,1627783,Pascal Siakam,1610612761,Toronto Raptors,2,1,21,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,290,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,56,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,34,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,292,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,43,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-13,86,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,301,201935,James Harden,1610612755,Philadelphia 76ers,2,0,28,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,178,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,303,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,2,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,175,176,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,305,201980,Danny Green,1610612755,Philadelphia 76ers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,59,29,596,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,315,201935,James Harden,1610612755,Philadelphia 76ers,3,11,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-45,71,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,317,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,324,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,57,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-34,46,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,329,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-82,184,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,330,201935,James Harden,1610612755,Philadelphia 76ers,3,10,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,332,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,9,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,21,127,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,334,1627783,Pascal Siakam,1610612761,Toronto Raptors,3,9,42,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,19,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,335,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,9,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,10,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,337,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,3,8,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,18,90,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,339,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,8,49,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,137,248,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,344,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,8,28,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-180,193,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,346,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,22,263,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,357,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,83,250,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,359,201935,James Harden,1610612755,Philadelphia 76ers,3,7,26,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,230,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,361,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,19,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,363,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,7,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,364,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,54,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,25,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,368,1628384,O.G. Anunoby,1610612761,Toronto Raptors,3,6,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-188,194,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,372,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,6,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,200,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,374,201152,Thaddeus Young,1610612761,Toronto Raptors,3,5,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,11,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,376,201980,Danny Green,1610612755,Philadelphia 76ers,3,5,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,12,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,378,1627783,Pascal Siakam,1610612761,Toronto Raptors,3,5,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,70,58,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,386,1628384,O.G. Anunoby,1610612761,Toronto Raptors,3,5,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,236,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,393,1627783,Pascal Siakam,1610612761,Toronto Raptors,3,4,44,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,43,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,395,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,4,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-114,49,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,398,201935,James Harden,1610612755,Philadelphia 76ers,3,3,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-99,263,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,400,1628384,O.G. Anunoby,1610612761,Toronto Raptors,3,3,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,45,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,402,202699,Tobias Harris,1610612755,Philadelphia 76ers,3,3,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-48,74,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,404,1630194,Paul Reed,1610612755,Philadelphia 76ers,3,3,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,406,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,3,3,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,216,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,414,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,2,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,416,1628449,Chris Boucher,1610612761,Toronto Raptors,3,2,13,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,9,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,425,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-5,111,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,433,1628449,Chris Boucher,1610612761,Toronto Raptors,3,1,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,15,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,435,1627777,Georges Niang,1610612755,Philadelphia 76ers,3,1,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,4,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,437,1627783,Pascal Siakam,1610612761,Toronto Raptors,3,0,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,126,218,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,439,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,0,37,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,125,231,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,441,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,3,0,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-179,236,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,478,1628384,O.G. Anunoby,1610612761,Toronto Raptors,4,11,44,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,7,111,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,480,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,4,11,28,Missed Shot,Jump Bank Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,29,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,482,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,20,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,35,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,486,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,12,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,11,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,488,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,4,10,54,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,31,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,490,1628449,Chris Boucher,1610612761,Toronto Raptors,4,10,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,22,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,494,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,10,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-1,160,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,496,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,189,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,498,202699,Tobias Harris,1610612755,Philadelphia 76ers,4,9,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,59,254,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,500,201935,James Harden,1610612755,Philadelphia 76ers,4,9,36,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-85,273,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,508,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-152,130,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,509,1627783,Pascal Siakam,1610612761,Toronto Raptors,4,8,43,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,67,53,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,511,202699,Tobias Harris,1610612755,Philadelphia 76ers,4,8,36,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,8,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,513,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,521,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,57,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-195,189,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,523,1628384,O.G. Anunoby,1610612761,Toronto Raptors,4,7,41,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-88,29,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,529,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,7,29,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,28,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,532,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,7,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,103,241,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,539,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,49,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,116,79,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,541,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,6,33,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,22,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,544,1627783,Pascal Siakam,1610612761,Toronto Raptors,4,6,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,13,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,545,1627777,Georges Niang,1610612755,Philadelphia 76ers,4,6,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,2,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,547,1627777,Georges Niang,1610612755,Philadelphia 76ers,4,5,46,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,38,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,553,1629018,Gary Trent Jr.,1610612761,Toronto Raptors,4,5,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,189,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,560,202699,Tobias Harris,1610612755,Philadelphia 76ers,4,4,34,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,10,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,562,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-146,93,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,564,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,10,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,574,202699,Tobias Harris,1610612755,Philadelphia 76ers,4,3,38,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,4,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,576,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,25,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,578,1630194,Paul Reed,1610612755,Philadelphia 76ers,4,3,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,580,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,2,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,6,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,581,202699,Tobias Harris,1610612755,Philadelphia 76ers,4,2,31,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,0,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,583,1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,4,2,20,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,91,246,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,613,1630531,Jaden Springer,1610612755,Philadelphia 76ers,4,1,52,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-43,54,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,615,1630201,Malachi Flynn,1610612761,Toronto Raptors,4,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,188,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,617,1629004,Svi Mykhailiuk,1610612761,Toronto Raptors,4,1,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,5,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,620,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,0,57,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,34,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,622,1630625,Dalano Banton,1610612761,Toronto Raptors,4,0,56,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,626,1630198,Isaiah Joe,1610612755,Philadelphia 76ers,4,0,42,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-22,104,1,0,20220428,TOR,PHI
Shot Chart Detail,0042100136,628,1630531,Jaden Springer,1610612755,Philadelphia 76ers,4,0,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20220428,TOR,PHI
Shot Chart Detail,0042100136,630,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,177,1,0,20220428,TOR,PHI
