0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0042100141,203,1626166,Cameron Payne,1610612756,Phoenix Suns,2,9,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,50,283,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,207,1630530,Trey Murphy III,1610612740,New Orleans Pelicans,2,9,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,10,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,220,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,8,7,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,50,137,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,222,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,42,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,25,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,229,101108,Chris Paul,1610612756,Phoenix Suns,2,7,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-78,164,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,230,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,2,7,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-4,175,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,232,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,6,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,13,172,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,234,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,2,6,38,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-29,64,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,236,1626166,Cameron Payne,1610612756,Phoenix Suns,2,6,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,162,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,246,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,3,Missed Shot,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,41,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,255,1626164,Devin Booker,1610612756,Phoenix Suns,2,5,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,15,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,258,203468,CJ McCollum,1610612740,New Orleans Pelicans,2,5,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,78,80,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,260,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,18,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,29,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,268,1629661,Cameron Johnson,1610612756,Phoenix Suns,2,4,51,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,25,-238,84,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,270,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,41,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,15,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,272,1626164,Devin Booker,1610612756,Phoenix Suns,2,4,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,11,153,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,274,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,4,19,Missed Shot,Putback Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,25,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,277,1630529,Herbert Jones,1610612740,New Orleans Pelicans,2,4,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,233,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,279,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,3,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,44,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,294,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,3,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,281,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,2,4,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,104,253,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,283,1628969,Mikal Bridges,1610612756,Phoenix Suns,2,3,41,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,244,-6,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,289,1626164,Devin Booker,1610612756,Phoenix Suns,2,3,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,137,135,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,291,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,2,3,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,93,141,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,309,1629661,Cameron Johnson,1610612756,Phoenix Suns,2,2,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,310,1630631,Jose Alvarado,1610612740,New Orleans Pelicans,2,2,3,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,312,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,1,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-43,180,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,314,203468,CJ McCollum,1610612740,New Orleans Pelicans,2,1,40,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,20,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,316,1628969,Mikal Bridges,1610612756,Phoenix Suns,2,1,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,318,1630529,Herbert Jones,1610612740,New Orleans Pelicans,2,1,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,62,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,327,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,0,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-56,251,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,329,1630631,Jose Alvarado,1610612740,New Orleans Pelicans,2,0,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-249,-1,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,335,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,0,30,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,348,101108,Chris Paul,1610612756,Phoenix Suns,2,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,9,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,361,1629637,Jaxson Hayes,1610612740,New Orleans Pelicans,3,11,45,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,34,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,366,1629028,Deandre Ayton,1610612756,Phoenix Suns,3,11,30,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,13,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,370,101108,Chris Paul,1610612756,Phoenix Suns,3,11,1,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,80,126,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,371,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,5,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,380,203109,Jae Crowder,1610612756,Phoenix Suns,3,10,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-32,265,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,384,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,3,10,6,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,386,1629028,Deandre Ayton,1610612756,Phoenix Suns,3,9,38,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,74,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,388,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,9,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,1,287,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,390,1630529,Herbert Jones,1610612740,New Orleans Pelicans,3,9,20,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-4,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,393,1626164,Devin Booker,1610612756,Phoenix Suns,3,8,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-159,271,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,395,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,40,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,49,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,398,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,34,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,10,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,405,1629637,Jaxson Hayes,1610612740,New Orleans Pelicans,3,8,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,34,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,408,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,14,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,16,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,412,101108,Chris Paul,1610612756,Phoenix Suns,3,8,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,62,154,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,416,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,3,7,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,94,116,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,418,101108,Chris Paul,1610612756,Phoenix Suns,3,7,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,17,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,420,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,7,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-158,236,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,422,1626164,Devin Booker,1610612756,Phoenix Suns,3,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,48,256,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,425,1626164,Devin Booker,1610612756,Phoenix Suns,3,6,21,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-163,91,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,427,1630530,Trey Murphy III,1610612740,New Orleans Pelicans,3,5,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,225,176,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,429,1629028,Deandre Ayton,1610612756,Phoenix Suns,3,5,37,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,431,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,17,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,22,62,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,435,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,5,12,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,154,-7,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,436,1628969,Mikal Bridges,1610612756,Phoenix Suns,3,4,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,112,27,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,449,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,3,4,37,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,25,57,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,451,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,4,36,Missed Shot,Tip Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,9,57,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,455,1626166,Cameron Payne,1610612756,Phoenix Suns,3,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,115,232,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,457,1630529,Herbert Jones,1610612740,New Orleans Pelicans,3,4,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,87,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,464,1626164,Devin Booker,1610612756,Phoenix Suns,3,3,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,11,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,466,1630230,Naji Marshall,1610612740,New Orleans Pelicans,3,3,50,Made Shot,Pullup Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,-8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,468,1626166,Cameron Payne,1610612756,Phoenix Suns,3,3,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,16,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,469,1630230,Naji Marshall,1610612740,New Orleans Pelicans,3,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,470,1626164,Devin Booker,1610612756,Phoenix Suns,3,3,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-93,88,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,472,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,3,2,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,41,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,476,203468,CJ McCollum,1610612740,New Orleans Pelicans,3,2,44,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,31,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,478,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,3,2,43,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,14,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,484,1628969,Mikal Bridges,1610612756,Phoenix Suns,3,2,29,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,41,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,486,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,3,2,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,22,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,488,1629661,Cameron Johnson,1610612756,Phoenix Suns,3,1,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-10,257,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,496,1626166,Cameron Payne,1610612756,Phoenix Suns,3,1,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,27,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,498,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,3,1,9,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,8,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,500,1630230,Naji Marshall,1610612740,New Orleans Pelicans,3,1,4,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,501,1628470,Torrey Craig,1610612756,Phoenix Suns,3,0,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,34,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,505,1626166,Cameron Payne,1610612756,Phoenix Suns,3,0,28,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,512,1626164,Devin Booker,1610612756,Phoenix Suns,3,0,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-126,230,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,514,1629661,Cameron Johnson,1610612756,Phoenix Suns,3,0,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,523,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,3,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,537,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,11,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,94,127,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,543,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,10,58,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,31,185,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,544,101108,Chris Paul,1610612756,Phoenix Suns,4,10,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-25,270,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,546,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,10,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,199,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,548,201580,JaVale McGee,1610612756,Phoenix Suns,4,10,5,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,550,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,4,9,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,121,250,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,552,101108,Chris Paul,1610612756,Phoenix Suns,4,9,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-21,277,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,553,1626204,Larry Nance Jr.,1610612740,New Orleans Pelicans,4,9,2,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,5,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,555,101108,Chris Paul,1610612756,Phoenix Suns,4,8,45,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-21,273,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,556,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,8,23,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,150,-6,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,558,101108,Chris Paul,1610612756,Phoenix Suns,4,8,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,575,101108,Chris Paul,1610612756,Phoenix Suns,4,7,26,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,17,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,576,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,7,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,583,1629028,Deandre Ayton,1610612756,Phoenix Suns,4,6,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,6,173,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,589,1630529,Herbert Jones,1610612740,New Orleans Pelicans,4,6,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,32,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,591,101108,Chris Paul,1610612756,Phoenix Suns,4,6,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,592,1630631,Jose Alvarado,1610612740,New Orleans Pelicans,4,5,35,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,9,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,599,1628969,Mikal Bridges,1610612756,Phoenix Suns,4,5,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,81,110,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,602,1629028,Deandre Ayton,1610612756,Phoenix Suns,4,4,51,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,15,105,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,604,1629028,Deandre Ayton,1610612756,Phoenix Suns,4,4,48,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,29,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,613,1628969,Mikal Bridges,1610612756,Phoenix Suns,4,4,10,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,16,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,615,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,3,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,20,109,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,622,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,3,25,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,626,1626164,Devin Booker,1610612756,Phoenix Suns,4,3,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,48,279,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,629,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,4,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,178,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,631,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,2,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,641,203468,CJ McCollum,1610612740,New Orleans Pelicans,4,2,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,252,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,643,1628969,Mikal Bridges,1610612756,Phoenix Suns,4,2,5,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,15,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,645,1630530,Trey Murphy III,1610612740,New Orleans Pelicans,4,1,44,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,243,8,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,647,1628969,Mikal Bridges,1610612756,Phoenix Suns,4,1,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,22,1,1,20220417,PHX,NOP
Shot Chart Detail,0042100141,649,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,4,1,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,48,1,0,20220417,PHX,NOP
Shot Chart Detail,0042100141,651,1627742,Brandon Ingram,1610612740,New Orleans Pelicans,4,1,1,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,51,1,0,20220417,PHX,NOP
