,time,latitude,longitude,filename
0,2021-07-20 10:12:08+00:00,51.330089,-0.361141,6018182284.gpx
1,2021-07-20 10:12:10+00:00,51.330128,-0.36115,6018182284.gpx
2,2021-07-20 10:12:11+00:00,51.330167,-0.36116,6018182284.gpx
3,2021-07-20 10:12:12+00:00,51.330245,-0.36118,6018182284.gpx
4,2021-07-20 10:12:15+00:00,51.330318,-0.361174,6018182284.gpx
5,2021-07-20 10:12:17+00:00,51.330379,-0.361207,6018182284.gpx
6,2021-07-20 10:12:19+00:00,51.330425,-0.36123,6018182284.gpx
7,2021-07-20 10:12:21+00:00,51.330467,-0.361246,6018182284.gpx
8,2021-07-20 10:12:23+00:00,51.33052,-0.361266,6018182284.gpx
9,2021-07-20 10:12:25+00:00,51.330577,-0.361279,6018182284.gpx
10,2021-07-20 10:12:27+00:00,51.330635,-0.361307,6018182284.gpx
11,2021-07-20 10:12:29+00:00,51.330688,-0.361331,6018182284.gpx
12,2021-07-20 10:12:31+00:00,51.330734,-0.36135,6018182284.gpx
13,2021-07-20 10:12:33+00:00,51.330791,-0.361369,6018182284.gpx
14,2021-07-20 10:12:35+00:00,51.330852,-0.361372,6018182284.gpx
15,2021-07-20 10:12:37+00:00,51.330905,-0.361376,6018182284.gpx
16,2021-07-20 10:12:39+00:00,51.330959,-0.361338,6018182284.gpx
17,2021-07-20 10:12:41+00:00,51.331005,-0.361277,6018182284.gpx
18,2021-07-20 10:12:43+00:00,51.331047,-0.361223,6018182284.gpx
19,2021-07-20 10:12:45+00:00,51.331081,-0.361124,6018182284.gpx
20,2021-07-20 10:12:47+00:00,51.331092,-0.361035,6018182284.gpx
21,2021-07-20 10:12:49+00:00,51.331111,-0.360946,6018182284.gpx
22,2021-07-20 10:12:51+00:00,51.331127,-0.360862,6018182284.gpx
23,2021-07-20 10:12:54+00:00,51.331142,-0.360749,6018182284.gpx
24,2021-07-20 10:12:56+00:00,51.331161,-0.360663,6018182284.gpx
25,2021-07-20 10:12:58+00:00,51.331157,-0.360581,6018182284.gpx
26,2021-07-20 10:13:00+00:00,51.331184,-0.360501,6018182284.gpx
27,2021-07-20 10:13:02+00:00,51.331188,-0.360408,6018182284.gpx
28,2021-07-20 10:13:04+00:00,51.331211,-0.360328,6018182284.gpx
29,2021-07-20 10:13:06+00:00,51.331226,-0.360248,6018182284.gpx
30,2021-07-20 10:13:08+00:00,51.331233,-0.360168,6018182284.gpx
31,2021-07-20 10:13:10+00:00,51.331253,-0.360082,6018182284.gpx
32,2021-07-20 10:13:12+00:00,51.331275,-0.359997,6018182284.gpx
33,2021-07-20 10:13:14+00:00,51.331291,-0.359914,6018182284.gpx
34,2021-07-20 10:13:16+00:00,51.331306,-0.359829,6018182284.gpx
35,2021-07-20 10:13:18+00:00,51.331336,-0.359748,6018182284.gpx
36,2021-07-20 10:13:20+00:00,51.331344,-0.35966,6018182284.gpx
37,2021-07-20 10:13:22+00:00,51.33139,-0.359596,6018182284.gpx
38,2021-07-20 10:13:24+00:00,51.331405,-0.359507,6018182284.gpx
39,2021-07-20 10:13:26+00:00,51.331424,-0.359425,6018182284.gpx
40,2021-07-20 10:13:28+00:00,51.331436,-0.359349,6018182284.gpx
41,2021-07-20 10:13:30+00:00,51.331447,-0.359267,6018182284.gpx
42,2021-07-20 10:13:32+00:00,51.331455,-0.359187,6018182284.gpx
43,2021-07-20 10:13:34+00:00,51.331447,-0.359088,6018182284.gpx
44,2021-07-20 10:13:36+00:00,51.331455,-0.359012,6018182284.gpx
45,2021-07-20 10:13:38+00:00,51.33147,-0.358936,6018182284.gpx
46,2021-07-20 10:13:40+00:00,51.331493,-0.358855,6018182284.gpx
47,2021-07-20 10:13:42+00:00,51.331504,-0.358778,6018182284.gpx
48,2021-07-20 10:13:44+00:00,51.331504,-0.35869,6018182284.gpx
49,2021-07-20 10:13:46+00:00,51.331516,-0.358611,6018182284.gpx
50,2021-07-20 10:13:47+00:00,51.331523,-0.358538,6018182284.gpx
51,2021-07-20 10:13:49+00:00,51.331516,-0.35846,6018182284.gpx
52,2021-07-20 10:13:51+00:00,51.331516,-0.358381,6018182284.gpx
53,2021-07-20 10:13:53+00:00,51.331558,-0.358307,6018182284.gpx
54,2021-07-20 10:13:55+00:00,51.331577,-0.358224,6018182284.gpx
55,2021-07-20 10:13:57+00:00,51.331588,-0.358137,6018182284.gpx
56,2021-07-20 10:13:59+00:00,51.331604,-0.358066,6018182284.gpx
57,2021-07-20 10:14:01+00:00,51.331626,-0.357989,6018182284.gpx
58,2021-07-20 10:14:03+00:00,51.331634,-0.357904,6018182284.gpx
59,2021-07-20 10:14:05+00:00,51.331657,-0.357827,6018182284.gpx
60,2021-07-20 10:14:07+00:00,51.331695,-0.357744,6018182284.gpx
61,2021-07-20 10:14:09+00:00,51.33171,-0.357666,6018182284.gpx
62,2021-07-20 10:14:11+00:00,51.331733,-0.357589,6018182284.gpx
63,2021-07-20 10:14:13+00:00,51.331745,-0.357511,6018182284.gpx
64,2021-07-20 10:14:15+00:00,51.331768,-0.357441,6018182284.gpx
65,2021-07-20 10:14:17+00:00,51.331768,-0.357363,6018182284.gpx
66,2021-07-20 10:14:20+00:00,51.331783,-0.357252,6018182284.gpx
67,2021-07-20 10:14:23+00:00,51.331798,-0.357182,6018182284.gpx
68,2021-07-20 10:14:25+00:00,51.331809,-0.357102,6018182284.gpx
69,2021-07-20 10:14:27+00:00,51.331817,-0.357025,6018182284.gpx
70,2021-07-20 10:14:29+00:00,51.331821,-0.35694,6018182284.gpx
71,2021-07-20 10:14:31+00:00,51.331829,-0.356861,6018182284.gpx
72,2021-07-20 10:14:34+00:00,51.331836,-0.356759,6018182284.gpx
73,2021-07-20 10:14:37+00:00,51.331855,-0.356667,6018182284.gpx
74,2021-07-20 10:14:41+00:00,51.331916,-0.356654,6018182284.gpx
75,2021-07-20 10:14:44+00:00,51.331981,-0.356707,6018182284.gpx
76,2021-07-20 10:14:46+00:00,51.332031,-0.356721,6018182284.gpx
77,2021-07-20 10:14:48+00:00,51.332077,-0.356755,6018182284.gpx
78,2021-07-20 10:14:50+00:00,51.332107,-0.356813,6018182284.gpx
79,2021-07-20 10:14:52+00:00,51.332149,-0.356845,6018182284.gpx
80,2021-07-20 10:14:54+00:00,51.332195,-0.356863,6018182284.gpx
81,2021-07-20 10:14:57+00:00,51.332267,-0.356887,6018182284.gpx
82,2021-07-20 10:14:59+00:00,51.332324,-0.356883,6018182284.gpx
83,2021-07-20 10:15:01+00:00,51.332374,-0.356879,6018182284.gpx
84,2021-07-20 10:15:03+00:00,51.332439,-0.356927,6018182284.gpx
85,2021-07-20 10:15:05+00:00,51.332485,-0.35693,6018182284.gpx
86,2021-07-20 10:15:07+00:00,51.332538,-0.356916,6018182284.gpx
87,2021-07-20 10:15:09+00:00,51.332588,-0.356901,6018182284.gpx
88,2021-07-20 10:15:11+00:00,51.332637,-0.35691,6018182284.gpx
89,2021-07-20 10:15:13+00:00,51.332691,-0.356896,6018182284.gpx
90,2021-07-20 10:15:15+00:00,51.332744,-0.356872,6018182284.gpx
91,2021-07-20 10:15:17+00:00,51.332805,-0.356875,6018182284.gpx
92,2021-07-20 10:15:19+00:00,51.332851,-0.356881,6018182284.gpx
93,2021-07-20 10:15:21+00:00,51.332908,-0.356912,6018182284.gpx
94,2021-07-20 10:15:23+00:00,51.332965,-0.356944,6018182284.gpx
95,2021-07-20 10:15:25+00:00,51.33303,-0.356961,6018182284.gpx
96,2021-07-20 10:15:27+00:00,51.333084,-0.356954,6018182284.gpx
97,2021-07-20 10:15:29+00:00,51.333129,-0.356992,6018182284.gpx
98,2021-07-20 10:15:32+00:00,51.333183,-0.357069,6018182284.gpx
99,2021-07-20 10:15:34+00:00,51.333236,-0.35711,6018182284.gpx
100,2021-07-20 10:15:36+00:00,51.333278,-0.357138,6018182284.gpx
101,2021-07-20 10:15:38+00:00,51.333316,-0.357188,6018182284.gpx
102,2021-07-20 10:15:40+00:00,51.333366,-0.357232,6018182284.gpx
103,2021-07-20 10:15:42+00:00,51.333423,-0.357264,6018182284.gpx
104,2021-07-20 10:15:44+00:00,51.333465,-0.357318,6018182284.gpx
105,2021-07-20 10:15:46+00:00,51.333507,-0.357379,6018182284.gpx
106,2021-07-20 10:15:48+00:00,51.333545,-0.357434,6018182284.gpx
107,2021-07-20 10:15:50+00:00,51.333576,-0.357507,6018182284.gpx
108,2021-07-20 10:15:52+00:00,51.333614,-0.35755,6018182284.gpx
109,2021-07-20 10:15:54+00:00,51.333652,-0.35761,6018182284.gpx
