,time,latitude,longitude,filename
0,2021-05-25 12:32:25+00:00,51.330539,-0.361215,5703604191.gpx
1,2021-05-25 12:32:27+00:00,51.330461,-0.36122,5703604191.gpx
2,2021-05-25 12:32:29+00:00,51.330383,-0.361224,5703604191.gpx
3,2021-05-25 12:32:31+00:00,51.33023,-0.361286,5703604191.gpx
4,2021-05-25 12:32:32+00:00,51.330299,-0.361259,5703604191.gpx
5,2021-05-25 12:32:34+00:00,51.330371,-0.361275,5703604191.gpx
6,2021-05-25 12:32:36+00:00,51.33044,-0.361294,5703604191.gpx
7,2021-05-25 12:32:38+00:00,51.330513,-0.361317,5703604191.gpx
8,2021-05-25 12:32:40+00:00,51.330574,-0.361339,5703604191.gpx
9,2021-05-25 12:32:42+00:00,51.330627,-0.361361,5703604191.gpx
10,2021-05-25 12:32:44+00:00,51.330688,-0.361389,5703604191.gpx
11,2021-05-25 12:32:45+00:00,51.330719,-0.361396,5703604191.gpx
12,2021-05-25 12:32:46+00:00,51.330749,-0.361404,5703604191.gpx
13,2021-05-25 12:32:48+00:00,51.33081,-0.361417,5703604191.gpx
14,2021-05-25 12:32:50+00:00,51.330871,-0.361425,5703604191.gpx
15,2021-05-25 12:32:51+00:00,51.330902,-0.361408,5703604191.gpx
16,2021-05-25 12:32:52+00:00,51.330932,-0.361391,5703604191.gpx
17,2021-05-25 12:32:53+00:00,51.330959,-0.361357,5703604191.gpx
18,2021-05-25 12:32:54+00:00,51.330986,-0.361323,5703604191.gpx
19,2021-05-25 12:32:55+00:00,51.331007,-0.361288,5703604191.gpx
20,2021-05-25 12:32:56+00:00,51.331027,-0.361253,5703604191.gpx
21,2021-05-25 12:32:58+00:00,51.331058,-0.361162,5703604191.gpx
22,2021-05-25 12:33:00+00:00,51.331085,-0.361061,5703604191.gpx
23,2021-05-25 12:33:01+00:00,51.331111,-0.360991,5703604191.gpx
24,2021-05-25 12:33:02+00:00,51.331115,-0.360943,5703604191.gpx
25,2021-05-25 12:33:03+00:00,51.331119,-0.360894,5703604191.gpx
26,2021-05-25 12:33:05+00:00,51.331117,-0.360833,5703604191.gpx
27,2021-05-25 12:33:06+00:00,51.331115,-0.360773,5703604191.gpx
28,2021-05-25 12:33:08+00:00,51.33113,-0.360681,5703604191.gpx
29,2021-05-25 12:33:09+00:00,51.331142,-0.360638,5703604191.gpx
30,2021-05-25 12:33:10+00:00,51.331153,-0.360594,5703604191.gpx
31,2021-05-25 12:33:11+00:00,51.331157,-0.360549,5703604191.gpx
32,2021-05-25 12:33:12+00:00,51.331161,-0.360504,5703604191.gpx
33,2021-05-25 12:33:14+00:00,51.331165,-0.36041,5703604191.gpx
34,2021-05-25 12:33:15+00:00,51.331177,-0.360369,5703604191.gpx
35,2021-05-25 12:33:16+00:00,51.331188,-0.360327,5703604191.gpx
36,2021-05-25 12:33:18+00:00,51.331207,-0.360235,5703604191.gpx
37,2021-05-25 12:33:20+00:00,51.331222,-0.360141,5703604191.gpx
38,2021-05-25 12:33:22+00:00,51.331233,-0.360049,5703604191.gpx
39,2021-05-25 12:33:23+00:00,51.331239,-0.360011,5703604191.gpx
40,2021-05-25 12:33:24+00:00,51.331245,-0.359973,5703604191.gpx
41,2021-05-25 12:33:25+00:00,51.331259,-0.359931,5703604191.gpx
42,2021-05-25 12:33:26+00:00,51.331272,-0.359888,5703604191.gpx
43,2021-05-25 12:33:28+00:00,51.331279,-0.359794,5703604191.gpx
44,2021-05-25 12:33:30+00:00,51.331298,-0.359714,5703604191.gpx
45,2021-05-25 12:33:32+00:00,51.331312,-0.359665,5703604191.gpx
46,2021-05-25 12:33:33+00:00,51.331325,-0.359616,5703604191.gpx
47,2021-05-25 12:33:35+00:00,51.331344,-0.359532,5703604191.gpx
48,2021-05-25 12:33:36+00:00,51.331348,-0.359492,5703604191.gpx
49,2021-05-25 12:33:37+00:00,51.331352,-0.359451,5703604191.gpx
50,2021-05-25 12:33:38+00:00,51.331364,-0.359408,5703604191.gpx
51,2021-05-25 12:33:39+00:00,51.331375,-0.359364,5703604191.gpx
52,2021-05-25 12:33:40+00:00,51.331381,-0.359322,5703604191.gpx
53,2021-05-25 12:33:41+00:00,51.331386,-0.35928,5703604191.gpx
54,2021-05-25 12:33:43+00:00,51.331401,-0.3592,5703604191.gpx
55,2021-05-25 12:33:44+00:00,51.331407,-0.359159,5703604191.gpx
56,2021-05-25 12:33:45+00:00,51.331413,-0.359118,5703604191.gpx
57,2021-05-25 12:33:46+00:00,51.331421,-0.359078,5703604191.gpx
58,2021-05-25 12:33:47+00:00,51.331428,-0.359037,5703604191.gpx
59,2021-05-25 12:33:50+00:00,51.331439,-0.358924,5703604191.gpx
60,2021-05-25 12:33:52+00:00,51.331451,-0.358848,5703604191.gpx
61,2021-05-25 12:33:54+00:00,51.33147,-0.358758,5703604191.gpx
62,2021-05-25 12:33:56+00:00,51.33147,-0.358659,5703604191.gpx
63,2021-05-25 12:33:57+00:00,51.331474,-0.358617,5703604191.gpx
64,2021-05-25 12:33:58+00:00,51.331478,-0.358575,5703604191.gpx
65,2021-05-25 12:33:59+00:00,51.33149,-0.358532,5703604191.gpx
66,2021-05-25 12:34:00+00:00,51.331501,-0.358488,5703604191.gpx
67,2021-05-25 12:34:02+00:00,51.331516,-0.358419,5703604191.gpx
68,2021-05-25 12:34:03+00:00,51.331533,-0.358375,5703604191.gpx
69,2021-05-25 12:34:04+00:00,51.33155,-0.358331,5703604191.gpx
70,2021-05-25 12:34:05+00:00,51.331556,-0.358293,5703604191.gpx
71,2021-05-25 12:34:06+00:00,51.331562,-0.358255,5703604191.gpx
72,2021-05-25 12:34:08+00:00,51.331569,-0.358163,5703604191.gpx
73,2021-05-25 12:34:10+00:00,51.331581,-0.358088,5703604191.gpx
74,2021-05-25 12:34:12+00:00,51.331592,-0.358003,5703604191.gpx
75,2021-05-25 12:34:14+00:00,51.331607,-0.357923,5703604191.gpx
76,2021-05-25 12:34:15+00:00,51.331606,-0.35788,5703604191.gpx
77,2021-05-25 12:34:16+00:00,51.331604,-0.357837,5703604191.gpx
78,2021-05-25 12:34:17+00:00,51.331604,-0.357837,5703604191.gpx
79,2021-05-25 12:34:19+00:00,51.331619,-0.357735,5703604191.gpx
80,2021-05-25 12:34:20+00:00,51.33163,-0.357703,5703604191.gpx
81,2021-05-25 12:34:21+00:00,51.331642,-0.357671,5703604191.gpx
82,2021-05-25 12:34:22+00:00,51.331653,-0.357639,5703604191.gpx
83,2021-05-25 12:34:23+00:00,51.331667,-0.3576,5703604191.gpx
84,2021-05-25 12:34:24+00:00,51.33168,-0.357561,5703604191.gpx
85,2021-05-25 12:34:25+00:00,51.331688,-0.357521,5703604191.gpx
86,2021-05-25 12:34:26+00:00,51.331695,-0.35748,5703604191.gpx
87,2021-05-25 12:34:27+00:00,51.331705,-0.357444,5703604191.gpx
88,2021-05-25 12:34:28+00:00,51.331714,-0.357407,5703604191.gpx
89,2021-05-25 12:34:29+00:00,51.331728,-0.35737,5703604191.gpx
90,2021-05-25 12:34:30+00:00,51.331741,-0.357332,5703604191.gpx
91,2021-05-25 12:34:32+00:00,51.331752,-0.357256,5703604191.gpx
92,2021-05-25 12:34:33+00:00,51.331762,-0.35722,5703604191.gpx
93,2021-05-25 12:34:34+00:00,51.331771,-0.357183,5703604191.gpx
94,2021-05-25 12:34:35+00:00,51.331785,-0.357147,5703604191.gpx
95,2021-05-25 12:34:36+00:00,51.331798,-0.357111,5703604191.gpx
96,2021-05-25 12:34:37+00:00,51.331798,-0.357111,5703604191.gpx
97,2021-05-25 12:34:39+00:00,51.331809,-0.357003,5703604191.gpx
98,2021-05-25 12:34:40+00:00,51.331808,-0.356963,5703604191.gpx
99,2021-05-25 12:34:41+00:00,51.331806,-0.356924,5703604191.gpx
100,2021-05-25 12:34:42+00:00,51.33181,-0.356884,5703604191.gpx
101,2021-05-25 12:34:43+00:00,51.331813,-0.356843,5703604191.gpx
102,2021-05-25 12:34:45+00:00,51.331821,-0.356771,5703604191.gpx
