,time,latitude,longitude,filename
0,2021-12-03 12:29:01+00:00,51.657863,0.073188,6736540045.gpx
1,2021-12-03 12:29:02+00:00,51.657878,0.0732,6736540045.gpx
2,2021-12-03 12:29:05+00:00,51.657768,0.073059,6736540045.gpx
3,2021-12-03 12:29:06+00:00,51.65789,0.073057,6736540045.gpx
4,2021-12-03 12:29:07+00:00,51.657779,0.073002,6736540045.gpx
5,2021-12-03 12:29:11+00:00,51.657783,0.072884,6736540045.gpx
6,2021-12-03 12:29:13+00:00,51.657775,0.072795,6736540045.gpx
7,2021-12-03 12:29:15+00:00,51.657775,0.072708,6736540045.gpx
8,2021-12-03 12:29:17+00:00,51.657791,0.072639,6736540045.gpx
9,2021-12-03 12:29:19+00:00,51.657806,0.072527,6736540045.gpx
10,2021-12-03 12:29:21+00:00,51.657821,0.072454,6736540045.gpx
11,2021-12-03 12:29:22+00:00,51.657794,0.072354,6736540045.gpx
12,2021-12-03 12:29:25+00:00,51.657768,0.072245,6736540045.gpx
13,2021-12-03 12:29:27+00:00,51.657772,0.072166,6736540045.gpx
14,2021-12-03 12:29:29+00:00,51.657775,0.072087,6736540045.gpx
15,2021-12-03 12:29:31+00:00,51.657775,0.072002,6736540045.gpx
16,2021-12-03 12:29:34+00:00,51.657775,0.071922,6736540045.gpx
17,2021-12-03 12:29:36+00:00,51.657772,0.071844,6736540045.gpx
18,2021-12-03 12:29:38+00:00,51.657768,0.071771,6736540045.gpx
19,2021-12-03 12:29:40+00:00,51.657772,0.071682,6736540045.gpx
20,2021-12-03 12:29:42+00:00,51.657768,0.071595,6736540045.gpx
21,2021-12-03 12:29:45+00:00,51.657764,0.071476,6736540045.gpx
22,2021-12-03 12:29:47+00:00,51.657772,0.071391,6736540045.gpx
23,2021-12-03 12:29:49+00:00,51.657779,0.0713,6736540045.gpx
24,2021-12-03 12:29:51+00:00,51.657775,0.071218,6736540045.gpx
25,2021-12-03 12:29:53+00:00,51.657775,0.071122,6736540045.gpx
26,2021-12-03 12:29:55+00:00,51.657779,0.071029,6736540045.gpx
27,2021-12-03 12:29:57+00:00,51.657787,0.070943,6736540045.gpx
28,2021-12-03 12:29:59+00:00,51.657779,0.070852,6736540045.gpx
29,2021-12-03 12:30:01+00:00,51.657794,0.070765,6736540045.gpx
30,2021-12-03 12:30:03+00:00,51.657798,0.070688,6736540045.gpx
31,2021-12-03 12:30:05+00:00,51.65781,0.070615,6736540045.gpx
32,2021-12-03 12:30:08+00:00,51.657825,0.070529,6736540045.gpx
33,2021-12-03 12:30:10+00:00,51.657833,0.070446,6736540045.gpx
34,2021-12-03 12:30:13+00:00,51.657833,0.070329,6736540045.gpx
35,2021-12-03 12:30:15+00:00,51.657829,0.070256,6736540045.gpx
36,2021-12-03 12:30:17+00:00,51.65784,0.070184,6736540045.gpx
37,2021-12-03 12:30:19+00:00,51.657852,0.070102,6736540045.gpx
38,2021-12-03 12:30:22+00:00,51.657852,0.069993,6736540045.gpx
39,2021-12-03 12:30:24+00:00,51.657848,0.069916,6736540045.gpx
40,2021-12-03 12:30:26+00:00,51.657852,0.069841,6736540045.gpx
41,2021-12-03 12:30:28+00:00,51.657855,0.069758,6736540045.gpx
42,2021-12-03 12:30:30+00:00,51.657863,0.069675,6736540045.gpx
43,2021-12-03 12:30:32+00:00,51.657855,0.069602,6736540045.gpx
44,2021-12-03 12:30:34+00:00,51.657844,0.06952,6736540045.gpx
45,2021-12-03 12:30:37+00:00,51.657844,0.069398,6736540045.gpx
46,2021-12-03 12:30:39+00:00,51.657836,0.069324,6736540045.gpx
47,2021-12-03 12:30:41+00:00,51.65784,0.069247,6736540045.gpx
48,2021-12-03 12:30:43+00:00,51.65784,0.069164,6736540045.gpx
49,2021-12-03 12:30:45+00:00,51.65784,0.069081,6736540045.gpx
50,2021-12-03 12:30:47+00:00,51.65784,0.068991,6736540045.gpx
51,2021-12-03 12:30:49+00:00,51.657833,0.068912,6736540045.gpx
52,2021-12-03 12:30:51+00:00,51.65784,0.068816,6736540045.gpx
53,2021-12-03 12:30:53+00:00,51.657852,0.068732,6736540045.gpx
54,2021-12-03 12:30:55+00:00,51.657855,0.068643,6736540045.gpx
55,2021-12-03 12:30:57+00:00,51.657859,0.068545,6736540045.gpx
56,2021-12-03 12:30:59+00:00,51.657852,0.068456,6736540045.gpx
57,2021-12-03 12:31:01+00:00,51.657852,0.06837,6736540045.gpx
58,2021-12-03 12:31:03+00:00,51.657859,0.068278,6736540045.gpx
59,2021-12-03 12:31:05+00:00,51.657852,0.068191,6736540045.gpx
60,2021-12-03 12:31:07+00:00,51.657844,0.068112,6736540045.gpx
61,2021-12-03 12:31:09+00:00,51.657836,0.068033,6736540045.gpx
62,2021-12-03 12:31:11+00:00,51.657829,0.06793,6736540045.gpx
63,2021-12-03 12:31:13+00:00,51.657825,0.067833,6736540045.gpx
64,2021-12-03 12:31:15+00:00,51.65781,0.067753,6736540045.gpx
65,2021-12-03 12:31:17+00:00,51.657783,0.067678,6736540045.gpx
66,2021-12-03 12:31:19+00:00,51.657756,0.067612,6736540045.gpx
67,2021-12-03 12:31:21+00:00,51.657714,0.067549,6736540045.gpx
68,2021-12-03 12:31:23+00:00,51.657672,0.067491,6736540045.gpx
69,2021-12-03 12:31:25+00:00,51.65763,0.067448,6736540045.gpx
70,2021-12-03 12:31:27+00:00,51.657581,0.067423,6736540045.gpx
