SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42020,1611661323,CON,Connecticut Sun,1042000303,2020-09-24,CON vs. LVA,W,201,77,32,82,0.39,1,11,0.091,12,15,0.8,14,28,42,17,11,1,4,14,9.0
42020,1611661319,LVA,Las Vegas Aces,1042000303,2020-09-24,LVA @ CON,L,201,68,26,67,0.388,5,14,0.357,11,11,1.0,8,34,42,23,3,5,15,19,-9.0
42020,1611661328,SEA,Seattle Storm,1042000312,2020-09-24,SEA vs. MIN,W,199,89,31,61,0.508,10,31,0.323,17,18,0.944,5,32,37,23,7,3,13,19,10.0
42020,1611661324,MIN,Minnesota Lynx,1042000312,2020-09-24,MIN @ SEA,L,202,79,26,65,0.4,13,28,0.464,14,18,0.778,7,21,28,20,5,1,9,17,-10.0
42020,1611661323,CON,Connecticut Sun,1042000302,2020-09-22,CON @ LVA,L,201,75,31,69,0.449,6,20,0.3,7,7,1.0,9,22,31,15,6,7,17,22,-8.0
42020,1611661319,LVA,Las Vegas Aces,1042000302,2020-09-22,LVA vs. CON,W,200,83,31,65,0.477,0,4,0.0,21,28,0.75,7,23,30,19,6,8,12,18,8.0
42020,1611661328,SEA,Seattle Storm,1042000311,2020-09-22,SEA vs. MIN,W,200,88,31,70,0.443,13,26,0.5,13,14,0.929,8,28,36,24,4,5,16,18,2.0
42020,1611661324,MIN,Minnesota Lynx,1042000311,2020-09-22,MIN @ SEA,L,200,86,31,72,0.431,14,31,0.452,10,12,0.833,5,24,29,21,8,7,9,17,-2.0
42020,1611661319,LVA,Las Vegas Aces,1042000301,2020-09-20,LVA vs. CON,L,199,62,23,68,0.338,1,14,0.071,15,18,0.833,5,24,29,14,7,2,14,11,-25.0
42020,1611661323,CON,Connecticut Sun,1042000301,2020-09-20,CON @ LVA,W,200,87,34,68,0.5,8,19,0.421,11,13,0.846,7,32,39,21,10,7,12,20,25.0
42020,1611661323,CON,Connecticut Sun,1042000201,2020-09-17,CON @ LAS,W,199,73,27,71,0.38,9,20,0.45,10,10,1.0,5,29,34,23,7,2,8,15,14.0
42020,1611661320,LAS,Los Angeles Sparks,1042000201,2020-09-17,LAS vs. CON,L,200,59,20,60,0.333,2,18,0.111,17,18,0.944,7,28,35,14,5,5,14,16,-14.0
42020,1611661317,PHO,Phoenix Mercury,1042000211,2020-09-17,PHO @ MIN,L,199,79,30,67,0.448,11,30,0.367,8,10,0.8,5,29,34,23,5,1,15,17,-1.0
42020,1611661324,MIN,Minnesota Lynx,1042000211,2020-09-17,MIN vs. PHO,W,200,80,32,68,0.471,7,17,0.412,9,11,0.818,5,24,29,15,8,1,12,14,1.0
42020,1611661323,CON,Connecticut Sun,1042000111,2020-09-15,CON @ CHI,W,200,94,31,70,0.443,5,17,0.294,27,29,0.931,17,23,40,22,6,1,12,15,13.0
42020,1611661329,CHI,Chicago Sky,1042000111,2020-09-15,CHI vs. CON,L,200,81,30,60,0.5,8,20,0.4,13,16,0.813,5,16,21,18,8,4,12,19,-13.0
42020,1611661322,WAS,Washington Mystics,1042000101,2020-09-15,WAS @ PHO,L,201,84,32,74,0.432,9,18,0.5,11,13,0.846,9,25,34,19,5,5,9,17,-1.0
42020,1611661317,PHO,Phoenix Mercury,1042000101,2020-09-15,PHO vs. WAS,W,200,85,28,62,0.452,11,24,0.458,18,23,0.783,7,27,34,18,6,6,11,18,1.0
