My Circle,My Rank,Circle Ring,User,Circle Person,User rank,User Ring,Is Me,Common
@nicolemark_,2.,1,@nicolemark_,@brrosenau,1.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@ZachBowders,2.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@DevinMLea,3.,1,no,no
@nicolemark_,2.,1,@nicolemark_,@professorkao,4.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@ItsElisaDavis,5.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@StyleSTEAMed,6.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@WindsCogley,7.,1,no,no
@nicolemark_,2.,1,@nicolemark_,@ZenDollData,8.,1,no,yes
@nicolemark_,2.,1,@nicolemark_,@VizWizBI,9.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@womenindataviz,10.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@tableaupublic,11.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@tableau,12.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@teamveganfta,13.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@TheVizardOfAhs,14.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@NicoleKlassen12,15.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@fresh_gb,16.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@thedataveteran,17.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@vsetlur,18.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@jreevers5,19.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@maf2k,20.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@Saveriorocc,21.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@AdamMico1,22.,2,no,yes
@nicolemark_,2.,1,@nicolemark_,@flerlagekr,23.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@chepleton,24.,2,no,no
@nicolemark_,2.,1,@nicolemark_,@kirkmunroe,25.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@FlerlageKev,26.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@_gringuinho_,27.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@supabase,28.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@VizByMoon,29.,3,yes,no
@nicolemark_,2.,1,@nicolemark_,@Wrong_Colors,30.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@ShazeeraZawawi,31.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@datadzif,32.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@researchremora,33.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@MapsbyW,34.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@TomJSeiple,35.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@sarahlovesdata,36.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@huck5,37.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@_CJMayes,38.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@WJSutton12,39.,3,no,yes
@nicolemark_,2.,1,@nicolemark_,@ExcelHumor,40.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@jschwabish,41.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@h_i_g_s_c_h,42.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@ladataviz,43.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@pdrmnvd,44.,3,no,no
@nicolemark_,2.,1,@nicolemark_,@adhdjesse,45.,3,no,no
@professorkao,3.,1,@professorkao,@nicolemark_,1.,1,no,yes
@professorkao,3.,1,@professorkao,@tableaupublic,2.,1,no,yes
@professorkao,3.,1,@professorkao,@VizByMoon,3.,1,yes,no
@professorkao,3.,1,@professorkao,@MapsbyW,4.,1,no,no
@professorkao,3.,1,@professorkao,@StyleSTEAMed,5.,1,no,yes
@professorkao,3.,1,@professorkao,@pokateo_,6.,1,no,no
@professorkao,3.,1,@professorkao,@imagineazhar,7.,1,no,yes
@professorkao,3.,1,@professorkao,@sarahlovesdata,8.,1,no,yes
@professorkao,3.,1,@professorkao,@consult_ant,9.,2,no,yes
@professorkao,3.,1,@professorkao,@vizvithvarun,10.,2,no,yes
@professorkao,3.,1,@professorkao,@p_padham,11.,2,no,no
@professorkao,3.,1,@professorkao,@Saveriorocc,12.,2,no,yes
@professorkao,3.,1,@professorkao,@aliciaoberhol,13.,2,no,no
@professorkao,3.,1,@professorkao,@brrosenau,14.,2,no,yes
@professorkao,3.,1,@professorkao,@ShazeeraZawawi,15.,2,no,yes
@professorkao,3.,1,@professorkao,@DevinMLea,16.,2,no,no
@professorkao,3.,1,@professorkao,@KevinWee90,17.,2,no,yes
@professorkao,3.,1,@professorkao,@vizsmart,18.,2,no,no
@professorkao,3.,1,@professorkao,@ScottKimly,19.,2,no,yes
@professorkao,3.,1,@professorkao,@ZachBowders,20.,2,no,yes
@professorkao,3.,1,@professorkao,@tableau,21.,2,no,yes
@professorkao,3.,1,@professorkao,@WindsCogley,22.,2,no,no
@professorkao,3.,1,@professorkao,@graph_hopper,23.,2,no,no
@professorkao,3.,1,@professorkao,@ninjavizlouis,24.,2,no,no
@professorkao,3.,1,@professorkao,@IcaroBSC,25.,3,no,no
@professorkao,3.,1,@professorkao,@LarissaKostiw,26.,3,no,no
@professorkao,3.,1,@professorkao,@NicoleKlassen12,27.,3,no,yes
@professorkao,3.,1,@professorkao,@ItsMehras,28.,3,no,no
@professorkao,3.,1,@professorkao,@FlerlageKev,29.,3,no,yes
@professorkao,3.,1,@professorkao,@SpotOn_DRTV,30.,3,no,yes
@professorkao,3.,1,@professorkao,@JohannaJoso,31.,3,no,yes
@professorkao,3.,1,@professorkao,@dbfmurray,32.,3,no,yes
@professorkao,3.,1,@professorkao,@ItsElisaDavis,33.,3,no,yes
@professorkao,3.,1,@professorkao,@KimTricker,34.,3,no,no
@professorkao,3.,1,@professorkao,@BettySLai,35.,3,no,no
@professorkao,3.,1,@professorkao,@pradeep_zen,36.,3,no,no
@professorkao,3.,1,@professorkao,@El_Dabrah,37.,3,no,no
@professorkao,3.,1,@professorkao,@zizzy_data,38.,3,no,no
@professorkao,3.,1,@professorkao,@menscuriosa,39.,3,no,no
@professorkao,3.,1,@professorkao,@VivBlueprint,40.,3,no,no
@professorkao,3.,1,@professorkao,@willchamp_,41.,3,no,no
@professorkao,3.,1,@professorkao,@SmilgaNir,42.,3,no,no
@professorkao,3.,1,@professorkao,@fredffery,43.,3,no,no
@professorkao,3.,1,@professorkao,@ZenDollData,44.,3,no,yes
@professorkao,3.,1,@professorkao,@PaddyScarsfield,45.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@tableau,1.,1,no,yes
@tableaupublic,4.,1,@tableaupublic,@ItsElisaDavis,2.,1,no,yes
@tableaupublic,4.,1,@tableaupublic,@El_Dabrah,3.,1,no,no
@tableaupublic,4.,1,@tableaupublic,@Saveriorocc,4.,1,no,yes
@tableaupublic,4.,1,@tableaupublic,@AdedamolaLadipo,5.,1,no,no
@tableaupublic,4.,1,@tableaupublic,@pradeep_zen,6.,1,no,no
@tableaupublic,4.,1,@tableaupublic,@FlerlageKev,7.,1,no,yes
@tableaupublic,4.,1,@tableaupublic,@ScottKimly,8.,1,no,yes
@tableaupublic,4.,1,@tableaupublic,@WJSutton12,9.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@p_padham,10.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@professorkao,11.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@KevinWee90,12.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@sarahlovesdata,13.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@menscuriosa,14.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@nicolemark_,15.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@Lodhaviz,16.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@consult_ant,17.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@VizWithIrene,18.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@EpleySamuel,19.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@mtdunphy,20.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@VizWizBI,21.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@emdepad,22.,2,no,yes
@tableaupublic,4.,1,@tableaupublic,@Westlake_CJW,23.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@VinodhDataArt,24.,2,no,no
@tableaupublic,4.,1,@tableaupublic,@_CJMayes,25.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@SmilgaNir,26.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@ktkilroy,27.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@flerlagekr,28.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@vinzonervin,29.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@im_akeelah,30.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@LillaRasztik,31.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@datadzif,32.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@aabattani,33.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@EmeritusAli,34.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@brrosenau,35.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@NicoleKlassen12,36.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@jreevers5,37.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@ZenDollData,38.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@SParsonsDataViz,39.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@mrAyoku,40.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@BMooreWasTaken,41.,3,no,yes
@tableaupublic,4.,1,@tableaupublic,@TahaEbrahimi1,42.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@zizzy_data,43.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@ProfDrKSchulte,44.,3,no,no
@tableaupublic,4.,1,@tableaupublic,@SimonBeaumont04,45.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ZachBowders,1.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@nicolemark_,2.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@brrosenau,3.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@KevinWee90,4.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@SpotOn_DRTV,5.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@DataDivergent,6.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@tableau,7.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ZenDollData,8.,1,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ItsElisaDavis,9.,2,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@chepleton,10.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@katebrown_5,11.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@VizWhat,12.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@aabattani,13.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@professorkao,14.,2,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@VivBlueprint,15.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@dbfmurray,16.,2,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@VizByMoon,17.,2,yes,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@matthewmmiller,18.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ltavernier7,19.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@kirkmunroe,20.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@TheVizardOfAhs,21.,2,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@jaxx084,22.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@NicoleKlassen12,23.,2,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@Matt_Francis,24.,2,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@flerlagekr,25.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@WindsCogley,26.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@MarkBradbourne,27.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@TomJSeiple,28.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@llamasayswhat,29.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@boknowsdata,30.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@mommy_wins,31.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@emilykund,32.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ScottKimly,33.,3,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@JSBaucke,34.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@GergelyOrosz,35.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@adastra1930,36.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@TheCut,37.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@StatHunting,38.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@shaunisspatial,39.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@netflix,40.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@graph_hopper,41.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@Saveriorocc,42.,3,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@emdepad,43.,3,no,yes
@StyleSTEAMed,5.,1,@StyleSTEAMed,@IvettAlexa,44.,3,no,no
@StyleSTEAMed,5.,1,@StyleSTEAMed,@ninjavizlouis,45.,3,no,no
@consult_ant,6.,1,@consult_ant,@tableaupublic,1.,1,no,yes
@consult_ant,6.,1,@consult_ant,@tableau,2.,1,no,yes
@consult_ant,6.,1,@consult_ant,@sarahlovesdata,3.,1,no,yes
@consult_ant,6.,1,@consult_ant,@professorkao,4.,1,no,yes
@consult_ant,6.,1,@consult_ant,@ninjavizlouis,5.,1,no,no
@consult_ant,6.,1,@consult_ant,@_CJMayes,6.,1,no,yes
@consult_ant,6.,1,@consult_ant,@VizByMoon,7.,1,yes,no
@consult_ant,6.,1,@consult_ant,@WJSutton12,8.,1,no,yes
@consult_ant,6.,1,@consult_ant,@FlerlageKev,9.,2,no,yes
@consult_ant,6.,1,@consult_ant,@ZachBowders,10.,2,no,yes
@consult_ant,6.,1,@consult_ant,@ItsElisaDavis,11.,2,no,yes
@consult_ant,6.,1,@consult_ant,@greenynorfolk,12.,2,no,no
@consult_ant,6.,1,@consult_ant,@maf2k,13.,2,no,yes
@consult_ant,6.,1,@consult_ant,@El_Dabrah,14.,2,no,no
@consult_ant,6.,1,@consult_ant,@Visual_Endgame,15.,2,no,no
@consult_ant,6.,1,@consult_ant,@brrosenau,16.,2,no,yes
@consult_ant,6.,1,@consult_ant,@GinnyMoench,17.,2,no,yes
@consult_ant,6.,1,@consult_ant,@Saveriorocc,18.,2,no,yes
@consult_ant,6.,1,@consult_ant,@prem_prasann,19.,2,no,yes
@consult_ant,6.,1,@consult_ant,@ktkilroy,20.,2,no,no
@consult_ant,6.,1,@consult_ant,@BMooreWasTaken,21.,2,no,yes
@consult_ant,6.,1,@consult_ant,@ScottKimly,22.,2,no,yes
@consult_ant,6.,1,@consult_ant,@pradeep_zen,23.,2,no,no
@consult_ant,6.,1,@consult_ant,@vizvithvarun,24.,2,no,yes
@consult_ant,6.,1,@consult_ant,@NicoleKlassen12,25.,3,no,yes
@consult_ant,6.,1,@consult_ant,@ZenDollData,26.,3,no,yes
@consult_ant,6.,1,@consult_ant,@marcreid,27.,3,no,no
@consult_ant,6.,1,@consult_ant,@AdamMico1,28.,3,no,yes
@consult_ant,6.,1,@consult_ant,@p_padham,29.,3,no,no
@consult_ant,6.,1,@consult_ant,@KevinWee90,30.,3,no,yes
@consult_ant,6.,1,@consult_ant,@flerlagekr,31.,3,no,no
@consult_ant,6.,1,@consult_ant,@Westlake_CJW,32.,3,no,no
@consult_ant,6.,1,@consult_ant,@VizWithIrene,33.,3,no,no
@consult_ant,6.,1,@consult_ant,@ArshiyaShaheen,34.,3,no,no
@consult_ant,6.,1,@consult_ant,@JohannaJoso,35.,3,no,yes
@consult_ant,6.,1,@consult_ant,@minttea102,36.,3,no,yes
@consult_ant,6.,1,@consult_ant,@zizzy_data,37.,3,no,no
@consult_ant,6.,1,@consult_ant,@finkledeb,38.,3,no,no
@consult_ant,6.,1,@consult_ant,@dbfmurray,39.,3,no,yes
@consult_ant,6.,1,@consult_ant,@nicolemark_,40.,3,no,yes
@consult_ant,6.,1,@consult_ant,@aabattani,41.,3,no,no
@consult_ant,6.,1,@consult_ant,@ltavernier7,42.,3,no,no
@consult_ant,6.,1,@consult_ant,@WorkoutWednsday,43.,3,no,no
@consult_ant,6.,1,@consult_ant,@PaddyScarsfield,44.,3,no,no
@consult_ant,6.,1,@consult_ant,@vinzonervin,45.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@flerlagekr,1.,1,no,no
@FlerlageKev,7.,1,@FlerlageKev,@ZachBowders,2.,1,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@tableau,3.,1,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@kirkmunroe,4.,1,no,no
@FlerlageKev,7.,1,@FlerlageKev,@sarahlovesdata,5.,1,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@ZenDollData,6.,1,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@tableaupublic,7.,1,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@aabattani,8.,1,no,no
@FlerlageKev,7.,1,@FlerlageKev,@VizWizBI,9.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@SParsonsDataViz,10.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@pradeep_zen,11.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@_CJMayes,12.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@WINCINNATI_,13.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@LndsPatterson,14.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@ScottKimly,15.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@Matt_Francis,16.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@dbfmurray,17.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@SpotOn_DRTV,18.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@VizByMoon,19.,2,yes,no
@FlerlageKev,7.,1,@FlerlageKev,@DataDivergent,20.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@fresh_gb,21.,2,no,no
@FlerlageKev,7.,1,@FlerlageKev,@Saveriorocc,22.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@ItsElisaDavis,23.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@nicolemark_,24.,2,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@HamlinIsland,25.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@calloni,26.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@jschwabish,27.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@BrittTweets,28.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@TomJSeiple,29.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@YetterDataViz,30.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@TheVizardOfAhs,31.,3,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@brrosenau,32.,3,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@AlDatavizguy,33.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@deeVizable,34.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@206andrew,35.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@jreevers5,36.,3,no,yes
@FlerlageKev,7.,1,@FlerlageKev,@tanya_shapiro,37.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@VizWhat,38.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@MarkTossell,39.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@colinjfleming,40.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@MarkBradbourne,41.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@CincyProblems,42.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@rosariogaunag,43.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@VivBlueprint,44.,3,no,no
@FlerlageKev,7.,1,@FlerlageKev,@tiivn,45.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@nicolemark_,1.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@maf2k,2.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@VizByMoon,3.,1,yes,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@tableaupublic,4.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@StyleSTEAMed,5.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@professorkao,6.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@brrosenau,7.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@ShazeeraZawawi,8.,1,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@sarahlovesdata,9.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@DataDivergent,10.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@jreevers5,11.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@ScottKimly,12.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@vizsmart,13.,2,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@tableau,14.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@ItsElisaDavis,15.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@WindsCogley,16.,2,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@prem_prasann,17.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@VizFSG,18.,2,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@priya_yogendra,19.,2,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@vizvithvarun,20.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@ZenDollData,21.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@SpotOn_DRTV,22.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@consult_ant,23.,2,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@fredffery,24.,2,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@willchamp_,25.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@stats_ninja,26.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@womenindataviz,27.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@p_padham,28.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@Candice_Che,29.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@chepleton,30.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@aabattani,31.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@DatafamCon,32.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@imagineazhar,33.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@Lodhaviz,34.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@Saveriorocc,35.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@Wonderveilleuze,36.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@minttea102,37.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@JohannaJoso,38.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@AdamMico1,39.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@FlerlageKev,40.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@emdepad,41.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@KimTricker,42.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@ana_milana_,43.,3,no,yes
@NicoleKlassen12,8.,1,@NicoleKlassen12,@agatavizz,44.,3,no,no
@NicoleKlassen12,8.,1,@NicoleKlassen12,@priyankadobhal_,45.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@ZachBowders,1.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@FlerlageKev,2.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@tableau,3.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@StyleSTEAMed,4.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@nicolemark_,5.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@ItsElisaDavis,6.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@VizByMoon,7.,1,yes,no
@ZenDollData,9.,2,@ZenDollData,@SpotOn_DRTV,8.,1,no,yes
@ZenDollData,9.,2,@ZenDollData,@tableaupublic,9.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@Matt_Francis,10.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@_gringuinho_,11.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@ScottKimly,12.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@brrosenau,13.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@adhdjesse,14.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@aabattani,15.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@AdamMico1,16.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@DataRemixed,17.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@maf2k,18.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@MarkBradbourne,19.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@boknowsdata,20.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@DataRevelations,21.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@professorkao,22.,2,no,yes
@ZenDollData,9.,2,@ZenDollData,@RobertJanezic,23.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@willchamp_,24.,2,no,no
@ZenDollData,9.,2,@ZenDollData,@dbfmurray,25.,3,no,yes
@ZenDollData,9.,2,@ZenDollData,@NicoleKlassen12,26.,3,no,yes
@ZenDollData,9.,2,@ZenDollData,@flerlagekr,27.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@KevinWee90,28.,3,no,yes
@ZenDollData,9.,2,@ZenDollData,@HealthTUG,29.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@jschwabish,30.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@pradeep_zen,31.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@ryanaytay,32.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@jreevers5,33.,3,no,yes
@ZenDollData,9.,2,@ZenDollData,@calloni,34.,3,no,no
@ZenDollData,9.,2,@ZenDollData,@SParsonsDataViz,35.,3,no,no
