50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,73d302be-c474-47b0-b465-d276046f96a5,1,,,3906390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 45295, 'name': 'Catalina Thomas Coll Lluch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 32694, 'name': 'Laia Codina Panedas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 50151, 'name': 'Alba María Redondo Ferrer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cbad5dd0-01cd-4be0-8693-15942b19d363,2,,,3906390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,62cea4b4-febc-4df9-8df0-a134ed91e70f,3,,,3906390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['ebcc30be-9a0a-4f38-b241-8c8dd9834589'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ebcc30be-9a0a-4f38-b241-8c8dd9834589,4,,,3906390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['62cea4b4-febc-4df9-8df0-a134ed91e70f'],0,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,31c630c8-d7a8-46a8-ad16-123c44600ab6,1913,,,3906390,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Spain Women's,863,['e4a3e49f-6483-41b5-b2df-70b8ca69fde8'],0,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4a3e49f-6483-41b5-b2df-70b8ca69fde8,1914,,,3906390,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Spain Women's,863,['31c630c8-d7a8-46a8-ad16-123c44600ab6'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.781021,,,,,,,,,,,,,30728cd8-f0a6-4535-8f24-16a37a1d4f08,5,,"[61.0, 40.1]",3906390,0,,,,,-2.951979,,Right Foot,,,,"[51.1, 38.2]",,Ground Pass,,10.080674,,,,Keira Walsh,,,,,,Kick Off,1,From Kick Off,Ella Toone,31534.0,Center Attacking Midfield,2,England Women's,865,['b796b4f0-d521-4d6a-903e-b63c45120ec9'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.563,Pass,
,,,,,,,,,,,,,,,,,,2.136094,,,,,,,,,,,,,e8c2285a-79c8-4625-8d34-6cc11700a499,8,,"[51.1, 38.0]",3906390,0,,,,,2.7618265,,Left Foot,,,,"[27.8, 47.3]",,Ground Pass,,25.087446,,,,Millie Bright,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Defensive Midfield,2,England Women's,865,['9be5ef4d-5b8d-4fb8-8681-03bf05e85e84'],2,,,,,,,,,,,,,,,England Women's,865,00:00:02.034,Pass,
,,,,,,,,,,,,,,,,,,1.341298,,,,,,,,,,,,,deaf5427-246e-4664-a6b5-fb2405cdeb08,11,,"[27.8, 47.4]",3906390,0,,,,,1.4601392,,Right Foot,,,,"[29.5, 62.7]",,Ground Pass,,15.394155,,,,Jessica Carter,,,,,,,1,From Kick Off,Millie Bright,4642.0,Center Back,2,England Women's,865,['e87b419d-1e1b-49bc-ad8e-0e59519c3870'],4,,,,,,,,,,,,,,,England Women's,865,00:00:04.977,Pass,
,,,,,,,,,,,,,,,,,,2.447626,,,,,,,,,,,,,6f775aa2-0ac1-4391-a718-1dd55686aa3b,14,,"[44.7, 74.4]",3906390,0,,,,,-0.09431395,,Right Foot,,,,"[89.1, 70.2]",,High Pass,,44.598206,,Incomplete,,Lauren Hemp,,,,,,,1,From Kick Off,Jessica Carter,19422.0,Right Center Back,2,England Women's,865,"['3f5e9185-1093-4d57-888a-60099b57295c', 'e997a527-6a2e-46da-99f7-7478c6f41976']",9,,,,,,,,,,,,,,,England Women's,865,00:00:09.105,Pass,
,,,,,,,,,,,,,,,,,,0.656627,,,,,,,,,,,,,3f5e9185-1093-4d57-888a-60099b57295c,16,,"[31.0, 9.9]",3906390,0,,,,,-0.15991312,,Head,,,,"[40.3, 8.4]",,High Pass,,9.420191,,,,Teresa Abelleira Dueñas,,,,,,Recovery,1,Regular Play,Olga  Carmona García,49836.0,Left Back,3,Spain Women's,863,"['6f775aa2-0ac1-4391-a718-1dd55686aa3b', '74aed498-7626-47c9-bbbd-ea4cdcc80676']",11,,,,,,,,,,,,,,,Spain Women's,863,00:00:11.552,Pass,
,,,,,,,,,,,,,,,,,,1.897627,,,,,,,,,,,,,2b08145b-04ff-4a5b-b290-6fa798d8c65f,18,,"[42.5, 7.2]",3906390,0,,,,,0.9357696,,Head,,,,"[43.9, 9.1]",,High Pass,,2.3600848,,Incomplete,,Jennifer Hermoso Fuentes,,,,,,,1,Regular Play,Teresa Abelleira Dueñas,49835.0,Left Defensive Midfield,3,Spain Women's,863,"['8c9897f5-ec27-4a09-9f02-f3d3120c26ff', '9d37ac0d-a208-4549-9391-dc49474225e4']",12,,,,,,,,,,,,,,,Spain Women's,863,00:00:12.281,Pass,
,,,,,,,,,,,,,,,,,,1.349822,,,,,,,,,,,,,9d37ac0d-a208-4549-9391-dc49474225e4,20,,"[76.2, 71.0]",3906390,0,,,,,1.4025896,,Head,,,,"[77.1, 76.3]",,High Pass,,5.375872,,Incomplete,,Lucy Bronze,,,,,,Recovery,1,Regular Play,Georgia Stanway,4643.0,Right Defensive Midfield,3,Spain Women's,863,"['2b08145b-04ff-4a5b-b290-6fa798d8c65f', '646f7b28-54f9-440c-880c-f81a18be49cf', '744b4702-5cad-421f-b8a5-f7a719f61ace']",14,,,,,,,,,,,,,,,England Women's,865,00:00:14.178,Pass,
,,,,,,,,,,,,,,,,,,1.272537,,,,,,,,,,,,,4cea6ef5-74a6-49d9-b366-c282412f18e7,32,,"[68.8, 0.1]",3906390,0,,,,,0.3145043,,,,,,"[77.1, 2.8]",,Low Pass,,8.728115,,,,Jennifer Hermoso Fuentes,,,,,,Throw-in,1,From Throw In,Olga  Carmona García,49836.0,Left Back,4,Spain Women's,863,['a07e2775-9791-4607-82f5-6a688593a315'],33,,,,,,,,,,,,,,,Spain Women's,863,00:00:33.179,Pass,
,,,,,,,,,,,,,,,,,,0.677922,,,,,,,,,,,,,0cab6ca1-065e-47e7-a6d1-8d916fff91be,36,,"[74.6, 3.5]",3906390,0,,,,,-3.0899146,,Right Foot,,,,"[68.8, 3.2]",,Ground Pass,,5.8077536,,,,Olga  Carmona García,,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Attacking Midfield,4,Spain Women's,863,"['05ab0a56-bdb3-475a-bb20-565562e70cf8', '614effd8-0c76-4d86-9e50-632478d45b52']",35,,,,,,,,,,,,,,,Spain Women's,863,00:00:35.109,Pass,True
,,,,,,,,,,,,,,,,,,1.366647,,,,,,,,,,,,,de6c6533-e1fb-47fd-82ed-7fd2a0bbca52,45,,"[56.3, 75.2]",3906390,0,,,,,-0.23349957,,Right Foot,,,,"[74.8, 70.8]",,Ground Pass,,19.016047,,,,Lauren Hemp,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Right Defensive Midfield,5,England Women's,865,['c999e03f-4e2d-4981-b104-b1fbcdd16c06'],38,,,,,,,,,,,,,,,England Women's,865,00:00:38.937,Pass,
,,,,,,,,,,,,,,,,,,1.443697,,,,,,,,,,,,,570b8798-b875-4663-acec-0a009fafc536,52,,"[74.8, 70.8]",3906390,0,,,,,0.8994055,,Left Foot,,,,"[80.6, 78.1]",,Ground Pass,,9.323626,,,,Alessia Russo,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Center Forward,5,England Women's,865,['4540cd5f-3ce2-4ae6-89b3-9103d6727a0a'],40,,,,,,,,,,,,,,,England Women's,865,00:00:40.485,Pass,
,,,,,,,,,,,,,,,,,,1.234612,,,,,,,,,,,,,4fb6e2e9-af94-458c-80db-a56c2cbe5256,56,,"[110.5, 78.1]",3906390,0,,,,,-3.1010742,,Right Foot,,,,"[95.7, 77.5]",,Ground Pass,,14.812158,,,,Lucy Bronze,,,,,,,1,Regular Play,Alessia Russo,47521.0,Right Center Forward,5,England Women's,865,['cc0d1460-30cf-4d29-b9a9-cb171ef40098'],48,,,,,,,,,,,,,,,England Women's,865,00:00:48.858,Pass,
,,,,,,,,,,,,,,,,,,2.689404,,,,,,,,,,,,,e0b31942-20b2-425d-bba0-89154aa8c8e4,60,,"[82.7, 77.5]",3906390,0,,,,,-2.7592869,,Right Foot,,,,"[44.4, 62.1]",,Ground Pass,,41.28014,,,,Millie Bright,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Wing Back,5,England Women's,865,['3bb7ea9c-51eb-45f8-99f8-0108a7735b07'],55,,,,,,,,,,,,,,,England Women's,865,00:00:55.278,Pass,
,,,,,,,,,,,,,,,,,,2.084467,,,,,,,,,,,,,63c6e910-4f17-4727-a796-50638497ce7e,63,,"[34.8, 57.9]",3906390,1,,,,,-2.2332878,,Right Foot,,,,"[19.9, 38.8]",,Ground Pass,,24.224367,,,,Mary Alexandra Earps,,,,,,,1,Regular Play,Millie Bright,4642.0,Center Back,5,England Women's,865,['7e69e8ba-bc4a-430b-952f-f4a584f50a4a'],3,,,,,,,,,,,,,,,England Women's,865,00:01:03.105,Pass,
,,,,,,,,,,,,,,,,,,3.027093,,,,,,,,,,,,,02b01324-2914-4d93-afb9-ee1d142ad73f,66,,"[20.3, 43.4]",3906390,1,,,,,0.6090669,,Right Foot,,,,"[68.9, 77.3]",,High Pass,,59.255127,,,,Lucy Bronze,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,5,England Women's,865,['fd556cd6-b5ba-46bc-bfb6-17243cbd1ae8'],9,,,,,,,,,,,,,,,England Women's,865,00:01:09.625,Pass,
,,,,,,,,,,,,,,,,,,1.545093,,,,,,,,,,,,,fb372e8b-b80f-4ebf-a6fc-645aae1084e7,69,,"[68.9, 77.3]",3906390,1,,,,True,-0.20028572,,,,,,"[82.2, 74.6]",,High Pass,,13.571293,,,,Alessia Russo,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Wing Back,5,England Women's,865,"['45cb5fdc-b243-4ed1-99d7-05f98470feac', 'ac7b3bd3-8060-482d-b7d5-7609333cae22']",12,,,,,,,,,,,,,,,England Women's,865,00:01:12.652,Pass,True
,,,,,,,,,,,,,,,,,,1.187387,,,,,,,,,,,,,200b5141-8e73-4cca-bf03-09fd874d0a71,71,,"[82.6, 74.1]",3906390,1,,,,,-0.54161423,,Head,,,,"[94.9, 66.7]",,High Pass,,14.354442,,Incomplete,,Lauren Hemp,,,,,,,1,Regular Play,Alessia Russo,47521.0,Right Center Forward,5,England Women's,865,"['4e333b21-7298-4d93-b22c-31d5a628d2f0', '9c9d974a-8358-45a6-a832-3d41feaf9577']",14,,,,,,,,,,,,,,,England Women's,865,00:01:14.197,Pass,
,,,,,,,,,,,,,,,,,,2.944571,,,,,,,,,,,,,03c60ce2-99b9-4975-8302-67fe6a801bac,74,,"[96.8, 80.0]",3906390,1,,,,,-0.9748393,,,,,,"[110.5, 59.8]",,High Pass,,24.407581,,Incomplete,,Alessia Russo,,,,,,Throw-in,1,From Throw In,Lucy Bronze,10178.0,Right Wing Back,6,England Women's,865,"['d130391c-1683-499f-8b65-1f610b206a69', 'e0cdb44d-5c15-42da-a575-325692b4aeef']",40,,,,,,,,,,,,,,,England Women's,865,00:01:40.495,Pass,
,,,,,,,,,,,,,,,,,,2.684208,,,,,,,,,,,,,6158fb2c-6eba-437d-9def-45b48204036e,78,,"[79.8, 75.4]",3906390,1,,,,,-2.6307979,,Left Foot,,,,"[50.0, 58.7]",,Ground Pass,,34.16036,,,,Millie Bright,,,,,,Recovery,1,From Throw In,Jessica Carter,19422.0,Right Center Back,6,England Women's,865,"['a0ddb02e-4016-464d-bb21-bb038770ef37', 'c9741ac1-77aa-4df7-b0fa-ac1106d28a8f']",47,,,,,,,,,,,,,,,England Women's,865,00:01:47.731,Pass,True
,,,,,,,,,,,,,,,,,,1.548626,,,,,,,,,,,,,8eb2f727-56c2-48b4-847a-a6fdedaa09e3,81,,"[50.2, 58.8]",3906390,1,,,,,-1.8417432,,Right Foot,,,,"[45.7, 42.6]",,Ground Pass,,16.813387,,,,Alex Greenwood,,,,,,,1,From Throw In,Millie Bright,4642.0,Center Back,6,England Women's,865,['61c07f2c-165d-407c-bcdb-30033e227538'],51,,,,,,,,,,,,,,,England Women's,865,00:01:51.095,Pass,
,,,,,,,,,,,,,,,,,,2.142228,,,,,,,,,,,,,a5278cfe-174b-4e9f-97f7-b5418c1229b7,84,,"[44.4, 43.8]",3906390,1,,,,,1.44804,,Left Foot,,,,"[48.2, 74.6]",,Ground Pass,,31.033531,,,,Jessica Carter,,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Center Back,6,England Women's,865,['4432baf0-d95c-4814-b005-f1a3fd8c426b'],53,,,,,,,,,,,,,,,England Women's,865,00:01:53.629,Pass,
,,,,,,,,,,,,,,,,,,3.66864,,,,,,,,,,,,,7aebb00c-82e1-4104-8d72-7c319ddf9975,87,,"[48.2, 74.6]",3906390,1,,,,,-0.39026073,,Right Foot,,,,"[106.3, 50.7]",,High Pass,,62.823723,,Incomplete,,Alessia Russo,,,,,,,1,From Throw In,Jessica Carter,19422.0,Right Center Back,6,England Women's,865,"['2f7893a0-54dc-4ac7-878b-115b8537b1a5', '43c853a8-47b8-4ca6-b6e3-78869d479961']",57,,,,,,,,,,,,,,,England Women's,865,00:01:57.163,Pass,
,,,,,,,,,,,,,,,,,,1.318863,,,,,,,,,,,,,6e507b3e-7578-419d-81c4-aca69d3c28cd,91,,"[7.9, 36.9]",3906390,2,,,,,1.3475534,,Keeper Arm,,,,"[12.1, 55.4]",,Ground Pass,,18.970766,,,,Irene Paredes Hernandez,,,,,,,1,Regular Play,Catalina Thomas Coll Lluch,45295.0,Goalkeeper,7,Spain Women's,863,['cd081803-0b20-4ded-b557-df585936887e'],7,,,,,,,,,,,,,,,Spain Women's,863,00:02:07.812,Pass,
,,,,,,,,,,,,,,,,,,1.529856,,,,,,,,,,,,,036b6077-9874-4195-8f68-7383a3aefbb0,94,,"[11.7, 54.5]",3906390,2,,,,,-1.5336617,,Right Foot,,,,"[12.9, 22.2]",,Ground Pass,,32.322285,,,,Laia Codina Panedas,,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,7,Spain Women's,863,['259b4671-5686-4963-9346-a576153e97bb'],10,,,,,,,,,,,,,,,Spain Women's,863,00:02:10.432,Pass,
,,,,,,,,,,,,,,,,,,1.441127,,,,,,,,,,,,,e288d2d0-edf1-457d-be53-b2ab68d2d3d9,98,,"[13.5, 21.1]",3906390,2,,,,,-1.1969756,,Right Foot,,,,"[20.6, 3.0]",,Ground Pass,,19.442736,,,,Olga  Carmona García,,,,,,,1,Regular Play,Laia Codina Panedas,32694.0,Left Center Back,7,Spain Women's,863,"['28595ef0-919a-40f9-9473-24a54442b9c0', '2c67f151-62e3-4467-84f2-764055a3c16f']",13,,,,,,,,,,,,,,,Spain Women's,863,00:02:13.635,Pass,True
,,,,,,,,,,,,,,,,,,0.372444,,,,,,,,,,,,,83b5d4c1-722e-4750-a9d7-e53becc60c27,101,,"[20.6, 3.0]",3906390,2,,,,,-0.16514868,,Left Foot,,,,"[25.4, 2.2]",,High Pass,,4.86621,,Incomplete,,,,,,,,,1,Regular Play,Olga  Carmona García,49836.0,Left Back,7,Spain Women's,863,['4db2e129-b575-440b-a125-710573836436'],16,,,,,,,,,,,,,,,Spain Women's,863,00:02:16.474,Pass,
,,,,,,,,,,,,,,,,,,0.478101,,,,,,,,,,,,,e0df3ac2-b991-47a0-982a-c64166ff828f,103,,"[20.0, 0.1]",3906390,2,,True,,,0.9886588,,,,,,"[25.2, 8.0]",,Low Pass,,9.457801,,,,María Francesca Caldentey Oliver,,,,,,Throw-in,1,From Throw In,Olga  Carmona García,49836.0,Left Back,8,Spain Women's,863,['397f8a6d-2069-49e3-9bb6-b182bb0f942d'],27,,,,,,,,,,,,,,,Spain Women's,863,00:02:27.003,Pass,
,,,,,,,,,,,,,,,,,,0.479943,,,,,,,,,,,,,654ee03e-73e7-495a-bf74-6769f2899c33,105,,"[25.4, 8.1]",3906390,2,,True,,,-0.67283255,,Right Foot,,,,"[31.8, 3.0]",,Ground Pass,,8.18352,,,,Olga  Carmona García,,,,,,,1,From Throw In,María Francesca Caldentey Oliver,10161.0,Left Wing,8,Spain Women's,863,['62a17a0c-3e01-49a6-9d07-09b4d77d5ab3'],27,,,,,,,,,,,,,,,Spain Women's,863,00:02:27.670,Pass,
,,,,,,,,,,,,,,,,,,0.911566,,,,,,,,,,,,,26f70166-0540-402c-ba8d-301e041483c1,108,,"[34.3, 0.6]",3906390,2,,,,,0.8224183,,Left Foot,,,,"[40.8, 7.6]",,Ground Pass,,9.552486,,,,Jennifer Hermoso Fuentes,,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,8,Spain Women's,863,"['a2b69962-e000-4509-a4a5-5617e86498ad', 'b7ac8291-9692-43d8-8f33-b0535d4ebfbc']",30,,,,,,,,,,,,,,,Spain Women's,863,00:02:30.655,Pass,True
,,,,,,,,,,,,,,,,,,1.220215,,,,,,,,,,,,,f10724cc-2987-4197-af63-615e0104b3b1,112,,"[34.8, 10.5]",3906390,2,,,,,2.4127378,,Left Foot,,,,"[20.8, 23.0]",,Ground Pass,,18.768324,,,,Irene Paredes Hernandez,,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Attacking Midfield,8,Spain Women's,863,['ccef00de-8bed-4d17-8697-23370c50cf47'],34,,,,,,,,,,,,,,,Spain Women's,863,00:02:34.456,Pass,
,,,,,,,,,,,,,,,,,,1.032296,,,,,,,,,,,,,ea30e993-4444-4e53-80c6-8155cd82f372,115,,"[20.6, 29.9]",3906390,2,,,,,1.2319325,,Right Foot,,,,"[29.2, 54.3]",,Ground Pass,,25.87122,,,,Ona Batlle Pascual,,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,8,Spain Women's,863,['34ade945-e693-4028-a359-1ecfd5e12ca9'],36,,,,,,,,,,,,,,,Spain Women's,863,00:02:36.787,Pass,
,,,,,,,,,,,,,,,,,,1.682923,,,,,,,,,,,,,57c8447c-9fab-41c2-969b-57eba85a7455,119,,"[41.2, 64.7]",3906390,2,,,,,0.16514868,,Right Foot,,,,"[68.8, 69.3]",,Ground Pass,,27.980707,,,,Alba María Redondo Ferrer,,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,8,Spain Women's,863,"['2457299b-6a06-4292-b4bd-c147c9ba96fc', '6e5f53d2-fb1f-4a6b-85f4-781435d69be1']",41,,,,,,,,,,,,,,,Spain Women's,863,00:02:41.156,Pass,True
,,,,,,,,,,,,,,,,,,0.947249,,,,,,,,,,,,,906531b2-0ea0-4385-b0a5-699537c7714b,121,,"[70.3, 70.0]",3906390,2,,,,,1.9985312,,Left Foot,,,,"[67.2, 76.8]",,Ground Pass,,7.4732857,,,,Aitana Bonmati Conca,,,,,,,1,From Throw In,Alba María Redondo Ferrer,50151.0,Right Wing,8,Spain Women's,863,['96b134e8-1025-4a47-91b4-1db12b991503'],42,,,,,,,,,,,,,,,Spain Women's,863,00:02:42.839,Pass,
,,,,,,,,,,,,,,,,,,3.662437,,,,,,,,,,,,,17882067-b9fd-4a46-a58b-ad01714e0302,125,,"[71.1, 76.3]",3906390,2,,,,,-0.2729079,,Right Foot,,,,"[107.9, 66.0]",,Ground Pass,,38.214264,,,,Salma Paralluelo Ayingono,,,,,,,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,8,Spain Women's,863,"['2bcf0e2f-6e9b-496c-9829-1f9b4ea18cce', '7859fce8-d795-4d3c-92b7-e86e8a40bd31']",45,,,,,,,,,,,,,,,Spain Women's,863,00:02:45.112,Pass,True
,,,,,,,,,,,,,,,,,,0.674539,,,,,,,,,,,,,5af565a8-af46-4b88-9acc-2eee2ea1bbe6,128,,"[110.7, 59.1]",3906390,2,,,,,-2.705497,,Left Foot,,,,"[100.4, 54.3]",,Ground Pass,,11.363538,,,,Aitana Bonmati Conca,,,,,,,1,From Throw In,Salma Paralluelo Ayingono,222682.0,Center Forward,8,Spain Women's,863,['f347e0f5-2f4c-4010-9c3d-f388625fa152'],52,,,,,,,,,,,,,,,Spain Women's,863,00:02:52.774,Pass,
,,,,,,,,,,,,,,,,,,0.731954,,,,,,,,,,,,,bc0a5850-7c8b-4c03-b0bc-4b273e11bf1f,131,,"[100.4, 53.3]",3906390,2,,,,,1.1479424,,Left Foot,,,,"[104.9, 63.3]",,Ground Pass,,10.965857,,,,Ona Batlle Pascual,,,,,,,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,8,Spain Women's,863,"['7e1565a0-0685-4989-8850-47e22f3fdbd9', '9e404d9b-f71e-4a5a-99ea-947045eac1b4']",53,,,,,,,,,,,,,,,Spain Women's,863,00:02:53.448,Pass,True
,,,,,,,,,,,,,,,,,,0.567339,,,,,,,,,,,,,2c6dabdc-ed1c-4569-85b0-25304b69022c,134,,"[106.2, 63.0]",3906390,2,,,,,-1.2257942,,Right Foot,,,,"[108.5, 56.6]",,Low Pass,,6.8007355,,Incomplete,,,,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,8,Spain Women's,863,['d452a3c3-3517-4169-9beb-b7a2412cdbc1'],55,,,,,,,,,,,,,,,Spain Women's,863,00:02:55.147,Pass,
,,,,,,,,,,,,,,,,,,4.08215,,,,,,,,,,,,,20defb11-e1f3-48c1-be77-125dafcb627d,136,,"[93.1, 56.9]",3906390,2,,,,,-0.8021564,,Right Foot,,,,"[119.5, 29.6]",,High Pass,,37.976967,,Out,,,,,,,,Recovery,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,8,Spain Women's,863,,58,,,,,,,,,,,,,,,Spain Women's,863,00:02:58.514,Pass,
,,,,,,,,,,,,,,,,,,3.035456,,,,,,,,,,,,,b47ca8c7-2805-41d5-be36-d4ef51338c89,137,,"[7.0, 44.1]",3906390,3,,,,,0.6159365,,Right Foot,,,,"[53.2, 76.8]",,High Pass,,56.6015,,,,Lucy Bronze,,,,,,Goal Kick,1,From Goal Kick,Mary Alexandra Earps,31538.0,Goalkeeper,9,England Women's,865,['46ed1477-b0f3-4c44-bf79-bd662639903d'],34,,,,,,,,,,,,,,,England Women's,865,00:03:34.494,Pass,
,,,,,,,,,,,,,,,,,,2.041891,,,,,,,,,,,,,b3754853-2857-479d-8add-02d7efc4753d,140,,"[53.2, 76.8]",3906390,3,,,,True,0.06538286,,,,,,"[70.0, 77.9]",,Low Pass,,16.835974,,,,Alessia Russo,,,,,,,1,From Goal Kick,Lucy Bronze,10178.0,Right Wing Back,9,England Women's,865,"['45e49cff-b104-4315-82a0-c03daba94e21', '9d3c5dd0-c911-48ab-8f29-6180a18b3292']",37,,,,,,,,,,,,,,,England Women's,865,00:03:37.530,Pass,True
