,time,latitude,longitude,filename
0,2021-08-11 11:42:18+00:00,51.330226,-0.361578,6141664415.gpx
1,2021-08-11 11:42:19+00:00,51.330209,-0.361632,6141664415.gpx
2,2021-08-11 11:42:20+00:00,51.330192,-0.361686,6141664415.gpx
3,2021-08-11 11:42:22+00:00,51.330257,-0.361753,6141664415.gpx
4,2021-08-11 11:42:23+00:00,51.330261,-0.361695,6141664415.gpx
5,2021-08-11 11:42:25+00:00,51.330276,-0.361619,6141664415.gpx
6,2021-08-11 11:42:28+00:00,51.330299,-0.36154,6141664415.gpx
7,2021-08-11 11:42:31+00:00,51.330318,-0.361449,6141664415.gpx
8,2021-08-11 11:42:33+00:00,51.330333,-0.361381,6141664415.gpx
9,2021-08-11 11:42:35+00:00,51.330352,-0.361307,6141664415.gpx
10,2021-08-11 11:42:37+00:00,51.330368,-0.361233,6141664415.gpx
11,2021-08-11 11:42:39+00:00,51.330398,-0.361174,6141664415.gpx
12,2021-08-11 11:42:41+00:00,51.330451,-0.361177,6141664415.gpx
13,2021-08-11 11:42:43+00:00,51.330505,-0.361212,6141664415.gpx
14,2021-08-11 11:42:45+00:00,51.330554,-0.361258,6141664415.gpx
15,2021-08-11 11:42:48+00:00,51.330623,-0.361299,6141664415.gpx
16,2021-08-11 11:42:51+00:00,51.330688,-0.36133,6141664415.gpx
17,2021-08-11 11:42:53+00:00,51.33073,-0.361416,6141664415.gpx
18,2021-08-11 11:42:55+00:00,51.330783,-0.361436,6141664415.gpx
19,2021-08-11 11:42:58+00:00,51.330848,-0.361451,6141664415.gpx
20,2021-08-11 11:43:00+00:00,51.33089,-0.361499,6141664415.gpx
21,2021-08-11 11:43:02+00:00,51.330921,-0.36157,6141664415.gpx
22,2021-08-11 11:43:04+00:00,51.330959,-0.361626,6141664415.gpx
23,2021-08-11 11:43:06+00:00,51.331005,-0.361674,6141664415.gpx
24,2021-08-11 11:43:08+00:00,51.331016,-0.361754,6141664415.gpx
25,2021-08-11 11:43:10+00:00,51.331031,-0.361847,6141664415.gpx
26,2021-08-11 11:43:12+00:00,51.33102,-0.361923,6141664415.gpx
27,2021-08-11 11:43:14+00:00,51.331039,-0.36201,6141664415.gpx
28,2021-08-11 11:43:16+00:00,51.33105,-0.362083,6141664415.gpx
29,2021-08-11 11:43:18+00:00,51.33105,-0.362165,6141664415.gpx
30,2021-08-11 11:43:20+00:00,51.33102,-0.362277,6141664415.gpx
31,2021-08-11 11:43:22+00:00,51.331024,-0.362394,6141664415.gpx
32,2021-08-11 11:43:24+00:00,51.331039,-0.36248,6141664415.gpx
33,2021-08-11 11:43:26+00:00,51.331039,-0.362567,6141664415.gpx
