# color,contour_id,vertice_id,x,y
#0d0887,1,1,-2.664018388455313,0.32105885182099614
#0d0887,1,2,-2.5154169173788876,0.2853769362410014
#0d0887,1,3,-2.3668154463024624,0.2572437293088876
#0d0887,1,4,-2.2182139752260372,0.23592605601525807
#0d0887,1,5,-2.069612504149612,0.22085077394238084
#0d0887,1,6,-1.9210110330731869,0.2115816761719319
#0d0887,1,7,-1.7724095619967635,0.20780150012209062
#0d0887,1,8,-1.6238080909203383,0.2092978802542092
#0d0887,1,9,-1.475206619843913,0.21595222846757905
#0d0887,1,10,-1.326605148767488,0.22773059555725933
#0d0887,1,11,-1.1780036776910627,0.24467557372034
#0d0887,1,12,-1.0294022066146375,0.2668982613703072
#0d0887,1,13,-0.8808007355382124,0.29456925525758876
#0d0887,1,14,-0.732199264461789,0.32790760581857054
#0d0887,1,15,-0.6420591323350412,0.3511299769962557
#0d0887,1,16,-0.5835977933853638,0.36572361408455956
#0d0887,1,17,-0.4349963223089386,0.4072709520251139
#0d0887,1,18,-0.2863948512325134,0.4550509373939573
#0d0887,1,19,-0.14494465149535185,0.5065912145839615
#0d0887,1,20,-0.13779338015608822,0.5091940840454473
#0d0887,1,21,0.010808090920336966,0.5661276608950732
#0d0887,1,22,0.15940956199676037,0.6302069804208679
#0d0887,1,23,0.228664180655146,0.6620524521716682
#0d0887,1,24,0.30801103307318556,0.6994408354408266
#0d0887,1,25,0.4566125041496125,0.7744967751236165
#0d0887,1,26,0.5368321113651898,0.8175136897593731
#0d0887,1,27,0.6052139752260342,0.8556589491765249
#0d0887,1,28,0.7538154463024592,0.9428874616175027
#0d0887,1,29,0.8034784596205584,0.9729749273470798
#0d0887,1,30,0.9024169173788845,1.035836443471641
#0d0887,1,31,1.0412148970991182,1.1284361649347865
#0d0887,1,32,1.0510183884553097,1.1353151623751423
#0d0887,1,33,1.1996198595317349,1.2392435165542484
#0d0887,1,34,1.262205676853188,1.2838974025224914
#0d0887,1,35,1.34822133060816,1.3479485975685335
#0d0887,1,36,1.4699017812497104,1.439358640110198
#0d0887,1,37,1.4968228016845853,1.4602979073072992
#0d0887,1,38,1.6454242727610104,1.5742476361828333
#0d0887,1,39,1.6725608852113667,1.5948198776979048
#0d0887,1,40,1.7940257438374356,1.6882432757497483
#0d0887,1,41,1.8753070708619144,1.7502811152856097
#0d0887,1,42,1.9426272149138608,1.8017847347085278
#0d0887,1,43,2.0798181293282645,1.9057423528733164
#0d0887,1,44,2.091228685990286,1.9143205812987913
#0d0887,1,45,2.239830157066711,2.02436408383932
#0d0887,1,46,2.2893581101812197,2.061203590461023
#0d0887,1,47,2.3884316281431364,2.1335756393202026
#0d0887,1,48,2.5003621717508535,2.216664828048728
#0d0887,1,49,2.537033099219558,2.243401010655095
#0d0887,1,50,2.685634570295983,2.3544156318845975
#0d0887,1,51,2.708576586302217,2.3721260656364342
#0d0887,1,52,2.8342360413724084,2.4680523238975667
#0d0887,1,53,2.9084991699874827,2.5275873032241414
#0d0887,1,54,2.9828375124488336,2.587107829219427
#0d0887,1,55,3.096056464060765,2.6830485408118463
#0d0887,1,56,3.1314389835252587,2.7133753301072825
#0d0887,1,57,3.2688216662436917,2.838509778399553
#0d0887,1,58,3.280040454601684,2.8489968262957426
#0d0887,1,59,3.4260034485668003,2.9939710159872597
#0d0887,1,60,3.428641925678109,2.9967024085612444
