"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-06-11","91.3","-2.4","5.11","Acuña Jr., Ronald",660670,592866,,"foul",,,,,5,"Ronald Acuna Jr.  strikes out swinging.","R","R","R","ATL","WSH","S",,,3,1,2023,"-0.78","1","-0.04","2.21",606115,,671739,2,2,"Bot",,,,,660688,,,7.667778902701123,-132.78677709350478,-3.6110042256083332,-10.819688162606576,26.334664718100424,-19.736506183479516,"3.47","1.58",203,"73.1",49,"92.3",2192,"6.7",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.78",,,,,,,,17,5,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",229,"0","-0.094"
"FF","2023-06-11","91.1","-2.46","5.11","Acuña Jr., Ronald",660670,592866,,"ball",,,,,14,"Ronald Acuna Jr.  strikes out swinging.","R","R","R","ATL","WSH","B",,,2,1,2023,"-0.54","0.92","1.35","2.39",606115,,671739,2,2,"Bot",,,,,660688,,,10.783717459916325,-132.37678516588912,-2.99774041349884,-8.371890079705107,24.697081138250706,-20.839347128672504,"3.49","1.58",,,,"92.1",2288,"6.7",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.81",,,,,,,,17,4,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",222,"0","0.128"
"FF","2023-06-11","90.2","-2.49","5.22","Acuña Jr., Ronald",660670,592866,,"called_strike",,,,,2,"Ronald Acuna Jr.  strikes out swinging.","R","R","R","ATL","WSH","S",,,2,0,2023,"-0.57","1.02","0.1","2.97",606115,,671739,2,2,"Bot",,,,,660688,,,7.729740412930376,-131.1590889456848,-1.8296213686626446,-8.215249607124488,27.263834852939603,-20.14636858971972,"3.58","1.58",,,,"91.2",2208,"6.9",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.61",,,,,,,,17,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",224,"0","-0.115"
"FF","2023-06-11","90.5","-2.45","5.16","Acuña Jr., Ronald",660670,592866,,"ball",,,,,11,"Ronald Acuna Jr.  strikes out swinging.","R","R","R","ATL","WSH","B",,,1,0,2023,"-0.46","0.97","-0.46","3.92",606115,,671739,2,2,"Bot",,,,,660688,,,6.014656682524618,-131.68232192323134,0.798835301615644,-6.723510973372415,29.119618940882457,-21.30473396835102,"3.58","1.58",,,,"90.9",2203,"6.6",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.85",,,,,,,,17,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",218,"0","0.085"
"FF","2023-06-11","91.7","-2.57","5.22","Acuña Jr., Ronald",660670,592866,,"ball",,,,,12,"Ronald Acuna Jr.  strikes out swinging.","R","R","R","ATL","WSH","B",,,0,0,2023,"-0.67","0.79","0.04","3.96",606115,,671739,2,2,"Bot",,,,,660688,,,8.090227542766636,-133.37199554947964,0.9656905753899219,-9.71044698532091,28.084981598468335,-23.15519835982944,"3.54","1.58",,,,"92.3",2224,"6.6",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.9",,,,,,,,17,1,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",228,"0","0.055"
"CU","2023-06-11","80.1","-1.61","6.53","Acuña Jr., Ronald",660670,605218,"field_out","hit_into_play",,,,,8,"Ronald Acuna Jr.  lines out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","X",8,"line_drive",1,2,2023,"0.25","-0.9","0.25","1.81",,,,0,7,"Bot",133.71,54.24,,,660688,,,3.6666947854925858,-116.63832527465077,-2.009855269348598,1.570645820590644,22.321179834364177,-40.253769590073816,"3.47","1.58",359,"112.9",15,"81.1",2080,"6.9",717807,605218,660688,642086,671277,600869,682928,572816,669743,657041,"53.56",0.763,0.925,"0",1,0,0,6,58,4,"Curveball",2,6,2,6,6,2,2,6,"Standard","Standard",19,"-0.017","-0.173"
"FF","2023-06-11","94.1","-2.11","6.59","Acuña Jr., Ronald",660670,605218,,"foul",,,,,6,"Ronald Acuna Jr.  lines out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","S",,,1,1,2023,"0.16","1.08","0.57","2.69",,,,0,7,"Bot",,,,,660688,,,6.681043112469228,-136.96091838460447,-6.961680866076093,0.7885621167848849,25.17739202476048,-17.24586563143816,"3.47","1.58",232,"81.4",56,"95.8",2660,"6.9",717807,605218,660688,642086,671277,600869,682928,572816,669743,657041,"53.63",,,,,,,,58,3,"4-Seam Fastball",2,6,2,6,6,2,2,6,"Standard","Standard",190,"0","-0.053"
"FF","2023-06-11","94","-2.16","6.52","Acuña Jr., Ronald",660670,605218,,"called_strike",,,,,5,"Ronald Acuna Jr.  lines out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","S",,,1,0,2023,"0.43","0.94","-0.12","2.51",,,,0,7,"Bot",,,,,660688,,,4.397510920044052,-136.92229274455505,-6.94842718283985,4.608318228482182,25.979526860699995,-19.038517361495465,"3.47","1.58",,,,"95.8",2581,"6.9",717807,605218,660688,642086,671277,600869,682928,572816,669743,657041,"53.57",,,,,,,,58,2,"4-Seam Fastball",2,6,2,6,6,2,2,6,"Standard","Standard",187,"0","-0.047"
"FF","2023-06-11","93.4","-2.06","6.59","Acuña Jr., Ronald",660670,605218,,"ball",,,,,14,"Ronald Acuna Jr.  lines out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","B",,,0,0,2023,"0.3","1","0.73","1.37",,,,0,7,"Bot",,,,,660688,,,6.581409304932411,-135.7783654220221,-10.074425969708809,2.5893732576330315,25.260490550069647,-17.888962382403893,"3.43","1.58",,,,"94.9",2513,"6.9",717807,605218,660688,642086,671277,600869,682928,572816,669743,657041,"53.61",,,,,,,,58,1,"4-Seam Fastball",2,6,2,6,6,2,2,6,"Standard","Standard",187,"0","0.037"
"FF","2023-06-11","98.5","-2.15","5.93","Acuña Jr., Ronald",660670,640451,"field_out","hit_into_play",,,,,11,"Ronald Acuna Jr.  lines out to first baseman Dominic Smith.","R","R","R","ATL","WSH","X",3,"line_drive",0,0,2023,"-1.01","1.15","-1.27","2.76",,,,2,9,"Bot",157.48,149.47,,,660688,,,4.725445154939003,-143.42302779338723,-5.857546013707433,-14.974522214784718,31.19151559652631,-15.189031268862527,"3.47","1.58",152,"55.7",35,"98.7",2109,"6.3",717807,640451,660688,642086,671277,600869,682928,656448,669743,657041,"54.24",0.26,0.234,"0",1,0,0,1,73,1,"4-Seam Fastball",2,6,2,6,6,2,2,6,"Standard","Standard",217,"-0.001","-0.106"
"SL","2023-06-11","82.5","-2.6","5.09","Acuña Jr., Ronald",660670,592866,"single","hit_into_play",,,,,9,"Ronald Acuna Jr.  singles on a soft ground ball to third baseman Jeimer Candelario.","R","R","R","ATL","WSH","X",5,"ground_ball",0,0,2023,"0.25","0.37","0.42","1.54",,,,0,1,"Bot",103.81,177.06,,,660688,,,6.421073574142918,-120.0322273399038,-2.281436075788588,1.1810044521779002,23.18474929825383,-28.354366845510523,"3.47","1.58",1,"49.5",-62,"83",2149,"6.6",717807,592866,660688,642086,671277,600869,682928,572816,669743,657041,"53.88",0.229,0.207,"0.9",1,1,0,1,5,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",184,"0.036","0.385"
"SL","2023-06-10","86.5","1.61","6.03","Acuña Jr., Ronald",660670,669022,"field_out","hit_into_play",,,,,8,"Ronald Acuna Jr.  grounds out, shortstop Ildemaro Vargas to first baseman Michael Chavis.","R","R","L","ATL","WSH","X",6,"ground_ball",0,0,2023,"-0.12","0.39","-0.15","2.01",,,,1,5,"Bot",103.2,129.4,,,656180,,,-4.03100423986096,-126.04771434372105,-4.305339717067108,-0.5718697493535498,21.84689657667517,-27.435722280502272,"3.47","1.58",112,"111.5",6,"88.3",1968,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.46",0.68,0.621,"0",1,0,0,4,39,1,"Slider",5,3,5,3,3,5,5,3,"Standard","Standard",159,"-0.011","-0.17"
"CU","2023-06-10","83.9","1.34","6.14","Acuña Jr., Ronald",660670,669022,"home_run","hit_into_play",,,,,6,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","X",,"line_drive",3,2,2023,"0.08","-0.36","0.47","2.64",607680,,,2,2,"Bot",191.15,44.74,,,656180,,,-2.211696272689863,-122.34387219937128,-1.069768746370056,1.1619252105922409,21.579005549543346,-35.84678692373085,"3.47","1.58",413,"112.6",20,"85.6",2370,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.5",0.949,1.658,"2",1,0,3,6,18,8,"Curveball",3,1,3,1,1,5,5,1,"Standard","Standard",337,"0.124","1.714"
"SL","2023-06-10","87.7","1.42","6.07","Acuña Jr., Ronald",660670,669022,,"ball",,,,,13,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","B",,,2,2,2023,"-0.12","0.26","-1.6","1.71",607680,,,2,2,"Bot",,,,,656180,,,-7.15596251006528,-127.59818938935054,-5.036938409155021,0.09916584019495417,24.72176988621281,-28.56055315592915,"3.53","1.59",,,,"89.1",2105,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.48",,,,,,,,18,7,"Slider",3,1,3,1,1,3,3,1,"Standard","Standard",191,"0","0.062"
"CU","2023-06-10","84.5","1.31","6.11","Acuña Jr., Ronald",660670,669022,,"foul",,,,,8,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","S",,,2,2,2023,"0.22","-0.41","-0.11","1.92",607680,,,2,2,"Bot",,,,,656180,,,-3.791736021003796,-123.06614185151685,-2.6056558747364003,2.943754598429826,24.307875439255856,-36.08659950312618,"3.47","1.58",175,"64.7",25,"85.6",2371,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.55",,,,,,,,18,6,"Curveball",3,1,3,1,1,3,3,1,"Standard","Standard",338,"0","0"
"SL","2023-06-10","88.6","1.56","6.05","Acuña Jr., Ronald",660670,669022,,"foul",,,,,4,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","S",,,2,2,2023,"-0.11","0.44","-0.65","2.85",607680,,,2,2,"Bot",,,,,656180,,,-5.229699268129671,-129.04786136917707,-2.7435576772648105,-0.27403355078919167,24.008624798332733,-26.929179693898206,"3.47","1.58",163,"62.4",40,"90.1",2142,"6.9",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.58",,,,,,,,18,5,"Slider",3,1,3,1,1,3,3,1,"Standard","Standard",186,"0","0"
"FF","2023-06-10","94.9","1.39","6.18","Acuña Jr., Ronald",660670,669022,,"ball",,,,,11,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","B",,,1,2,2023,"0.34","1.45","-0.91","4.5",607680,,,2,2,"Bot",,,,,656180,,,-6.882429633260266,-138.09562104450046,-2.001969853150459,5.935060847636679,30.863810107726596,-13.32377098400337,"3.55","1.61",,,,"96.3",2335,"7.1",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.43",,,,,,,,18,4,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",155,"0","0.056"
"FF","2023-06-10","93.8","1.73","6.02","Acuña Jr., Ronald",660670,669022,,"ball",,,,,11,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","B",,,0,2,2023,"0.37","1.45","-0.04","4.44",607680,,,2,2,"Bot",,,,,656180,,,-5.459358369530825,-136.6155945869628,-1.585842314576356,5.837222584664957,29.676110525018753,-13.89989499498865,"3.55","1.66",,,,"95.1",2331,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.54",,,,,,,,18,3,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",153,"0","0.016"
"FF","2023-06-10","93.9","1.67","6","Acuña Jr., Ronald",660670,669022,,"called_strike",,,,,1,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","S",,,0,1,2023,"0.58","1.38","-0.72","3.35",607680,,,2,2,"Bot",,,,,656180,,,-7.582729268035014,-136.62504152582724,-4.292043313319346,8.90394185926978,29.395403837311605,-14.085963901453898,"3.5","1.58",,,,"95.3",2320,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.47",,,,,,,,18,2,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",154,"0","-0.064"
"SL","2023-06-10","89.2","1.45","6.15","Acuña Jr., Ronald",660670,669022,,"called_strike",,,,,8,"Ronald Acuna Jr.  homers (13) on a line drive to right center field.    Kevin Pillar scores.","R","R","L","ATL","WSH","S",,,0,0,2023,"-0.14","0.54","0.05","1.79",607680,,,2,2,"Bot",,,,,656180,,,-3.198137387572914,-129.8826375292117,-5.98343083695283,-1.0536349590789615,24.090662299793053,-25.102038795791792,"3.48","1.61",,,,"90.9",2027,"7",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.47",,,,,,,,18,1,"Slider",3,1,3,1,1,3,3,1,"Standard","Standard",172,"0","-0.046"
"SL","2023-06-10","85.5","-2.55","5.94","Acuña Jr., Ronald",660670,641771,"double","hit_into_play",,,,,5,"Ronald Acuna Jr.  doubles (20) on a sharp fly ball to center fielder Alex Call.   Kevin Pillar scores.","R","R","R","ATL","WSH","X",8,"fly_ball",0,1,2023,"0.32","-0.07","-0.14","2.73",,607680,,2,7,"Bot",180.3,55.31,,,656180,,,5.049311294427949,-124.61152243458073,-1.2348130899045096,2.425425450092326,22.13291276501953,-32.89915265318165,"3.47","1.58",379,"102.6",27,"86",2468,"6.3",717816,641771,656180,642086,671277,600869,545121,656448,669743,657041,"54.24",0.849,1.612,"1.25",1,1,1,6,56,2,"Slider",5,3,5,3,3,6,6,3,"Standard","Standard",65,"0.056","1.057"
"SL","2023-06-10","86.7","-2.61","5.87","Acuña Jr., Ronald",660670,641771,,"called_strike",,,,,6,"Ronald Acuna Jr.  doubles (20) on a sharp fly ball to center fielder Alex Call.   Kevin Pillar scores.","R","R","R","ATL","WSH","S",,,0,0,2023,"0.26","0.14","0.5","2.83",,607680,,2,7,"Bot",,,,,656180,,,6.942338851076003,-126.20129937991622,-1.4098227532827623,1.5378563107053298,23.404323137506484,-30.608165380570913,"3.58","1.62",,,,"87.6",2397,"6.6",717816,641771,656180,642086,671277,600869,545121,656448,669743,657041,"53.89",,,,,,,,56,1,"Slider",5,3,5,3,3,5,5,3,"Standard","Standard",78,"0","-0.055"
"FF","2023-06-10","95.1","1.76","6.07","Acuña Jr., Ronald",660670,669022,"double","hit_into_play",,,,,13,"Ronald Acuna Jr.  hits a ground-rule double (19) on a line drive down the left-field line.","R","R","L","ATL","WSH","X",,"line_drive",0,0,2023,"0.45","1.38","-0.97","2.46",,,,0,1,"Bot",41.88,118.93,,,656180,,,-8.227543824956868,-138.1638712580949,-6.981082262767153,7.59604403951318,30.587868837148992,-13.041819484047533,"3.47","1.58",285,"100.6",18,"96",2205,"6.9",717816,669022,656180,656308,671277,600869,545121,656448,669743,657041,"53.65",0.389,0.385,"1.25",1,1,1,5,6,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",151,"0.064","0.635"
"SI","2023-06-09","92.8","-1.71","5.14","Acuña Jr., Ronald",660670,680686,"force_out","hit_into_play",,,,,7,"Ronald Acuna Jr.  grounds into a force out, third baseman Jeimer Candelario to second baseman Luis Garcia.   Michael Harris II out at 2nd.    Ronald Acuna Jr.  to 1st.","R","R","R","ATL","WSH","X",5,"ground_ball",2,2,2023,"-1.21","1","-0.46","1.5",,,671739,0,5,"Bot",101.15,167.83,,,660688,,,5.82560935425126,-135.03836096376781,-5.756140902851431,-16.039315622888935,27.537175254440267,-18.821188997393378,"3.47","1.58",3,"85.8",-29,"92.9",2063,"6.2",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.31",0.057,0.061,"0",1,0,0,2,37,5,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",220,"-0.043","-0.49"
"SI","2023-06-09","91.3","-1.75","5.13","Acuña Jr., Ronald",660670,680686,,"foul",,,,,13,"Ronald Acuna Jr.  grounds into a force out, third baseman Jeimer Candelario to second baseman Luis Garcia.   Michael Harris II out at 2nd.    Ronald Acuna Jr.  to 1st.","R","R","R","ATL","WSH","S",,,2,1,2023,"-1.44","0.8","-1.02","1.96",,,671739,0,5,"Bot",,,,,660688,,,4.946926704210511,-132.86266809509377,-3.878891760154791,-18.116138267533803,26.508339753143503,-22.023194865498617,"3.47","1.58",,,,"91.6",2041,"6.3",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.19",,,,,,,,37,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",221,"0","-0.083"
"SI","2023-06-09","92","-1.79","5.19","Acuña Jr., Ronald",660670,680686,,"foul",,,,,1,"Ronald Acuna Jr.  grounds into a force out, third baseman Jeimer Candelario to second baseman Luis Garcia.   Michael Harris II out at 2nd.    Ronald Acuna Jr.  to 1st.","R","R","R","ATL","WSH","S",,,2,0,2023,"-1.29","0.95","-0.82","3.03",,,671739,0,5,"Bot",,,,,660688,,,5.2240145788832235,-133.88604622887343,-1.7088983862083753,-16.666314426056378,29.089173108703587,-20.590191798059806,"3.47","1.58",,,,"91.6",2038,"6.1",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.42",,,,,,,,37,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",217,"0","-0.081"
"SI","2023-06-09","92.1","-1.82","5.08","Acuña Jr., Ronald",660670,680686,,"ball",,,,,13,"Ronald Acuna Jr.  grounds into a force out, third baseman Jeimer Candelario to second baseman Luis Garcia.   Michael Harris II out at 2nd.    Ronald Acuna Jr.  to 1st.","R","R","R","ATL","WSH","B",,,1,0,2023,"-1.38","0.94","-0.73","0.95",,,671739,0,5,"Bot",,,,,660688,,,5.773914932217853,-133.9239787613103,-6.727055944733858,-17.893457803969127,27.664017926074518,-19.578199954970994,"3.54","1.58",,,,"92.3",2089,"6.4",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.15",,,,,,,,37,2,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",220,"0","0.084"
"SI","2023-06-09","92.9","-1.79","5.07","Acuña Jr., Ronald",660670,680686,,"ball",,,,,13,"Ronald Acuna Jr.  grounds into a force out, third baseman Jeimer Candelario to second baseman Luis Garcia.   Michael Harris II out at 2nd.    Ronald Acuna Jr.  to 1st.","R","R","R","ATL","WSH","B",,,0,0,2023,"-1.27","0.95","-0.75","1.45",,,671739,0,5,"Bot",,,,,660688,,,5.4350887275656765,-135.14468630491817,-5.611081911685207,-16.768937250185292,28.861566897693844,-19.44590078547216,"3.51","1.6",,,,"93.1",2064,"6.4",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.14",,,,,,,,37,1,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",221,"0","0.046"
"SL","2023-06-09","86","-1.95","5.29","Acuña Jr., Ronald",660670,680686,"field_out","hit_into_play",,,,,8,"Ronald Acuna Jr.  flies out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","X",8,"fly_ball",2,1,2023,"0.25","0.39","-0.12","2.06",,,,0,3,"Bot",121,51.52,,,660688,,,3.8002445583582176,-125.33118155190179,-2.2503170199341582,1.88540019672728,24.27781026236739,-27.768542845772373,"3.47","1.58",364,"106.6",41,"85.5",1901,"5.8",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.72",0.466,0.948,"0",1,0,0,6,20,4,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",212,"-0.025","-0.276"
"FC","2023-06-09","87.9","-1.63","5.3","Acuña Jr., Ronald",660670,680686,,"called_strike",,,,,3,"Ronald Acuna Jr.  flies out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","S",,,2,0,2023,"-0.02","0.84","0.76","3.1",,,,0,3,"Bot",,,,,660688,,,5.773625353621665,-127.9701526126715,-0.9822704790606194,-1.3666915113800409,25.228204674371295,-22.97447628669041,"3.47","1.6",,,,"87.2",2040,"5.7",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.79",,,,,,,,20,3,"Cutter",1,1,1,1,1,1,1,1,"Standard","Standard",209,"0","-0.06"
"CU","2023-06-09","82.1","-1.78","5.41","Acuña Jr., Ronald",660670,680686,,"ball",,,,,14,"Ronald Acuna Jr.  flies out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","B",,,1,0,2023,"0.18","-0.33","1.11","0.59",,,,0,3,"Bot",,,,,660688,,,6.125158619445605,-119.47706875602829,-3.756172008212328,0.6375363739597895,21.009326222770827,-34.876465759495254,"3.47","1.55",,,,"81.7",2325,"5.8",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.68",,,,,,,,20,2,"Curveball",1,1,1,1,1,1,1,1,"Standard","Standard",34,"0","0.063"
"CU","2023-06-09","82.1","-1.93","5.34","Acuña Jr., Ronald",660670,680686,,"ball",,,,,14,"Ronald Acuna Jr.  flies out sharply to center fielder Alex Call.","R","R","R","ATL","WSH","B",,,0,0,2023,"0.05","-0.32","0.57","0.33",,,,0,3,"Bot",,,,,660688,,,5.5098772335575505,-119.49144353651668,-4.165204617640009,-0.5729914403544635,22.086230624716897,-34.719038547776435,"3.47","1.58",,,,"81.6",2365,"5.8",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.66",,,,,,,,20,1,"Curveball",1,1,1,1,1,1,1,1,"Standard","Standard",37,"0","0.037"
"FF","2023-06-09","95.6","-2.18","6.5","Acuña Jr., Ronald",660670,605218,"field_out","hit_into_play",,,,,3,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","X",6,"ground_ball",3,2,2023,"0.32","1.35","0.77","3",,,,1,7,"Bot",115.09,148.44,,,660688,,,7.134838339914777,-139.00494595908913,-6.739976002189085,2.6756211259276053,29.260474406325997,-13.321427616170721,"3.47","1.58",7,"90.9",-22,"96.8",2626,"6.9",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.62",0.091,0.086,"0",1,0,0,2,56,6,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",191,"-0.035","-0.21"
"FF","2023-06-09","95.1","-2.18","6.42","Acuña Jr., Ronald",660670,605218,,"called_strike",,,,,13,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","S",,,3,1,2023,"0.35","1.35","-0.83","1.51",,,,1,7,"Bot",,,,,660688,,,2.758945396694553,-138.22372621497004,-10.397966494126207,3.988260087554627,28.809208730727427,-12.828403920336326,"3.47","1.58",,,,"96.5",2634,"7",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.48",,,,,,,,56,5,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",187,"0","-0.066"
"FF","2023-06-09","94.1","-2.06","6.53","Acuña Jr., Ronald",660670,605218,,"ball",,,,,11,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","B",,,2,1,2023,"0.39","1.31","-0.18","3.99",,,,1,7,"Bot",,,,,660688,,,4.052746821422679,-137.0861331814775,-3.8895382957353957,4.169533496303133,27.781758034553395,-14.956096506523144,"3.47","1.55",,,,"95.5",2637,"6.9",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.64",,,,,,,,56,4,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",180,"0","0.078"
"FF","2023-06-09","95.5","-2.11","6.38","Acuña Jr., Ronald",660670,605218,,"ball",,,,,8,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","B",,,1,1,2023,"0.17","1.4","0.14","1.68",,,,1,7,"Bot",,,,,660688,,,5.609486634493246,-138.7848859672175,-10.058486548116615,1.0497409283708627,28.58546441924589,-12.021267063496635,"3.56","1.6",,,,"97.1",2540,"7.1",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.44",,,,,,,,56,3,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",190,"0","0.035"
"FF","2023-06-09","94.5","-2.23","6.55","Acuña Jr., Ronald",660670,605218,,"ball",,,,,11,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","B",,,0,1,2023,"0.36","1.26","-0.24","4.53",,,,1,7,"Bot",,,,,660688,,,4.4522971032972904,-137.68051267994232,-2.465743088674507,3.6591015541667096,27.896010272183133,-15.738238536647843,"3.47","1.58",,,,"96",2619,"6.9",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.59",,,,,,,,56,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",182,"0","0.02"
"CU","2023-06-09","80.8","-2.01","6.53","Acuña Jr., Ronald",660670,605218,,"called_strike",,,,,11,"Ronald Acuna Jr.  grounds out, shortstop CJ Abrams to first baseman Dominic Smith.","R","R","R","ATL","WSH","S",,,0,0,2023,"0.34","-1.02","-0.92","2.69",,,,1,7,"Bot",,,,,660688,,,1.7967089031298789,-117.6019661542286,0.08072543197529147,2.8073553350302607,23.221929433089414,-41.81246688627114,"3.36","1.53",,,,"81.8",1984,"7.1",717829,605218,660688,642086,671277,600869,682928,656448,669743,657041,"53.43",,,,,,,,56,1,"Curveball",1,2,1,2,2,1,1,2,"Standard","Standard",21,"0","-0.026"
"SL","2023-06-09","85.7","-2.02","5.34","Acuña Jr., Ronald",660670,680686,"field_out","hit_into_play",,,,,5,"Ronald Acuna Jr.  flies out sharply to left fielder Corey Dickerson.","R","R","R","ATL","WSH","X",7,"fly_ball",2,1,2023,"0.24","0.55","-0.14","2.65",,,,0,1,"Bot",65.04,72.08,,,660688,,,3.9403655465118983,-124.88289817402912,-1.2433746785112074,1.7272101002317937,24.361030913708916,-26.413297092774666,"3.47","1.58",347,"104.6",45,"85",1919,"5.7",717829,680686,660688,642086,671277,600869,682928,572816,669743,657041,"54.79",0.16,0.323,"0",1,0,0,5,5,4,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",202,"-0.023","-0.276"
