"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-08-12","89.3","2.15","5.68","Acuña Jr., Ronald",660670,500779,,"ball",,,,,12,"Ronald Acuna Jr.  flies out sharply to center fielder Tim Locastro.","R","R","L","NYM","ATL","B",,,2,2,2023,"0.25","1.27","0.07","3.95",,,,0,6,"Top",,,,,682626,,,-5.669752164088704,-129.933053687403,-0.9219086193815147,3.996604987932709,27.058725929750842,-17.83805185507029,"3.57","1.65",,,,"89.7",2026,"6.6",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.95",,,,,,,,39,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",159,"0","0.102"
"SI","2023-08-12","89.4","2.25","5.68","Acuña Jr., Ronald",660670,500779,,"ball",,,,,14,"Ronald Acuna Jr.  flies out sharply to center fielder Tim Locastro.","R","R","L","NYM","ATL","B",,,1,2,2023,"1.26","1.05","1.55","1.74",,,,0,6,"Top",,,,,682626,,,-4.40323276954785,-130.07400596243306,-5.934429667557474,15.185006859502494,28.38851948843309,-19.171663125226473,"3.6","1.62",,,,"89.8",2131,"6.6",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.89",,,,,,,,39,4,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",167,"0","0.039"
"CU","2023-08-12","75.3","2.2","5.75","Acuña Jr., Ronald",660670,500779,,"ball",,,,,14,"Ronald Acuna Jr.  flies out sharply to center fielder Tim Locastro.","R","R","L","NYM","ATL","B",,,0,2,2023,"-0.69","-0.82","1.23","-0.04",,,,0,6,"Top",,,,,682626,,,-0.7954107084637012,-109.616949176007,-3.396909831785146,-5.372427827095029,20.876284658425913,-38.35124115155354,"3.57","1.65",,,,"75.4",2207,"6.5",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.97",,,,,,,,39,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",308,"0","0.022"
"FF","2023-08-12","88.5","2.03","5.72","Acuña Jr., Ronald",660670,500779,,"foul",,,,,4,"Ronald Acuna Jr.  flies out sharply to center fielder Tim Locastro.","R","R","L","NYM","ATL","S",,,0,1,2023,"0.22","1.22","-0.63","2.68",,,,0,6,"Top",,,,,682626,,,-6.982452811579147,-128.6949062824787,-3.9030923348632767,3.859671582126322,25.684524502106207,-17.995378185483407,"3.44","1.55",169,"65.3",60,"89",2081,"6.5",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.97",,,,,,,,39,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",152,"0","-0.048"
"FF","2023-08-12","89.4","2.09","5.75","Acuña Jr., Ronald",660670,500779,,"foul",,,,,4,"Ronald Acuna Jr.  flies out sharply to center fielder Tim Locastro.","R","R","L","NYM","ATL","S",,,0,0,2023,"0.06","1.5","-0.38","2.24",,,,0,6,"Top",,,,,682626,,,-6.245937927788948,-129.8779414852916,-5.772796603362318,2.0816301236335835,29.044595532850295,-14.183555803616398,"3.44","1.55",132,"72.1",68,"89.6",2070,"6.7",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.82",,,,,,,,39,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",156,"0","-0.038"
"FC","2023-08-12","85.3","-2.56","5.86","Acuña Jr., Ronald",660670,660593,"walk","ball",,,,,12,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,3,2,2023,"0.38","0.69","0.67","3.98",,670032,,2,2,"Top",,,,,553882,,,6.895990412766017,-124.19358811625516,0.37690653568825605,2.9390446794163587,19.69423314369273,-25.18381250378611,"3.55","1.62",,,,"87",2255,"6.8",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.65",,,"0.7",1,0,0,,16,6,"Cutter",0,2,2,0,2,0,2,0,"Standard","Standard",171,"-0.007","0.171"
"ST","2023-08-12","85.5","-1.87","5.51","Acuña Jr., Ronald",660670,657585,"single","hit_into_play",,,,,8,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","X",9,"ground_ball",3,2,2023,"0.75","-0.26","-0.03","1.44",,671739,,2,7,"Top",181.29,101.6,,,553882,,,2.822310212068165,-124.52265783257744,-2.8251208897717817,7.252911686753592,24.21856470284756,-34.557214182963016,"3.43","1.55",111,"108.7",4,"85.4",2536,"6.1",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.4",0.6,0.55,"0.9",1,1,0,4,61,8,"Sweeper",0,8,8,0,9,0,9,0,"Standard","Standard",46,"-0.002","0.773"
"FF","2023-08-12","91.9","-2.31","5.97","Acuña Jr., Ronald",660670,660593,,"called_strike",,,,,2,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,3,1,2023,"-0.63","1.22","0.18","3.37",,670032,,2,2,"Top",,,,,553882,,,7.730983882538065,-133.7663225425545,-3.5159442719379768,-9.010862979117443,24.20408081259406,-16.893006669633614,"3.56","1.58",,,,"93.4",2090,"6.8",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.71",,,,,,,,16,5,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",215,"0","-0.095"
"FF","2023-08-12","91.7","-2.29","6","Acuña Jr., Ronald",660670,660593,,"swinging_strike",,,,,3,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,3,0,2023,"-0.56","1.27","0.76","2.97",,670032,,2,2,"Top",,,,,553882,,,9.012984595598134,-133.33410857642082,-4.6845299867954155,-8.361371534564604,23.568562494175296,-16.072907897742855,"3.43","1.55",,,,"93.2",2100,"6.8",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.69",,,,,,,,16,4,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",214,"0","-0.022"
"FS","2023-08-12","87.7","-1.79","5.53","Acuña Jr., Ronald",660670,657585,,"ball",,,,,13,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","B",,,2,2,2023,"-0.93","0.12","-0.46","0.8",,671739,,2,7,"Top",,,,,553882,,,5.129501647139678,-127.60880067009464,-5.517955007431026,-11.26448424371346,26.91421268318642,-29.91743811929392,"3.55","1.62",,,,"87.5",1528,"6.2",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.26",,,,,,,,61,7,"Split-Finger",0,8,8,0,8,0,8,0,"Standard","Standard",223,"0","0.066"
"FF","2023-08-12","96","-1.48","5.56","Acuña Jr., Ronald",660670,657585,,"foul",,,,,3,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","S",,,2,2,2023,"-0.49","1.23","0.4","3.4",,671739,,2,7,"Top",,,,,553882,,,6.075475771934747,-139.81653793230225,-2.9464549077200877,-7.7322292285054495,29.88375096493311,-15.515784920693502,"3.43","1.55",243,"74.9",34,"96.2",2428,"6.2",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.28",,,,,,,,61,6,"4-Seam Fastball",0,8,8,0,8,0,8,0,"Standard","Standard",210,"0","0"
"SL","2023-08-12","77.9","-2.64","5.76","Acuña Jr., Ronald",660670,660593,,"ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,2,0,2023,"1.12","0.28","1.62","2.19",,670032,,2,2,"Top",,,,,553882,,,7.188807992476674,-113.39518854182624,-1.3309233073031077,8.458315647058795,19.298022009964782,-29.731033433964203,"3.45","1.58",,,,"79.1",2181,"7",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.55",,,,,,,,16,3,"Slider",0,2,2,0,2,0,2,0,"Standard","Standard",57,"0","0.041"
"SL","2023-08-12","78.7","-2.58","5.75","Acuña Jr., Ronald",660670,660593,,"ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,1,0,2023,"1.25","-0.19","1.04","2.24",,670032,,2,2,"Top",,,,,553882,,,5.5827405293183885,-114.50819962609512,-0.3881642219950646,9.942008322633416,21.53825094587689,-34.02454397770321,"3.47","1.58",,,,"79.3",2199,"6.8",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.74",,,,,,,,16,2,"Slider",0,2,2,0,2,0,2,0,"Standard","Standard",59,"0","0.03"
"FS","2023-08-12","87.1","-1.78","5.47","Acuña Jr., Ronald",660670,657585,,"ball",,,,,13,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","B",,,1,2,2023,"-0.76","0.26","-1.16","1.93",,671739,,2,7,"Top",,,,,553882,,,3.0415653561621436,-126.96720814618952,-3.0155091766422806,-8.862286281781724,20.245114138704782,-28.976722773502583,"3.52","1.65",,,,"87.7",1597,"6.1",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.4",,,,,,,,61,5,"Split-Finger",0,8,8,0,8,0,8,0,"Standard","Standard",225,"0","0.01"
"FF","2023-08-12","95.3","-1.43","5.68","Acuña Jr., Ronald",660670,657585,,"ball",,,,,12,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","B",,,0,2,2023,"-0.71","1.37","1.27","4.21",,671739,,2,7,"Top",,,,,553882,,,8.69143350181606,-138.62182587358674,-1.3535136716984035,-10.949682671157479,28.276883608072207,-14.356732303481975,"3.52","1.59",,,,"95.8",2395,"6.4",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.09",,,,,,,,61,4,"4-Seam Fastball",0,8,8,0,8,0,8,0,"Standard","Standard",211,"0","0.026"
"SI","2023-08-12","90.5","-2.42","5.81","Acuña Jr., Ronald",660670,660593,,"ball",,,,,11,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,0,0,2023,"-1.22","0.51","-1.71","3.55",,670032,,2,2,"Top",,,,,553882,,,4.403030380701774,-131.84000898597415,-0.817529879223636,-15.113594431625655,27.532370277418657,-26.22262142197487,"3.53","1.67",,,,"91.7",1929,"6.9",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.57",,,,,,,,16,1,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",218,"0","0.024"
"FS","2023-08-12","86.7","-1.65","5.58","Acuña Jr., Ronald",660670,657585,,"foul",,,,,5,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","S",,,0,2,2023,"-0.38","0.14","-0.2","2.2",,671739,,2,7,"Top",,,,,553882,,,4.234557845634414,-126.3735273690552,-2.2640496782629893,-4.801740731115056,21.977496220023497,-30.476530589988325,"3.43","1.55",,,,"87.1",1616,"6.1",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.39",,,,,,,,61,3,"Split-Finger",0,8,8,0,8,0,8,0,"Standard","Standard",215,"0","0"
"FS","2023-08-12","87.9","-1.66","5.51","Acuña Jr., Ronald",660670,657585,,"swinging_strike",,,,,14,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","S",,,0,1,2023,"-0.56","0.39","0.46","0.81",,671739,,2,7,"Top",,,,,553882,,,6.273310295392143,-127.80945485248519,-6.098598144807604,-7.4006988499800075,24.372398561971988,-26.881810864024352,"3.43","1.55",,,,"87.9",1593,"6.1",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.36",,,,,,,,61,2,"Split-Finger",0,8,8,0,8,0,8,0,"Standard","Standard",219,"0","-0.07"
"ST","2023-08-12","85.8","-1.82","5.54","Acuña Jr., Ronald",660670,657585,,"called_strike",,,,,4,"Ronald Acuna Jr.  singles on a ground ball to right fielder DJ Stewart.   Michael Harris II scores.","R","R","R","NYM","ATL","S",,,0,0,2023,"0.72","-0.23","-0.37","2.39",,671739,,2,7,"Top",,,,,553882,,,1.9454395243540914,-125.15086999977576,-0.8217522021640554,7.341112413246995,22.116091150278884,-34.64984560803687,"3.43","1.65",,,,"86.1",2608,"6.1",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.43",,,,,,,,61,1,"Sweeper",0,8,8,0,8,0,8,0,"Standard","Standard",39,"0","-0.055"
"CH","2023-08-12","84.7","2.34","5.74","Acuña Jr., Ronald",660670,500779,"field_out","hit_into_play",,,,,9,"Ronald Acuna Jr.  grounds out, third baseman Mark Vientos to first baseman Pete Alonso.","R","R","L","NYM","ATL","X",5,"ground_ball",1,0,2023,"0.9","0.57","0.65","2.05",,,,0,4,"Top",104.88,159.21,,,682626,,,-5.743647054183681,-123.20822430684142,-3.3888628900311293,10.29515203879923,25.142587223951768,-25.854791297964876,"3.44","1.55",5,"91.2",-25,"84.6",1322,"6.3",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"54.17",0.074,0.079,"0",1,0,0,2,22,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",131,"0.027","-0.273"
"SI","2023-08-12","89.9","2.2","5.79","Acuña Jr., Ronald",660670,500779,,"ball",,,,,14,"Ronald Acuna Jr.  grounds out, third baseman Mark Vientos to first baseman Pete Alonso.","R","R","L","NYM","ATL","B",,,0,0,2023,"1.24","1.27","1.3","1.63",,,,0,4,"Top",,,,,682626,,,-4.897341111103225,-130.74461004871839,-7.0718686331245095,15.281799140272986,27.713403199018053,-16.269857605116588,"3.46","1.59",,,,"90.4",2188,"6.7",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.85",,,,,,,,22,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",161,"0","0.037"
"FF","2023-08-12","93.8","-2.58","4.85","Acuña Jr., Ronald",660670,641360,"walk","ball",,,,,8,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,3,2,2023,"-0.5","1.28","-0.1","1.54",,,,1,9,"Top",,,,,682626,,,7.607210594691317,-136.37218641870982,-5.734523318793472,-7.961158232513998,30.024835444768218,-15.139058938499543,"3.57","1.65",,,,"94.8",2297,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.59",,,"0.7",1,0,0,,69,7,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",220,"-0.001","0.226"
"CH","2023-08-12","87.8","-2.94","5.23","Acuña Jr., Ronald",660670,641627,"field_out","hit_into_play",,,,,14,"Ronald Acuna Jr.  grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","ATL","X",6,"ground_ball",1,1,2023,"-1.16","0.09","0.07","1.02",,592696,,2,7,"Top",113.37,151.33,,,682626,,,9.638888636244399,-127.45058557693656,-4.1498668239767245,-14.6997990036162,28.613712714636943,-30.475451941904527,"3.44","1.55",15,"92.4",-4,"86.9",1328,"6.1",717021,641627,682626,624413,664901,668901,596019,607043,641796,643446,"54.42",0.254,0.268,"0",1,0,0,2,51,3,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",250,"0.04","-0.302"
"SI","2023-08-12","94.6","-3","5.21","Acuña Jr., Ronald",660670,641627,,"foul",,,,,4,"Ronald Acuna Jr.  grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","ATL","S",,,1,0,2023,"-1.42","0.83","-0.42","2.61",,592696,,2,7,"Top",,,,,682626,,,9.811164428864288,-137.45871469927513,-2.9025134448222754,-20.24291492363707,31.639795834213906,-21.235593321044984,"3.44","1.55",,,,"93.9",2166,"6",717021,641627,682626,624413,664901,668901,596019,607043,641796,643446,"54.47",,,,,,,,51,2,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",224,"0","-0.052"
"FF","2023-08-12","92.5","-2.43","4.88","Acuña Jr., Ronald",660670,641360,,"foul",,,,,3,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,3,2,2023,"-0.26","1.21","0.32","3.03",,,,1,9,"Top",,,,,682626,,,7.673420918976952,-134.64304488890974,-1.593718955252192,-4.804996685262155,27.589508063489138,-17.291728419332337,"3.44","1.55",5,"91.9",-30,"93.8",2212,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.58",,,,,,,,69,6,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",211,"0","0"
"FF","2023-08-12","91.3","-2.53","4.84","Acuña Jr., Ronald",660670,641360,,"ball",,,,,11,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,2,2,2023,"-0.43","1.18","-1.34","2.83",,,,1,9,"Top",,,,,682626,,,3.982426733713875,-132.94265932445893,-1.743881808389658,-5.981403229122319,26.90033491193089,-18.001836368909643,"3.51","1.62",,,,"92.5",2114,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.64",,,,,,,,69,5,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",220,"0","0.062"
"SI","2023-08-12","94","-3.01","5.27","Acuña Jr., Ronald",660670,641627,,"ball",,,,,11,"Ronald Acuna Jr.  grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","ATL","B",,,0,0,2023,"-1.33","0.69","-1.37","3.54",,592696,,2,7,"Top",,,,,682626,,,7.127254446122149,-136.70032379592578,-0.2728405745695624,-18.25008235633875,30.93693876893041,-23.702457534316828,"3.48","1.62",,,,"93.2",2054,"5.9",717021,641627,682626,624413,664901,668901,596019,607043,641796,643446,"54.59",,,,,,,,51,1,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",243,"0","0.024"
"FF","2023-08-12","92.2","-2.58","4.92","Acuña Jr., Ronald",660670,641360,,"swinging_strike",,,,,11,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,2,1,2023,"-0.2","1.17","-1.01","3.58",,,,1,9,"Top",,,,,682626,,,4.479819358464934,-134.2837927948937,-0.1836807485729658,-3.2950201035943767,26.436244632008535,-18.03311305983961,"3.44","1.55",,,,"93.7",2182,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.6",,,,,,,,69,4,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",215,"0","-0.049"
"FF","2023-08-12","92","-2.47","4.83","Acuña Jr., Ronald",660670,641360,,"ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,1,1,2023,"-0.31","1.07","0.22","1.33",,,,1,9,"Top",,,,,682626,,,7.568881344432031,-133.82044602420694,-5.464574447835252,-5.265407516826112,26.138947593701058,-18.357748090408396,"3.51","1.59",,,,"93.3",2203,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.64",,,,,,,,69,3,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",216,"0","0.035"
"FF","2023-08-12","92.4","-2.49","4.93","Acuña Jr., Ronald",660670,641360,,"swinging_strike",,,,,6,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,1,0,2023,"-0.17","1.06","0.45","2.82",,,,1,9,"Top",,,,,682626,,,7.938243372171457,-134.40359218280358,-1.912945640893158,-3.6809907021941295,26.980193173812694,-19.086143375723577,"3.44","1.55",,,,"93.5",2190,"6.8",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.68",,,,,,,,69,2,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",211,"0","-0.033"
"FF","2023-08-12","91.9","-2.56","4.88","Acuña Jr., Ronald",660670,641360,,"ball",,,,,2,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,0,0,2023,"-0.35","1.12","0.22","3.4",,,,1,9,"Top",,,,,682626,,,7.892659778052537,-133.76223099816212,-0.42801437231380135,-5.679215658623304,24.50139193793263,-18.631942942783144,"3.43","1.59",,,,"93.5",2180,"6.9",717021,641360,682626,624413,664901,668901,596019,607043,641796,643446,"53.6",,,,,,,,69,1,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard",212,"0","0.026"
"FF","2023-08-12","97","-1.53","5.66","Acuña Jr., Ronald",660670,657585,"walk","ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,3,1,2023,"-0.65","1.45","1.12","2.45",,,,0,6,"Top",,,,,553882,,,8.561471061727175,-140.89450724115576,-6.331762981635068,-10.665397581118992,33.7258692641196,-11.535619858759569,"3.49","1.62",,,,"96.6",2324,"6.3",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.2",,,"0.7",1,0,0,,48,5,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",213,"-0.006","0.228"
"ST","2023-08-12","83.7","-1.84","5.65","Acuña Jr., Ronald",660670,657585,,"ball",,,,,11,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,2,1,2023,"0.9","-0.13","-0.59","3.88",,,,0,6,"Top",,,,,553882,,,1.090994851429458,-121.87226277773871,2.5707201860660223,8.725032521937715,24.660304357182486,-34.204459113967694,"3.37","1.62",,,,"83.2",2420,"6",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.54",,,,,,,,48,4,"Sweeper",0,5,5,0,5,0,5,0,"Standard","Standard",46,"0","0.12"
"ST","2023-08-12","86","-1.81","5.62","Acuña Jr., Ronald",660670,657585,,"ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,1,1,2023,"0.97","-0.01","1.71","1.75",,,,0,6,"Top",,,,,553882,,,6.341097173513707,-125.05412017527465,-2.8380482536177905,8.729553337416585,27.445801373668207,-31.90995386222281,"3.4","1.65",,,,"85.1",2601,"6",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.53",,,,,,,,48,3,"Sweeper",0,5,5,0,5,0,5,0,"Standard","Standard",40,"0","0.05"
"FF","2023-08-12","96.4","-1.43","5.66","Acuña Jr., Ronald",660670,657585,,"ball",,,,,14,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","B",,,0,1,2023,"-0.63","1.47","1.73","1.99",,,,0,6,"Top",,,,,553882,,,9.811610978901362,-139.8389237444935,-7.451975426391813,-10.60293600435141,33.367064141768715,-11.316732630736803,"3.46","1.65",,,,"96",2169,"6.4",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.14",,,,,,,,48,2,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",214,"0","0.027"
"FF","2023-08-12","91","2.1","5.82","Acuña Jr., Ronald",660670,500779,"strikeout","foul_tip",,,,,12,"Ronald Acuna Jr.  strikes out on a foul tip.","R","R","L","NYM","ATL","S",2,,2,2,2023,"0.17","1.35","0.08","3.77",,,,0,1,"Top",,,,,682626,,,-5.450056372010471,-132.54935827899322,-2.1829504598502774,3.133971887801269,27.263053514321598,-15.943300339502946,"3.44","1.55",,,,"91.4",2107,"6.4",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"54.08",,,"0",1,0,0,,1,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",161,"0.022","-0.212"
"SI","2023-08-12","91.7","-2.51","5.75","Acuña Jr., Ronald",660670,660593,"single","hit_into_play",,,,,8,"Ronald Acuna Jr.  singles on a ground ball to shortstop Jonathan Arauz.","R","R","R","NYM","ATL","X",6,"ground_ball",2,2,2023,"-1.17","0.81","0.07","1.82",,,,0,1,"Top",118.22,163.45,,,553882,,,9.175675177431307,-133.22020783791658,-5.9266964793094035,-15.79342178612352,25.563947758052254,-21.491051813338817,"3.43","1.55",1,"88.4",-52,"93.2",2048,"7",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.47",0.183,0.175,"0.9",1,1,0,2,1,5,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",221,"-0.036","0.41"
"FF","2023-08-12","96.2","-1.68","5.71","Acuña Jr., Ronald",660670,657585,,"called_strike",,,,,6,"Ronald Acuna Jr.  walks.","R","R","R","NYM","ATL","S",,,0,0,2023,"-0.6","1.34","0.59","2.32",,,,0,6,"Top",,,,,553882,,,7.406603673280058,-139.77260702475755,-6.422339456062784,-9.619357592843848,32.296518610913786,-13.364290451434899,"3.49","1.62",,,,"96.3",2239,"6.5",718371,657585,553882,624413,643446,668901,660620,501659,542364,621466,"54.04",,,,,,,,48,1,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",212,"0","-0.038"
"CH","2023-08-12","86.1","2.29","5.59","Acuña Jr., Ronald",660670,500779,,"ball",,,,,14,"Ronald Acuna Jr.  strikes out on a foul tip.","R","R","L","NYM","ATL","B",,,1,2,2023,"1.13","0.34","1.51","1.14",,,,0,1,"Top",,,,,682626,,,-4.1721427195144285,-125.27632026383353,-5.0425779833799425,12.791973761739706,24.493328234375365,-27.761760918483517,"3.63","1.65",,,,"86.7",1127,"6.6",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.88",,,,,,,,1,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",128,"0","0.039"
"CU","2023-08-12","77.6","2.18","5.74","Acuña Jr., Ronald",660670,500779,,"foul",,,,,8,"Ronald Acuna Jr.  strikes out on a foul tip.","R","R","L","NYM","ATL","S",,,1,2,2023,"-1.24","0.03","0.04","2.1",,,,0,1,"Top",,,,,682626,,,-2.3273354047343795,-112.93649946569454,-0.8741252296752721,-10.08561435446648,22.698330530737387,-31.949578028798506,"3.44","1.55",142,"57.5",54,"77.6",2245,"6.5",717021,500779,682626,624413,664901,668901,596019,607043,641796,643446,"53.96",,,,,,,,1,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",309,"0","0"
"SL","2023-08-12","77.8","-2.49","5.75","Acuña Jr., Ronald",660670,660593,,"ball",,,,,14,"Ronald Acuna Jr.  singles on a ground ball to shortstop Jonathan Arauz.","R","R","R","NYM","ATL","B",,,1,2,2023,"1.46","0.02","1.82","1.26",,,,0,1,"Top",,,,,553882,,,6.621938788351548,-113.16507156636845,-2.7803299426086934,11.389610210298786,20.417328866483363,-31.67781309601029,"3.62","1.67",,,,"78.6",2234,"6.9",718371,660593,553882,624413,643446,668901,660620,501659,542364,621466,"53.63",,,,,,,,1,4,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",58,"0","0.039"
