time,latitude,longitude,altitude
2023-03-05 10:11:29+00:00,48.836645,2.387899,38.7
2023-03-05 10:11:30+00:00,48.836662,2.38794,38.7
2023-03-05 10:11:31+00:00,48.836665,2.387969,38.7
2023-03-05 10:11:32+00:00,48.836669,2.387998,38.7
2023-03-05 10:11:33+00:00,48.836669,2.388026,38.7
2023-03-05 10:11:34+00:00,48.836657,2.388022,38.7
2023-03-05 10:11:35+00:00,48.836641,2.388008,38.7
2023-03-05 10:11:36+00:00,48.836632,2.388006,38.7
2023-03-05 10:11:37+00:00,48.836623,2.388005,38.7
2023-03-05 10:11:38+00:00,48.836632,2.388089,38.6
2023-03-05 10:11:39+00:00,48.836638,2.388134,38.6
2023-03-05 10:11:40+00:00,48.836643,2.388178,38.6
2023-03-05 10:11:41+00:00,48.836648,2.388222,38.6
2023-03-05 10:11:42+00:00,48.836654,2.388266,38.6
2023-03-05 10:11:43+00:00,48.836659,2.38831,38.6
2023-03-05 10:11:44+00:00,48.836664,2.388355,38.6
2023-03-05 10:11:45+00:00,48.83667,2.388399,38.6
2023-03-05 10:11:46+00:00,48.836675,2.388469,38.6
2023-03-05 10:11:47+00:00,48.836664,2.388509,38.7
2023-03-05 10:11:48+00:00,48.836691,2.388556,38.7
2023-03-05 10:11:49+00:00,48.8367,2.388581,38.7
2023-03-05 10:11:50+00:00,48.83671,2.388606,38.7
2023-03-05 10:11:51+00:00,48.836746,2.388684,38.7
2023-03-05 10:11:52+00:00,48.836752,2.388708,38.7
2023-03-05 10:11:53+00:00,48.83679,2.388776,38.7
2023-03-05 10:11:54+00:00,48.836803,2.388799,38.7
2023-03-05 10:11:55+00:00,48.836816,2.388821,38.7
2023-03-05 10:11:56+00:00,48.83686,2.388842,38.7
2023-03-05 10:11:57+00:00,48.836872,2.388853,38.7
2023-03-05 10:11:58+00:00,48.836898,2.388884,38.7
2023-03-05 10:11:59+00:00,48.836907,2.388896,38.7
2023-03-05 10:12:00+00:00,48.836917,2.388909,38.7
2023-03-05 10:12:01+00:00,48.836941,2.388951,38.7
2023-03-05 10:12:02+00:00,48.836949,2.388975,38.7
2023-03-05 10:12:03+00:00,48.836989,2.389059,38.7
2023-03-05 10:12:04+00:00,48.837006,2.389083,38.7
2023-03-05 10:12:05+00:00,48.837024,2.389107,38.7
2023-03-05 10:12:06+00:00,48.837041,2.389131,38.8
2023-03-05 10:12:07+00:00,48.837058,2.389155,38.8
2023-03-05 10:12:08+00:00,48.837076,2.389179,38.8
2023-03-05 10:12:09+00:00,48.83708,2.389241,38.8
2023-03-05 10:12:10+00:00,48.837082,2.389258,38.8
2023-03-05 10:12:11+00:00,48.837044,2.389515,39.0
2023-03-05 10:12:12+00:00,48.837021,2.389612,39.0
2023-03-05 10:12:13+00:00,48.836999,2.389709,39.1
2023-03-05 10:12:14+00:00,48.836976,2.389834,39.2
2023-03-05 10:12:15+00:00,48.836965,2.389883,39.3
2023-03-05 10:12:16+00:00,48.837047,2.389969,39.4
2023-03-05 10:12:17+00:00,48.83708,2.390002,39.5
2023-03-05 10:12:18+00:00,48.837113,2.390036,39.5
2023-03-05 10:12:19+00:00,48.837134,2.390105,39.6
2023-03-05 10:12:20+00:00,48.837141,2.390136,39.6
2023-03-05 10:12:21+00:00,48.837148,2.390204,39.7
2023-03-05 10:12:22+00:00,48.837163,2.390231,39.7
2023-03-05 10:12:23+00:00,48.837178,2.390259,39.7
2023-03-05 10:12:24+00:00,48.837193,2.390328,39.8
2023-03-05 10:12:25+00:00,48.837197,2.390351,39.8
2023-03-05 10:12:26+00:00,48.837223,2.39043,39.9
2023-03-05 10:12:27+00:00,48.837234,2.390461,39.9
2023-03-05 10:12:28+00:00,48.837244,2.390492,40.0
2023-03-05 10:12:29+00:00,48.837262,2.390562,40.0
2023-03-05 10:12:30+00:00,48.837272,2.390588,40.0
2023-03-05 10:12:31+00:00,48.837282,2.390614,40.0
2023-03-05 10:12:32+00:00,48.837293,2.390688,40.1
2023-03-05 10:12:33+00:00,48.837299,2.390712,40.1
2023-03-05 10:12:34+00:00,48.83731,2.390785,40.1
2023-03-05 10:12:35+00:00,48.837315,2.390816,40.1
2023-03-05 10:12:36+00:00,48.83732,2.390847,40.2
2023-03-05 10:12:37+00:00,48.837336,2.390917,40.2
2023-03-05 10:12:38+00:00,48.837338,2.390937,40.2
2023-03-05 10:12:39+00:00,48.837339,2.39103,40.2
2023-03-05 10:12:40+00:00,48.837335,2.391061,40.2
2023-03-05 10:12:41+00:00,48.837331,2.391092,40.2
2023-03-05 10:12:42+00:00,48.837312,2.391155,40.3
2023-03-05 10:12:43+00:00,48.8373,2.391184,40.3
2023-03-05 10:12:44+00:00,48.837251,2.391244,40.3
2023-03-05 10:12:45+00:00,48.837228,2.391263,40.2
2023-03-05 10:12:46+00:00,48.837205,2.391283,40.2
2023-03-05 10:12:47+00:00,48.837157,2.391348,40.2
2023-03-05 10:12:48+00:00,48.837142,2.391372,40.2
2023-03-05 10:12:49+00:00,48.837126,2.391397,40.2
2023-03-05 10:12:50+00:00,48.837099,2.391441,40.2
2023-03-05 10:12:51+00:00,48.837091,2.391459,40.2
2023-03-05 10:12:52+00:00,48.837047,2.391509,40.2
2023-03-05 10:12:53+00:00,48.83703,2.391523,40.2
2023-03-05 10:12:54+00:00,48.837014,2.391538,40.2
2023-03-05 10:12:55+00:00,48.836981,2.391581,40.3
2023-03-05 10:12:56+00:00,48.836971,2.391598,40.3
2023-03-05 10:12:57+00:00,48.836931,2.391646,40.3
2023-03-05 10:12:58+00:00,48.836915,2.39166,40.4
2023-03-05 10:12:59+00:00,48.836899,2.391673,40.4
2023-03-05 10:13:00+00:00,48.836862,2.391717,40.4
2023-03-05 10:13:01+00:00,48.83685,2.39173,40.4
2023-03-05 10:13:02+00:00,48.836799,2.39176,40.5
2023-03-05 10:13:03+00:00,48.836778,2.391772,40.5
2023-03-05 10:13:04+00:00,48.836758,2.391783,40.6
2023-03-05 10:13:05+00:00,48.836718,2.391809,40.6
2023-03-05 10:13:06+00:00,48.836703,2.391825,40.6
2023-03-05 10:13:07+00:00,48.836667,2.391858,40.7
2023-03-05 10:13:08+00:00,48.836648,2.391869,40.8
2023-03-05 10:13:09+00:00,48.83663,2.39188,40.8
2023-03-05 10:13:10+00:00,48.836592,2.391923,40.9
2023-03-05 10:13:11+00:00,48.836574,2.391943,40.9
2023-03-05 10:13:12+00:00,48.836556,2.391964,41.0
2023-03-05 10:13:13+00:00,48.836516,2.391998,41.1
2023-03-05 10:13:14+00:00,48.836502,2.39201,41.1
2023-03-05 10:13:15+00:00,48.836461,2.392062,41.2
2023-03-05 10:13:16+00:00,48.836441,2.392082,41.3
2023-03-05 10:13:17+00:00,48.836422,2.392102,41.4
2023-03-05 10:13:18+00:00,48.836378,2.392129,41.5
2023-03-05 10:13:19+00:00,48.836364,2.392139,41.5
2023-03-05 10:13:20+00:00,48.836313,2.392161,41.6
2023-03-05 10:13:21+00:00,48.836292,2.39217,41.7
2023-03-05 10:13:22+00:00,48.836271,2.392178,41.7
2023-03-05 10:13:23+00:00,48.836242,2.392222,41.9
2023-03-05 10:13:24+00:00,48.836235,2.392241,41.9
2023-03-05 10:13:25+00:00,48.83618,2.392269,42.1
2023-03-05 10:13:26+00:00,48.836153,2.392275,42.1
2023-03-05 10:13:27+00:00,48.836126,2.39228,42.2
2023-03-05 10:13:28+00:00,48.836076,2.392306,42.4
2023-03-05 10:13:29+00:00,48.836056,2.392312,42.4
2023-03-05 10:13:30+00:00,48.836021,2.392333,42.5
2023-03-05 10:13:31+00:00,48.836007,2.39235,42.6
2023-03-05 10:13:32+00:00,48.835993,2.392367,42.6
2023-03-05 10:13:33+00:00,48.835939,2.392409,42.8
2023-03-05 10:13:34+00:00,48.835917,2.392414,42.8
2023-03-05 10:13:35+00:00,48.835896,2.392419,42.9
2023-03-05 10:13:36+00:00,48.835866,2.392444,43.0
2023-03-05 10:13:37+00:00,48.835856,2.392457,43.0
2023-03-05 10:13:38+00:00,48.835824,2.39249,43.1
2023-03-05 10:13:39+00:00,48.83581,2.392503,43.2
2023-03-05 10:13:40+00:00,48.835796,2.392516,43.2
2023-03-05 10:13:41+00:00,48.835756,2.392542,43.4
2023-03-05 10:13:42+00:00,48.835741,2.39255,43.5
2023-03-05 10:13:43+00:00,48.835701,2.392576,43.6
2023-03-05 10:13:44+00:00,48.835683,2.392582,43.7
2023-03-05 10:13:45+00:00,48.835665,2.392587,43.8
2023-03-05 10:13:46+00:00,48.835632,2.392639,44.0
2023-03-05 10:13:47+00:00,48.835618,2.39265,44.0
2023-03-05 10:13:48+00:00,48.835581,2.392683,44.2
2023-03-05 10:13:49+00:00,48.835566,2.392702,44.2
2023-03-05 10:13:50+00:00,48.83555,2.392722,44.3
2023-03-05 10:13:51+00:00,48.835506,2.392774,44.5
2023-03-05 10:13:52+00:00,48.835487,2.39279,44.6
2023-03-05 10:13:53+00:00,48.835469,2.392805,44.7
2023-03-05 10:13:54+00:00,48.835432,2.392828,44.8
2023-03-05 10:13:55+00:00,48.835424,2.392838,44.8
2023-03-05 10:13:56+00:00,48.835366,2.392867,45.0
2023-03-05 10:13:57+00:00,48.835342,2.392871,45.1
2023-03-05 10:13:58+00:00,48.835318,2.392876,45.2
2023-03-05 10:13:59+00:00,48.835273,2.392899,45.4
2023-03-05 10:14:00+00:00,48.835261,2.392912,45.5
2023-03-05 10:14:01+00:00,48.835221,2.39295,45.7
2023-03-05 10:14:02+00:00,48.835204,2.392967,45.8
2023-03-05 10:14:03+00:00,48.835187,2.392984,45.8
2023-03-05 10:14:04+00:00,48.83514,2.393019,46.1
2023-03-05 10:14:05+00:00,48.835127,2.393028,46.1
2023-03-05 10:14:06+00:00,48.835081,2.39307,46.4
2023-03-05 10:14:07+00:00,48.835065,2.393088,46.4
2023-03-05 10:14:08+00:00,48.835049,2.393106,46.5
2023-03-05 10:14:09+00:00,48.835017,2.393156,46.7
2023-03-05 10:14:10+00:00,48.835002,2.393175,46.8
2023-03-05 10:14:11+00:00,48.83496,2.393221,47.1
2023-03-05 10:14:12+00:00,48.834945,2.393241,47.1
2023-03-05 10:14:13+00:00,48.834929,2.393262,47.2
2023-03-05 10:14:14+00:00,48.834891,2.393308,47.5
2023-03-05 10:14:15+00:00,48.83488,2.393326,47.5
2023-03-05 10:14:16+00:00,48.834868,2.393344,47.6
2023-03-05 10:14:17+00:00,48.83484,2.393373,47.8
2023-03-05 10:14:18+00:00,48.834832,2.393378,47.8
2023-03-05 10:14:19+00:00,48.834792,2.393415,48.0
2023-03-05 10:14:20+00:00,48.834773,2.393429,48.1
2023-03-05 10:14:21+00:00,48.834755,2.393444,48.2
2023-03-05 10:14:22+00:00,48.83472,2.393461,48.3
2023-03-05 10:14:23+00:00,48.834706,2.393469,48.4
2023-03-05 10:14:24+00:00,48.834682,2.393502,48.6
2023-03-05 10:14:25+00:00,48.834669,2.393517,48.6
2023-03-05 10:14:26+00:00,48.834657,2.393532,48.7
2023-03-05 10:14:27+00:00,48.834608,2.393555,48.9
2023-03-05 10:14:28+00:00,48.834597,2.393572,49.0
2023-03-05 10:14:29+00:00,48.834561,2.393635,49.2
2023-03-05 10:14:30+00:00,48.834545,2.393654,49.2
2023-03-05 10:14:31+00:00,48.834529,2.393672,49.3
2023-03-05 10:14:32+00:00,48.834499,2.393721,49.5
2023-03-05 10:14:33+00:00,48.834491,2.393733,49.5
2023-03-05 10:14:34+00:00,48.834448,2.393776,49.6
2023-03-05 10:14:35+00:00,48.834433,2.393793,49.7
2023-03-05 10:14:36+00:00,48.834418,2.39381,49.7
2023-03-05 10:14:37+00:00,48.834392,2.393859,49.9
2023-03-05 10:14:38+00:00,48.834381,2.393881,49.9
2023-03-05 10:14:39+00:00,48.83437,2.393903,50.0
2023-03-05 10:14:40+00:00,48.834333,2.393944,50.1
2023-03-05 10:14:41+00:00,48.834319,2.393955,50.1
2023-03-05 10:14:42+00:00,48.834277,2.394005,50.2
2023-03-05 10:14:43+00:00,48.834264,2.394025,50.3
2023-03-05 10:14:44+00:00,48.834251,2.394044,50.3
2023-03-05 10:14:45+00:00,48.834213,2.394082,50.4
2023-03-05 10:14:46+00:00,48.834202,2.39409,50.4
2023-03-05 10:14:47+00:00,48.834169,2.394148,50.4
2023-03-05 10:14:48+00:00,48.834157,2.394171,50.4
2023-03-05 10:14:49+00:00,48.834146,2.394194,50.5
2023-03-05 10:14:50+00:00,48.834125,2.394259,50.5
2023-03-05 10:14:51+00:00,48.834114,2.39428,50.5
2023-03-05 10:14:52+00:00,48.834094,2.39433,50.5
2023-03-05 10:14:53+00:00,48.834082,2.394353,50.6
2023-03-05 10:14:54+00:00,48.834069,2.394377,50.6
2023-03-05 10:14:55+00:00,48.834038,2.394446,50.7
2023-03-05 10:14:56+00:00,48.834026,2.394469,50.7
2023-03-05 10:14:57+00:00,48.834015,2.394493,50.7
2023-03-05 10:14:58+00:00,48.833994,2.394547,50.8
2023-03-05 10:14:59+00:00,48.833978,2.394566,50.8
2023-03-05 10:15:00+00:00,48.83395,2.394618,50.8
2023-03-05 10:15:01+00:00,48.833941,2.394644,50.9
2023-03-05 10:15:02+00:00,48.833931,2.394671,50.9
2023-03-05 10:15:03+00:00,48.833897,2.394726,50.9
2023-03-05 10:15:04+00:00,48.833885,2.394744,51.0
2023-03-05 10:15:05+00:00,48.833857,2.394798,51.0
2023-03-05 10:15:06+00:00,48.833847,2.394821,51.0
2023-03-05 10:15:07+00:00,48.833837,2.394844,51.0
2023-03-05 10:15:08+00:00,48.833808,2.394892,51.1
2023-03-05 10:15:09+00:00,48.833796,2.394904,51.1
2023-03-05 10:15:10+00:00,48.833752,2.394945,51.1
2023-03-05 10:15:11+00:00,48.833736,2.394961,51.1
2023-03-05 10:15:12+00:00,48.833721,2.394978,51.1
2023-03-05 10:15:13+00:00,48.833687,2.395009,51.2
2023-03-05 10:15:14+00:00,48.833673,2.395025,51.2
2023-03-05 10:15:15+00:00,48.833631,2.395066,51.2
2023-03-05 10:15:16+00:00,48.833617,2.395085,51.3
2023-03-05 10:15:17+00:00,48.833603,2.395104,51.3
2023-03-05 10:15:18+00:00,48.833567,2.395169,51.3
2023-03-05 10:15:19+00:00,48.833554,2.395195,51.4
2023-03-05 10:15:20+00:00,48.833541,2.39522,51.4
2023-03-05 10:15:21+00:00,48.833506,2.395266,51.5
2023-03-05 10:15:22+00:00,48.833496,2.395284,51.5
2023-03-05 10:15:23+00:00,48.833458,2.395325,51.5
2023-03-05 10:15:24+00:00,48.83344,2.395342,51.6
2023-03-05 10:15:25+00:00,48.833421,2.395359,51.6
2023-03-05 10:15:26+00:00,48.833382,2.395404,51.6
2023-03-05 10:15:27+00:00,48.833375,2.395415,51.7
2023-03-05 10:15:28+00:00,48.833329,2.395452,51.7
2023-03-05 10:15:29+00:00,48.83331,2.395467,51.7
2023-03-05 10:15:30+00:00,48.83329,2.395482,51.8
2023-03-05 10:15:31+00:00,48.833261,2.395537,51.8
2023-03-05 10:15:32+00:00,48.833252,2.395558,51.8
2023-03-05 10:15:33+00:00,48.833224,2.395619,51.9
2023-03-05 10:15:34+00:00,48.833209,2.395644,51.9
2023-03-05 10:15:35+00:00,48.833194,2.395668,52.0
2023-03-05 10:15:36+00:00,48.833171,2.395722,52.0
2023-03-05 10:15:37+00:00,48.833165,2.395738,52.0
2023-03-05 10:15:38+00:00,48.833141,2.395824,52.1
2023-03-05 10:15:39+00:00,48.833134,2.395855,52.1
2023-03-05 10:15:40+00:00,48.833128,2.395885,52.1
2023-03-05 10:15:41+00:00,48.833094,2.395954,52.2
2023-03-05 10:15:42+00:00,48.833086,2.395983,52.2
2023-03-05 10:15:43+00:00,48.833078,2.396012,52.2
2023-03-05 10:15:44+00:00,48.833061,2.396081,52.3
2023-03-05 10:15:45+00:00,48.833052,2.396103,52.3
2023-03-05 10:15:46+00:00,48.833029,2.39617,52.3
2023-03-05 10:15:47+00:00,48.833018,2.396199,52.4
2023-03-05 10:15:48+00:00,48.833007,2.396227,52.4
2023-03-05 10:15:49+00:00,48.832978,2.396282,52.4
2023-03-05 10:15:50+00:00,48.832971,2.396294,52.4
2023-03-05 10:15:51+00:00,48.832935,2.396361,52.5
2023-03-05 10:15:52+00:00,48.832923,2.39638,52.5
2023-03-05 10:15:53+00:00,48.832911,2.396399,52.5
2023-03-05 10:15:54+00:00,48.832887,2.396438,52.5
2023-03-05 10:15:55+00:00,48.832877,2.396456,52.5
2023-03-05 10:15:56+00:00,48.832854,2.396504,52.5
2023-03-05 10:15:57+00:00,48.832843,2.396524,52.5
2023-03-05 10:15:58+00:00,48.832833,2.396544,52.5
2023-03-05 10:15:59+00:00,48.832779,2.396582,52.6
2023-03-05 10:16:00+00:00,48.832758,2.396596,52.6
2023-03-05 10:16:01+00:00,48.832737,2.396611,52.6
2023-03-05 10:16:02+00:00,48.83269,2.396647,52.6
2023-03-05 10:16:03+00:00,48.832673,2.396662,52.6
2023-03-05 10:16:04+00:00,48.83262,2.396691,52.6
2023-03-05 10:16:05+00:00,48.832602,2.396705,52.6
2023-03-05 10:16:06+00:00,48.832584,2.396719,52.7
2023-03-05 10:16:07+00:00,48.832549,2.396763,52.7
2023-03-05 10:16:08+00:00,48.832538,2.396777,52.7
2023-03-05 10:16:09+00:00,48.832485,2.396832,52.7
2023-03-05 10:16:10+00:00,48.832467,2.396851,52.7
2023-03-05 10:16:11+00:00,48.832449,2.396869,52.8
2023-03-05 10:16:12+00:00,48.832414,2.396908,52.8
2023-03-05 10:16:13+00:00,48.832401,2.396926,52.8
2023-03-05 10:16:14+00:00,48.832358,2.39697,52.8
2023-03-05 10:16:15+00:00,48.832341,2.396985,52.8
2023-03-05 10:16:16+00:00,48.832323,2.397001,52.9
2023-03-05 10:16:17+00:00,48.832278,2.397041,52.9
2023-03-05 10:16:18+00:00,48.832267,2.397052,52.9
2023-03-05 10:16:19+00:00,48.832224,2.397105,52.9
2023-03-05 10:16:20+00:00,48.832207,2.397125,53.0
2023-03-05 10:16:21+00:00,48.83219,2.397146,53.0
2023-03-05 10:16:22+00:00,48.832146,2.397191,53.0
2023-03-05 10:16:23+00:00,48.832129,2.397211,53.0
2023-03-05 10:16:24+00:00,48.832113,2.397231,53.0
2023-03-05 10:16:25+00:00,48.832083,2.397283,53.0
2023-03-05 10:16:26+00:00,48.832071,2.397297,53.0
2023-03-05 10:16:27+00:00,48.832036,2.397357,53.0
2023-03-05 10:16:28+00:00,48.832018,2.397381,53.0
2023-03-05 10:16:29+00:00,48.832001,2.397405,53.0
2023-03-05 10:16:30+00:00,48.83196,2.397459,53.0
2023-03-05 10:16:31+00:00,48.831949,2.397474,53.0
2023-03-05 10:16:32+00:00,48.831909,2.397529,52.9
2023-03-05 10:16:33+00:00,48.831896,2.397553,52.9
2023-03-05 10:16:34+00:00,48.831883,2.397577,52.9
2023-03-05 10:16:35+00:00,48.83185,2.397628,52.8
2023-03-05 10:16:36+00:00,48.831836,2.397651,52.7
2023-03-05 10:16:37+00:00,48.831808,2.397705,52.6
2023-03-05 10:16:38+00:00,48.831792,2.397728,52.5
2023-03-05 10:16:39+00:00,48.831775,2.397752,52.4
2023-03-05 10:16:40+00:00,48.831746,2.397805,52.3
2023-03-05 10:16:41+00:00,48.83174,2.39782,52.3
2023-03-05 10:16:42+00:00,48.831699,2.397883,52.1
2023-03-05 10:16:43+00:00,48.831685,2.39791,52.1
2023-03-05 10:16:44+00:00,48.831671,2.397938,52.0
2023-03-05 10:16:45+00:00,48.83164,2.397987,52.0
2023-03-05 10:16:46+00:00,48.831625,2.39801,52.0
2023-03-05 10:16:47+00:00,48.83161,2.398032,51.9
2023-03-05 10:16:48+00:00,48.831576,2.398089,52.0
2023-03-05 10:16:49+00:00,48.831566,2.398103,52.0
2023-03-05 10:16:50+00:00,48.831533,2.398176,52.1
2023-03-05 10:16:51+00:00,48.831521,2.398202,52.1
2023-03-05 10:16:52+00:00,48.831508,2.398228,52.2
2023-03-05 10:16:53+00:00,48.831476,2.398282,52.1
2023-03-05 10:16:54+00:00,48.831465,2.3983,52.1
2023-03-05 10:16:55+00:00,48.831425,2.398352,52.1
2023-03-05 10:16:56+00:00,48.831409,2.398371,52.1
2023-03-05 10:16:57+00:00,48.831393,2.398391,52.1
2023-03-05 10:16:58+00:00,48.831366,2.398447,52.1
2023-03-05 10:16:59+00:00,48.831353,2.398467,52.1
2023-03-05 10:17:00+00:00,48.831328,2.398521,52.1
2023-03-05 10:17:01+00:00,48.831317,2.398544,52.1
2023-03-05 10:17:02+00:00,48.831305,2.398566,52.1
2023-03-05 10:17:03+00:00,48.831266,2.398634,52.1
2023-03-05 10:17:04+00:00,48.831252,2.398656,52.1
2023-03-05 10:17:05+00:00,48.831238,2.398679,52.1
2023-03-05 10:17:06+00:00,48.831214,2.398727,52.2
2023-03-05 10:17:07+00:00,48.831203,2.398747,52.2
2023-03-05 10:17:08+00:00,48.831167,2.398796,52.2
2023-03-05 10:17:09+00:00,48.831154,2.398814,52.2
2023-03-05 10:17:10+00:00,48.831141,2.398831,52.2
2023-03-05 10:17:11+00:00,48.8311,2.398877,52.2
2023-03-05 10:17:12+00:00,48.831093,2.39889,52.2
2023-03-05 10:17:13+00:00,48.831046,2.398943,52.3
2023-03-05 10:17:14+00:00,48.831032,2.398962,52.3
2023-03-05 10:17:15+00:00,48.831017,2.398981,52.3
2023-03-05 10:17:16+00:00,48.830977,2.399025,52.3
2023-03-05 10:17:17+00:00,48.830961,2.399043,52.3
2023-03-05 10:17:18+00:00,48.830933,2.399099,52.4
2023-03-05 10:17:19+00:00,48.830919,2.399123,52.4
2023-03-05 10:17:20+00:00,48.830905,2.399148,52.4
2023-03-05 10:17:21+00:00,48.830871,2.3992,52.4
2023-03-05 10:17:22+00:00,48.830863,2.399215,52.4
2023-03-05 10:17:23+00:00,48.830828,2.399268,52.5
2023-03-05 10:17:24+00:00,48.830812,2.399291,52.5
2023-03-05 10:17:25+00:00,48.830797,2.399314,52.5
2023-03-05 10:17:26+00:00,48.830769,2.39937,52.5
2023-03-05 10:17:27+00:00,48.830753,2.399393,52.5
2023-03-05 10:17:28+00:00,48.830737,2.399416,52.6
2023-03-05 10:17:29+00:00,48.830703,2.399471,52.6
2023-03-05 10:17:30+00:00,48.830693,2.399485,52.6
2023-03-05 10:17:31+00:00,48.830658,2.399544,52.6
2023-03-05 10:17:32+00:00,48.830646,2.399569,52.7
2023-03-05 10:17:33+00:00,48.830634,2.399595,52.7
2023-03-05 10:17:34+00:00,48.830604,2.399643,52.7
2023-03-05 10:17:35+00:00,48.830597,2.399659,52.7
2023-03-05 10:17:36+00:00,48.830555,2.39971,52.7
2023-03-05 10:17:37+00:00,48.830544,2.39973,52.7
2023-03-05 10:17:38+00:00,48.830532,2.399751,52.7
2023-03-05 10:17:39+00:00,48.830501,2.399788,52.8
2023-03-05 10:17:40+00:00,48.830491,2.399802,52.8
2023-03-05 10:17:41+00:00,48.83046,2.399858,52.8
2023-03-05 10:17:42+00:00,48.830448,2.399884,52.8
2023-03-05 10:17:43+00:00,48.830436,2.399909,52.8
2023-03-05 10:17:44+00:00,48.830407,2.399953,52.8
2023-03-05 10:17:45+00:00,48.830401,2.399966,52.8
2023-03-05 10:17:46+00:00,48.830354,2.400023,52.9
2023-03-05 10:17:47+00:00,48.830338,2.400044,52.9
2023-03-05 10:17:48+00:00,48.830323,2.400065,52.9
2023-03-05 10:17:49+00:00,48.83029,2.400107,52.9
2023-03-05 10:17:50+00:00,48.830279,2.40013,53.0
2023-03-05 10:17:51+00:00,48.830267,2.400153,53.0
2023-03-05 10:17:52+00:00,48.830237,2.400217,53.0
2023-03-05 10:17:53+00:00,48.830231,2.400239,53.0
2023-03-05 10:17:54+00:00,48.830196,2.400306,53.0
2023-03-05 10:17:55+00:00,48.830182,2.400327,53.0
2023-03-05 10:17:56+00:00,48.830169,2.400347,53.1
2023-03-05 10:17:57+00:00,48.830145,2.400391,53.1
2023-03-05 10:17:58+00:00,48.830133,2.400409,53.1
2023-03-05 10:17:59+00:00,48.830109,2.400464,53.1
2023-03-05 10:18:00+00:00,48.830098,2.400485,53.1
2023-03-05 10:18:01+00:00,48.830087,2.400507,53.1
2023-03-05 10:18:02+00:00,48.830056,2.400559,53.2
2023-03-05 10:18:03+00:00,48.830047,2.400577,53.2
2023-03-05 10:18:04+00:00,48.830012,2.40064,53.2
2023-03-05 10:18:05+00:00,48.830001,2.40066,53.2
2023-03-05 10:18:06+00:00,48.82999,2.400681,53.3
2023-03-05 10:18:07+00:00,48.829965,2.400734,53.3
2023-03-05 10:18:08+00:00,48.829951,2.400757,53.3
2023-03-05 10:18:09+00:00,48.829936,2.400779,53.3
2023-03-05 10:18:10+00:00,48.8299,2.400829,53.4
2023-03-05 10:18:11+00:00,48.829891,2.400842,53.4
2023-03-05 10:18:12+00:00,48.829853,2.400903,53.5
2023-03-05 10:18:13+00:00,48.829849,2.400927,53.5
2023-03-05 10:18:14+00:00,48.829844,2.400951,53.5
2023-03-05 10:18:15+00:00,48.829838,2.401021,53.6
2023-03-05 10:18:16+00:00,48.829834,2.401049,53.9
2023-03-05 10:18:17+00:00,48.829834,2.401117,53.9
2023-03-05 10:18:18+00:00,48.829833,2.401149,53.9
2023-03-05 10:18:19+00:00,48.829832,2.40118,53.9
2023-03-05 10:18:20+00:00,48.829812,2.401257,54.0
2023-03-05 10:18:21+00:00,48.82981,2.401276,54.0
2023-03-05 10:18:22+00:00,48.829787,2.401362,54.0
2023-03-05 10:18:23+00:00,48.829778,2.401392,54.0
2023-03-05 10:18:24+00:00,48.829769,2.401422,54.0
2023-03-05 10:18:25+00:00,48.82975,2.401485,54.0
2023-03-05 10:18:26+00:00,48.829745,2.401505,54.0
2023-03-05 10:18:27+00:00,48.829721,2.401564,54.0
2023-03-05 10:18:28+00:00,48.829707,2.401588,54.0
2023-03-05 10:18:29+00:00,48.829693,2.401611,54.0
2023-03-05 10:18:30+00:00,48.829673,2.401708,54.0
2023-03-05 10:18:31+00:00,48.829671,2.401741,54.0
2023-03-05 10:18:32+00:00,48.829669,2.401775,54.0
2023-03-05 10:18:33+00:00,48.82966,2.401841,54.0
2023-03-05 10:18:34+00:00,48.829653,2.401865,54.0
2023-03-05 10:18:35+00:00,48.829647,2.401942,54.0
2023-03-05 10:18:36+00:00,48.829646,2.401972,54.0
2023-03-05 10:18:37+00:00,48.829644,2.402002,54.0
2023-03-05 10:18:38+00:00,48.829638,2.402072,54.0
2023-03-05 10:18:39+00:00,48.829633,2.402095,54.0
2023-03-05 10:18:40+00:00,48.82962,2.402174,54.1
2023-03-05 10:18:41+00:00,48.829613,2.402201,54.1
2023-03-05 10:18:42+00:00,48.829606,2.402227,54.1
2023-03-05 10:18:43+00:00,48.829588,2.402286,54.2
2023-03-05 10:18:44+00:00,48.829586,2.402302,54.2
2023-03-05 10:18:45+00:00,48.829572,2.402372,54.2
2023-03-05 10:18:46+00:00,48.829571,2.402406,54.2
2023-03-05 10:18:47+00:00,48.82957,2.402439,54.3
2023-03-05 10:18:48+00:00,48.829558,2.402502,54.3
2023-03-05 10:18:49+00:00,48.829547,2.402524,54.3
2023-03-05 10:18:50+00:00,48.829525,2.402582,54.3
2023-03-05 10:18:51+00:00,48.829518,2.402608,54.3
2023-03-05 10:18:52+00:00,48.829512,2.402634,54.4
2023-03-05 10:18:53+00:00,48.829487,2.402711,54.4
2023-03-05 10:18:54+00:00,48.829475,2.402737,54.4
2023-03-05 10:18:55+00:00,48.829462,2.402764,54.4
2023-03-05 10:18:56+00:00,48.829431,2.402818,54.5
2023-03-05 10:18:57+00:00,48.829419,2.402841,54.5
2023-03-05 10:18:58+00:00,48.829398,2.402909,54.5
2023-03-05 10:18:59+00:00,48.829387,2.402937,54.5
