GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,42000233,489,1628420,Monte Morris,1610612743,Denver Nuggets,4,11,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,28,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,491,1626166,Cameron Payne,1610612756,Phoenix Suns,4,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,11,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,492,200794,Paul Millsap,1610612743,Denver Nuggets,4,10,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-65,269,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,496,203967,Dario Saric,1610612756,Phoenix Suns,4,10,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,20,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,502,1628420,Monte Morris,1610612743,Denver Nuggets,4,9,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,503,1626164,Devin Booker,1610612756,Phoenix Suns,4,9,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,54,264,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,505,203999,Nikola Jokic,1610612743,Denver Nuggets,4,9,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,210,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,511,1628420,Monte Morris,1610612743,Denver Nuggets,4,8,46,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,4,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,513,203999,Nikola Jokic,1610612743,Denver Nuggets,4,8,41,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,514,203967,Dario Saric,1610612756,Phoenix Suns,4,8,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-14,261,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,516,203115,Will Barton,1610612743,Denver Nuggets,4,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-12,257,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,518,1628470,Torrey Craig,1610612756,Phoenix Suns,4,7,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,158,187,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,527,203109,Jae Crowder,1610612756,Phoenix Suns,4,7,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,230,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,529,203999,Nikola Jokic,1610612743,Denver Nuggets,4,7,8,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,16,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,531,1629028,Deandre Ayton,1610612756,Phoenix Suns,4,6,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,0,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,533,203115,Will Barton,1610612743,Denver Nuggets,4,6,43,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,140,42,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,537,203115,Will Barton,1610612743,Denver Nuggets,4,6,35,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,540,101108,Chris Paul,1610612756,Phoenix Suns,4,6,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,67,122,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,551,1629028,Deandre Ayton,1610612756,Phoenix Suns,4,5,55,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,50,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,554,203109,Jae Crowder,1610612756,Phoenix Suns,4,5,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,90,208,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,558,101108,Chris Paul,1610612756,Phoenix Suns,4,5,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,77,143,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,559,203999,Nikola Jokic,1610612743,Denver Nuggets,4,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,205,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,561,101108,Chris Paul,1610612756,Phoenix Suns,4,4,58,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,89,129,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,563,1628420,Monte Morris,1610612743,Denver Nuggets,4,4,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,13,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,565,203932,Aaron Gordon,1610612743,Denver Nuggets,4,4,17,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,16,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,569,203109,Jae Crowder,1610612756,Phoenix Suns,4,3,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-176,122,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,573,203109,Jae Crowder,1610612756,Phoenix Suns,4,3,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,4,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,575,1629008,Michael Porter Jr.,1610612743,Denver Nuggets,4,3,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,201,139,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,577,101108,Chris Paul,1610612756,Phoenix Suns,4,2,43,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,13,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,579,1628420,Monte Morris,1610612743,Denver Nuggets,4,2,32,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,82,4,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,581,203999,Nikola Jokic,1610612743,Denver Nuggets,4,2,27,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,582,1626164,Devin Booker,1610612756,Phoenix Suns,4,2,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,35,66,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,589,1629008,Michael Porter Jr.,1610612743,Denver Nuggets,4,1,58,Made Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,79,244,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,591,203109,Jae Crowder,1610612756,Phoenix Suns,4,1,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,34,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,593,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,595,203999,Nikola Jokic,1610612743,Denver Nuggets,4,1,26,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,618,1626163,Frank Kaminsky,1610612756,Phoenix Suns,4,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,225,1,0,20210611,DEN,PHX
Shot Chart Detail,42000233,622,1628975,Jevon Carter,1610612756,Phoenix Suns,4,0,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-65,204,1,1,20210611,DEN,PHX
Shot Chart Detail,42000233,624,1630192,Zeke Nnaji,1610612743,Denver Nuggets,4,0,12,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,31,1,1,20210611,DEN,PHX
Shot Chart Detail,42000225,9,202704,Reggie Jackson,1610612746,LA Clippers,1,11,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,25,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,13,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,11,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-125,147,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,14,1626220,Royce O'Neale,1610612762,Utah Jazz,1,10,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,226,110,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,16,201587,Nicolas Batum,1610612746,LA Clippers,1,10,41,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-6,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,19,1626220,Royce O'Neale,1610612762,Utah Jazz,1,10,23,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,52,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,21,202331,Paul George,1610612746,LA Clippers,1,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,139,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,25,1629611,Terance Mann,1610612746,LA Clippers,1,9,31,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,10,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,31,202331,Paul George,1610612746,LA Clippers,1,9,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,239,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,33,1628378,Donovan Mitchell,1610612762,Utah Jazz,1,8,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,180,235,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,44,202331,Paul George,1610612746,LA Clippers,1,8,50,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,37,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,8,43,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,40,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,39,1629611,Terance Mann,1610612746,LA Clippers,1,8,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,123,216,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,41,1626220,Royce O'Neale,1610612762,Utah Jazz,1,8,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-166,200,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,47,202704,Reggie Jackson,1610612746,LA Clippers,1,7,55,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-89,2,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,55,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,7,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,14,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,59,1626220,Royce O'Neale,1610612762,Utah Jazz,1,6,47,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,64,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,6,28,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-38,83,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,65,203903,Jordan Clarkson,1610612762,Utah Jazz,1,6,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,205,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,67,1628378,Donovan Mitchell,1610612762,Utah Jazz,1,5,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,171,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,70,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,5,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,96,236,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,72,203903,Jordan Clarkson,1610612762,Utah Jazz,1,5,11,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,67,72,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,73,202331,Paul George,1610612746,LA Clippers,1,4,53,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-72,81,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,79,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,4,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,100,47,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,81,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,4,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,212,172,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,83,201587,Nicolas Batum,1610612746,LA Clippers,1,4,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,137,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,85,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,3,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-169,190,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,87,202704,Reggie Jackson,1610612746,LA Clippers,1,3,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,13,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,97,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,3,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,187,215,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,102,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,3,2,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,175,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,104,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,2,48,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,43,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,106,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,2,28,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-62,70,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,115,202711,Bojan Bogdanovic,1610612762,Utah Jazz,1,2,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-95,232,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,117,202331,Paul George,1610612746,LA Clippers,1,1,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,32,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,118,204060,Joe Ingles,1610612762,Utah Jazz,1,1,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,9,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,119,202331,Paul George,1610612746,LA Clippers,1,1,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-3,53,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,120,204060,Joe Ingles,1610612762,Utah Jazz,1,1,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,112,222,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,122,1628379,Luke Kennard,1610612746,LA Clippers,1,0,49,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-228,85,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,126,1628379,Luke Kennard,1610612746,LA Clippers,1,0,31,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,54,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,128,1627826,Ivica Zubac,1610612746,LA Clippers,1,0,28,Missed Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,25,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,130,203903,Jordan Clarkson,1610612762,Utah Jazz,1,0,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,200,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,139,202694,Marcus Morris Sr.,1610612746,LA Clippers,1,0,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,196,29,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,153,1628379,Luke Kennard,1610612746,LA Clippers,2,11,42,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-67,55,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,155,204060,Joe Ingles,1610612762,Utah Jazz,2,11,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,176,187,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,158,203903,Jordan Clarkson,1610612762,Utah Jazz,2,10,57,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-95,230,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,171,204060,Joe Ingles,1610612762,Utah Jazz,2,9,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-27,279,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,173,1628379,Luke Kennard,1610612746,LA Clippers,2,9,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,190,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,174,1627777,Georges Niang,1610612762,Utah Jazz,2,9,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-166,184,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,180,202704,Reggie Jackson,1610612746,LA Clippers,2,8,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,228,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,191,203903,Jordan Clarkson,1610612762,Utah Jazz,2,8,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-134,211,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,196,202711,Bojan Bogdanovic,1610612762,Utah Jazz,2,8,0,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,5,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,198,200765,Rajon Rondo,1610612746,LA Clippers,2,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-235,88,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,200,203903,Jordan Clarkson,1610612762,Utah Jazz,2,7,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-168,182,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,205,202331,Paul George,1610612746,LA Clippers,2,7,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,50,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,206,202711,Bojan Bogdanovic,1610612762,Utah Jazz,2,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,137,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,208,202704,Reggie Jackson,1610612746,LA Clippers,2,6,29,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,52,252,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,210,202711,Bojan Bogdanovic,1610612762,Utah Jazz,2,6,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-221,75,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,212,203497,Rudy Gobert,1610612762,Utah Jazz,2,6,10,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,218,202331,Paul George,1610612746,LA Clippers,2,5,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-149,214,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,220,203497,Rudy Gobert,1610612762,Utah Jazz,2,5,40,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,1,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,222,202694,Marcus Morris Sr.,1610612746,LA Clippers,2,5,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,221,20,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,224,202711,Bojan Bogdanovic,1610612762,Utah Jazz,2,5,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-134,203,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,226,1629611,Terance Mann,1610612746,LA Clippers,2,5,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,162,186,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,233,202694,Marcus Morris Sr.,1610612746,LA Clippers,2,4,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-166,60,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,236,202331,Paul George,1610612746,LA Clippers,2,4,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,31,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,240,1628378,Donovan Mitchell,1610612762,Utah Jazz,2,3,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-27,241,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,241,202704,Reggie Jackson,1610612746,LA Clippers,2,3,30,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-1,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,243,202711,Bojan Bogdanovic,1610612762,Utah Jazz,2,3,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,219,135,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,250,203497,Rudy Gobert,1610612762,Utah Jazz,2,2,53,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,35,55,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,252,202331,Paul George,1610612746,LA Clippers,2,2,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-61,247,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,256,202331,Paul George,1610612746,LA Clippers,2,2,35,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,21,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,258,202331,Paul George,1610612746,LA Clippers,2,2,33,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,260,202331,Paul George,1610612746,LA Clippers,2,2,30,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,268,1628378,Donovan Mitchell,1610612762,Utah Jazz,2,2,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,136,248,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,269,202331,Paul George,1610612746,LA Clippers,2,1,40,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-20,101,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,276,202704,Reggie Jackson,1610612746,LA Clippers,2,0,56,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,12,1,1,20210616,UTA,LAC
Shot Chart Detail,42000225,277,1628378,Donovan Mitchell,1610612762,Utah Jazz,2,0,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-157,234,1,0,20210616,UTA,LAC
Shot Chart Detail,42000225,279,202704,Reggie Jackson,1610612746,LA Clippers,2,0,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-180,241,1,0,20210616,UTA,LAC
