event_use,order ,event_id,event_type,result,success,period_id,timestamp,end_timestamp,ball_state,ball_owning_team,team_id,player_id,coordinates_x,coordinates_y,end_coordinates_x,end_coordinates_y,receiver_player_id,set_piece_type,body_part_type,pass_type,card_type
,,f393ce30-412d-430b-9a70-63233fbeb8b2,GENERIC:Ball Receipt*,,,1,566.388,,alive,1214,1214,4949,88.75,65.75,,,,,,,
,,5cc5a4e6-32f5-431d-b65c-6e45c4e094ee,CARRY,COMPLETE,TRUE,1,566.388,567.1375,alive,1214,1214,4949,88.75,65.75,88.75,65.75,,,,,
,,39e83f7d-a049-4113-a13a-12879e8dc38e,FOUL_COMMITTED,,,1,567.137,,alive,1214,851,10645,32.15,15.15,,,,,,,
,,39e83f7d-a049-4113-a13a-12879e8dc38e,CARD,,,1,567.137,,alive,1214,851,10645,32.15,15.15,,,,,,,FIRST_YELLOW
,,09f19b14-458d-43f1-866c-24a17d2ff918,GENERIC:Foul Won,,,1,567.137,,alive,1214,1214,4949,88.75,65.75,,,,,,,
,,18a9a1b9-b854-4d7c-a2c8-38457546831e,PASS,INCOMPLETE,FALSE,1,626.946,628.5399,alive,1214,1214,5013,91.55,64.45,107.05,44.65,,FREE_KICK,LEFT_FOOT,HIGH_PASS,
,,15bd4323-67ad-4432-a3e9-e05d8a76f950,GENERIC:Clearance,,,1,628.539,,alive,1214,851,10654,13.85,36.25,,,,,,,
,,1bc320de-660a-48ea-bf4b-83364431eabc,PASS,INCOMPLETE,FALSE,1,631.183,632.6756,alive,1214,1214,5081,80.15,49.25,91.35,58.55,,,HEAD,HEAD_PASS,
,,b8a6950e-0abe-4a34-b75b-de8646eb8114,GENERIC:Ball Receipt*,,,1,632.676,,alive,1214,1214,4949,91.85,58.95,,,,,,,
,,ab3380af-c0a5-4b21-b5bf-ed53fa534cb2,GENERIC:Duel,,,1,632.676,,alive,1214,1214,4949,91.35,58.55,,,,,,,
,,cc2b67ec-6dd5-426e-a4f5-53e157afdf7a,PASS,COMPLETE,TRUE,1,632.676,634.6121,alive,851,851,10645,29.55,22.35,14.65,16.55,10666,,,,
,,84e9faf5-4a90-4a55-b5d2-98b358182703,GENERIC:Ball Receipt*,,,1,634.612,,alive,851,851,10666,14.65,16.55,,,,,,,
,,fb965544-b902-467d-8506-1202ccd8bdfe,CARRY,COMPLETE,TRUE,1,634.612,634.6824,alive,851,851,10666,14.65,16.55,14.65,16.55,,,,,
,,268bf544-bcdb-486f-a9e9-2f76669c6c9b,PASS,COMPLETE,TRUE,1,634.683,635.9474,alive,851,851,10666,14.65,16.55,26.95,7.85,10649,,LEFT_FOOT,,
,,b9128f65-d411-4141-bace-2cf7a6bd36d0,GENERIC:Pressure,,,1,635.349,,alive,851,1214,5013,92.35,73.05,,,,,,,
,,f48b2048-5c5e-4a9a-8fa4-35fa29015ad3,GENERIC:Ball Receipt*,,,1,635.947,,alive,851,851,10649,26.95,7.85,,,,,,,
,,a05ca06f-f87c-4f36-81b6-f78032b94a3a,CARRY,COMPLETE,TRUE,1,635.947,637.6152,alive,851,851,10649,26.95,7.85,21.45,10.75,,,,,
,,7cc47bb8-df6e-4948-9cbc-475640575062,PASS,COMPLETE,TRUE,1,637.615,638.8101,alive,851,851,10649,21.45,10.75,10.55,12.05,10666,,LEFT_FOOT,,
,,2b6c628c-d063-4a84-9fd0-c338ed02872b,GENERIC:Pressure,,,1,638.691,,alive,851,1214,6811,102.25,68.85,,,,,,,
,,97eb3e26-16ea-4f54-a3b0-fd9ec6ba4c2a,GENERIC:Ball Receipt*,,,1,638.81,,alive,851,851,10666,10.55,12.05,,,,,,,
,,495eb73e-1454-4f98-9bba-451dcbbd0650,CARRY,COMPLETE,TRUE,1,638.81,640.4077,alive,851,851,10666,10.55,12.05,9.85,11.35,,,,,
,,517d75cb-cc78-42b4-8fad-00e7bac8481b,FOUL_COMMITTED,,,1,640.408,,alive,851,1214,6811,111.05,69.55,,,,,,,
,,f626e4ee-78e3-458d-b739-8e9d60cccf70,GENERIC:Foul Won,,,1,640.408,,alive,851,851,10666,9.85,11.35,,,,,,,
,,baf0874d-1e23-43b2-815f-5b4b063898d6,PASS,OUT,FALSE,1,670.073,671.9094,alive,851,851,10666,12.25,8.85,64.95,0.95,,FREE_KICK,RIGHT_FOOT,LONG_BALL,
,,baf0874d-1e23-43b2-815f-5b4b063898d6,BALL_OUT,,,1,670.073,,dead,851,851,10666,64.95,0.95,,,,,,,
,,99e3eecd-9cef-412b-aacf-d1777d51e7d0,GENERIC:Ball Receipt*,,,1,671.909,,alive,851,851,10649,65.65,5.55,,,,,,,
,,992f0625-3428-4cbb-8f53-d1eb1aba5869,PASS,COMPLETE,TRUE,1,687.779,688.7806,alive,1214,1214,5021,56.35,79.95,68.05,72.95,5087,THROW_IN,,,
,,6d486395-ade0-4913-969a-c5312f1b64b6,GENERIC:Ball Receipt*,,,1,688.78,,alive,1214,1214,5087,68.05,72.95,,,,,,,
,,58af99b9-b540-4249-963a-a60866e0a872,CARRY,COMPLETE,TRUE,1,688.78,688.8906,alive,1214,1214,5087,68.05,72.95,68.05,72.95,,,,,
,,ace90e36-99ef-4e76-918b-9cf1078c9643,PASS,COMPLETE,TRUE,1,688.891,689.8801,alive,1214,1214,5087,68.05,72.95,55.25,76.05,5021,,RIGHT_FOOT,,
,,1f6b1c06-1e99-4671-b001-70a816bbe64a,GENERIC:Ball Receipt*,,,1,689.88,,alive,1214,1214,5021,55.25,76.05,,,,,,,
,,aaf75507-ecb1-45e8-8103-4f83c8d8bf56,CARRY,COMPLETE,TRUE,1,689.88,691.599,alive,1214,1214,5021,55.25,76.05,56.35,77.05,,,,,
,,9565344a-aa98-45f0-be60-1741af9fce55,GENERIC:Pressure,,,1,690.24,,alive,1214,851,10649,54.05,5.05,,,,,,,
,,3d86e264-b169-4fde-abcf-54a1b157f7a4,PASS,INCOMPLETE,FALSE,1,691.599,692.8409,alive,1214,1214,5021,56.35,77.05,79.35,68.15,,,RIGHT_FOOT,,
,,3c61125e-8956-4f26-a2d9-0995c101ed1b,PASS,COMPLETE,TRUE,1,692.841,694.650741,alive,851,851,10666,41.55,12.75,55.25,1.25,10649,,HEAD,HEAD_PASS,
,,e3c438a2-49b1-47bd-9b56-85404d69cf01,GENERIC:Ball Receipt*,,,1,694.651,,alive,851,851,10649,55.25,1.25,,,,,,,
,,eb818031-0d68-4daa-9d53-21bbd59dc7ae,CARRY,COMPLETE,TRUE,1,694.651,695.413559,alive,851,851,10649,55.25,1.25,48.05,5.55,,,,,
,,e68ac8aa-2104-48cb-809e-9201ebc8c8bf,PASS,COMPLETE,TRUE,1,695.413,696.8287,alive,851,851,10649,48.05,5.55,52.45,16.55,10645,,RIGHT_FOOT,,
,,121b175e-3aea-44b1-b01c-2eee840095c0,GENERIC:Pressure,,,1,696.548,,alive,851,1214,4949,68.65,63.95,,,,,,,
,,9f90801b-4d3f-428a-bdd6-58f90523d2ff,GENERIC:Ball Receipt*,,,1,696.829,,alive,851,851,10645,52.45,16.55,,,,,,,
,,717d789d-e5d4-429e-bb11-d8a972f06715,CARRY,COMPLETE,TRUE,1,696.829,697.1128,alive,851,851,10645,52.45,16.55,54.85,17.35,,,,,
,,fc7fb4f1-9c5d-4516-9a0b-5d3046f21f5e,GENERIC:Dribbled Past,,,1,697.113,,alive,851,1214,4949,66.05,63.55,,,,,,,
,,a6be0846-6931-49b0-815f-4c481f99e30f,TAKE_ON,COMPLETE,TRUE,1,697.113,,alive,851,851,10645,54.85,17.35,,,,,,,
,,2c3524a7-9684-4cd6-ae5b-78d393b1a1ba,CARRY,COMPLETE,TRUE,1,697.113,697.2356,alive,851,851,10645,54.85,17.35,56.65,17.85,,,,,
,,fc6779e8-c5a0-440b-89bc-43e848929161,PASS,COMPLETE,TRUE,1,697.235,697.8956,alive,851,851,10645,56.65,17.85,59.05,18.75,15623,,RIGHT_FOOT,,
,,04c7fe5e-4e85-458c-b414-a18fdab3d8c1,GENERIC:Ball Receipt*,,,1,697.896,,alive,851,851,15623,59.05,18.75,,,,,,,
,,67ad04f1-f497-4e37-b501-6f6098f48fe0,PASS,COMPLETE,TRUE,1,697.896,699.109365,alive,851,851,15623,59.15,18.95,59.15,33.85,10654,,RIGHT_FOOT,,
,,733ea629-11c8-45d3-aff3-fa31728231f3,GENERIC:Ball Receipt*,,,1,699.109,,alive,851,851,10654,59.15,33.85,,,,,,,
,,0b069e72-322b-4a25-bb86-d722004f22fe,CARRY,COMPLETE,TRUE,1,699.109,701.815135,alive,851,851,10654,59.15,33.85,78.45,46.45,,,,,
,,50698b38-e669-4560-8d0e-76efbf6b74a3,PASS,INCOMPLETE,FALSE,1,701.815,704.5713,alive,851,851,10654,78.45,46.45,106.35,46.85,,,RIGHT_FOOT,,
,,b0b876f1-c0aa-4985-9a83-59788bcfb37d,GENERIC:Ball Receipt*,,,1,704.572,,alive,851,851,10656,104.85,45.55,,,,,,,
,,79db4e72-2cb8-490a-9121-1e6c1db9ce7a,RECOVERY,,,1,704.572,,alive,1214,1214,5100,14.55,34.05,,,,,,,
,,84e76cd8-a4da-486b-a661-4ce79972f95a,PASS,COMPLETE,TRUE,1,718.246,720.1243,alive,1214,1214,5100,14.55,31.95,29.25,8.15,5088,,KEEPER_ARM,HAND_PASS,
,,4be23a10-e362-4c31-9391-c260deadfb68,GENERIC:Ball Receipt*,,,1,720.125,,alive,1214,1214,5088,29.25,8.15,,,,,,,
,,82092dfe-2859-4e49-aa61-b4ebe46a2e10,PASS,COMPLETE,TRUE,1,726.379,727.406715,alive,1214,1214,5088,50.35,10.25,74.85,2.35,8298,,RIGHT_FOOT,,
,,d616a223-c898-4716-b743-1f1bf15de83c,GENERIC:Ball Receipt*,,,1,727.407,,alive,1214,1214,8298,74.85,2.35,,,,,,,
,,1f887522-9fe6-47d1-9670-afa84cd8b60f,CARRY,COMPLETE,TRUE,1,727.407,728.888985,alive,1214,1214,8298,74.85,2.35,78.25,2.35,,,,,
,,e3d5c751-1df5-4d49-be47-97b713b82cf5,PASS,INCOMPLETE,FALSE,1,728.889,729.8867,alive,1214,1214,8298,78.25,2.35,92.15,20.35,,,LEFT_FOOT,,
,,fba42516-83df-4df9-9b2b-528b399bd420,GENERIC:Ball Receipt*,,,1,729.887,,alive,1214,1214,5085,94.55,24.75,,,,,,,
,,42a6b9ab-5282-4bc2-b4bc-13cb2aa01702,PASS,COMPLETE,TRUE,1,729.887,731.6393,alive,1214,851,10652,28.75,60.55,45.55,57.85,10645,,RIGHT_FOOT,,
,,06f54306-6f22-4087-89a6-8d3f7866865f,GENERIC:Ball Receipt*,,,1,731.639,,alive,1214,851,10645,45.55,57.85,,,,,,,
,,556bed2e-594a-4acd-a171-7bb8e480472a,CARRY,COMPLETE,TRUE,1,731.639,733.5314,alive,1214,851,10645,45.55,57.85,44.25,58.35,,,,,
,,ebbae20a-14f9-4051-a165-eb946c32aecc,GENERIC:Pressure,,,1,732.17,,alive,1214,1214,5087,76.85,20.65,,,,,,,
,,07df0edc-137a-4790-9bb4-ab63a7ae515c,GENERIC:Dispossessed,,,1,733.532,,alive,1214,851,10645,44.25,58.35,,,,,,,
,,3fc357e2-112c-4a99-ae5b-389421fe60e1,GENERIC:Duel,,,1,733.532,,alive,1214,1214,5087,76.65,22.55,,,,,,,
,,893aba51-d6d1-4b35-be49-071d038a9eaa,RECOVERY,,,1,733.908,,alive,1214,1214,6811,76.65,27.85,,,,,,,
,,ce841d37-9ada-43ff-b1a0-0f645046f573,CARRY,COMPLETE,TRUE,1,733.908,735.9971,alive,1214,1214,6811,76.65,27.85,80.45,32.45,,,,,
,,3243d3bf-5236-4114-a681-191ffdc70378,PASS,INCOMPLETE,FALSE,1,735.997,741.029582,alive,1214,1214,6811,80.45,32.45,110.05,1.35,,,RIGHT_FOOT,LONG_BALL,
,,8bb6283e-24f1-4a53-b2b3-72590940b918,GENERIC:Ball Receipt*,,,1,741.029,,alive,1214,1214,8298,109.45,2.65,,,,,,,
,,a71ad6c4-8d63-4546-bfe2-eea4ad472d7d,PASS,COMPLETE,TRUE,1,741.029,743.372345,alive,851,851,10657,10.85,79.55,21.55,79.05,10658,,RIGHT_FOOT,,
,,5cfd13e2-d74f-4570-bd7c-f47b442bc6c1,GENERIC:Ball Receipt*,,,1,743.373,,alive,851,851,10658,21.55,79.05,,,,,,,
,,3e79c5bd-b47e-4455-ab5e-cd971e345d91,CARRY,COMPLETE,TRUE,1,743.373,743.833473,alive,851,851,10658,21.55,79.05,26.25,75.25,,,,,
,,76b2eadf-9261-42a8-ac67-ab8dbb7b9573,PASS,COMPLETE,TRUE,1,743.833,745.040954,alive,851,851,10658,26.25,75.25,30.15,64.75,10654,,RIGHT_FOOT,,
,,599d4dab-b7ef-41cf-a540-e9f427c72e50,GENERIC:Ball Receipt*,,,1,745.041,,alive,851,851,10654,30.15,64.75,,,,,,,
,,a4ced970-ccea-4b1c-97bf-6f1b1c59a6bf,CARRY,COMPLETE,TRUE,1,745.041,749.977646,alive,851,851,10654,30.15,64.75,65.65,66.55,,,,,
,,aab5dc7c-67dc-44fd-9b56-bfb5aa395818,PASS,COMPLETE,TRUE,1,749.978,751.2751,alive,851,851,10654,65.65,66.55,70.75,79.05,10658,,RIGHT_FOOT,,
,,ee2b5eb4-e748-4528-8a7c-940f0df06e73,GENERIC:Ball Receipt*,,,1,751.275,,alive,851,851,10658,70.75,79.05,,,,,,,
,,0087da4a-2e31-472e-8280-2413f0ad0dfa,CARRY,COMPLETE,TRUE,1,751.275,751.37,alive,851,851,10658,70.75,79.05,71.45,78.65,,,,,
,,0ae6f0cc-8828-4e25-afb1-9c5fe06dfa96,PASS,COMPLETE,TRUE,1,751.37,753.114306,alive,851,851,10658,71.45,78.65,85.65,77.65,10656,,RIGHT_FOOT,,
,,fce544df-0c02-4f4c-8f41-174d6e30c14c,GENERIC:Ball Receipt*,,,1,753.114,,alive,851,851,10656,85.65,77.65,,,,,,,
,,8d033df9-b418-4c58-b77b-3cc7924bbab3,CARRY,COMPLETE,TRUE,1,753.114,753.262194,alive,851,851,10656,85.65,77.65,85.65,77.65,,,,,
,,68c98c34-6f42-49da-80a5-3f1e8442d2a7,GENERIC:Miscontrol,,,1,753.262,,alive,851,851,10656,85.65,77.65,,,,,,,
,,5deaf25e-b13b-4cf4-986c-b296ca8cf686,RECOVERY,,,1,753.969,,alive,1214,1214,5030,34.45,5.45,,,,,,,
,,920ad3b1-a48e-4c6e-b757-bcc7c1aaece0,CARRY,COMPLETE,TRUE,1,753.969,755.856615,alive,1214,1214,5030,34.45,5.45,30.15,14.15,,,,,
,,4a2b7517-b4a0-406f-80e3-296a5fa8af89,PASS,COMPLETE,TRUE,1,755.856,757.5552,alive,1214,1214,5030,30.15,14.15,20.85,26.35,5081,,LEFT_FOOT,,
,,ba8f3587-e813-496c-b096-664e8d80a711,GENERIC:Ball Receipt*,,,1,757.556,,alive,1214,1214,5081,20.85,26.35,,,,,,,
,,26238046-2db0-4c3e-be76-ddbe54a845ac,CARRY,COMPLETE,TRUE,1,757.556,760.0802,alive,1214,1214,5081,20.85,26.35,25.25,39.65,,,,,
,,49df6621-1491-47a7-b66b-59123a523a25,PASS,COMPLETE,TRUE,1,760.08,761.229769,alive,1214,1214,5081,25.25,39.65,28.05,55.05,5021,,RIGHT_FOOT,,
,,dea53c3d-fbdb-4807-89ab-f83cc727ce51,GENERIC:Ball Receipt*,,,1,761.229,,alive,1214,1214,5021,28.05,55.05,,,,,,,
,,a3033391-5b43-439d-98a5-1ecb07c9cbd8,CARRY,COMPLETE,TRUE,1,761.229,763.572031,alive,1214,1214,5021,28.05,55.05,31.05,68.55,,,,,
,,aeda99d2-d03b-4a14-a53f-fc339bea27bb,PASS,COMPLETE,TRUE,1,763.573,764.598641,alive,1214,1214,5021,31.05,68.55,48.65,76.45,5013,,RIGHT_FOOT,,
,,5868e69d-d690-4f02-ab25-035b17813062,GENERIC:Ball Receipt*,,,1,764.598,,alive,1214,1214,5013,48.65,76.45,,,,,,,
,,908590c2-2f06-4451-a350-b3a069d866b2,CARRY,COMPLETE,TRUE,1,764.598,764.950759,alive,1214,1214,5013,48.65,76.45,48.65,76.35,,,,,
,,91e3a0b7-9137-4683-8943-edf9b2aedc3f,PASS,COMPLETE,TRUE,1,764.951,765.809133,alive,1214,1214,5013,48.65,76.35,38.75,68.55,5021,,RIGHT_FOOT,,
,,d9ba72f7-35af-42f3-ad63-1030ef2b37ff,GENERIC:Ball Receipt*,,,1,765.809,,alive,1214,1214,5021,38.75,68.55,,,,,,,
,,4ca2c7a3-0c5f-458b-8ae7-c4e7462d86b2,CARRY,COMPLETE,TRUE,1,765.809,768.756267,alive,1214,1214,5021,38.75,68.55,48.35,62.95,,,,,
,,c48e410f-bf18-46bc-86ea-a873f06d6c37,PASS,COMPLETE,TRUE,1,768.756,770.8903,alive,1214,1214,5021,48.35,62.95,45.15,12.95,5088,,RIGHT_FOOT,LONG_BALL,
,,5f88cb70-2369-4bb9-8308-15ee71a65979,GENERIC:Ball Receipt*,,,1,770.891,,alive,1214,1214,5088,45.15,12.95,,,,,,,
,,0464d37c-0c17-402f-9d0d-0ef67aa85748,CARRY,COMPLETE,TRUE,1,770.891,777.6804,alive,1214,1214,5088,45.15,12.95,71.05,21.65,,,,,
,,7fdb6152-ac89-4226-bdcc-492211f0b737,PASS,COMPLETE,TRUE,1,777.68,780.2165,alive,1214,1214,5088,71.05,21.65,66.05,65.15,5021,,LEFT_FOOT,LONG_BALL,
,,a0643506-bb39-4486-ab88-5d70388c97cd,GENERIC:Ball Receipt*,,,1,780.217,,alive,1214,1214,5021,66.05,65.15,,,,,,,
,,7fb3360c-bf18-4d9c-88c2-181868190b1e,CARRY,COMPLETE,TRUE,1,780.217,783.0359,alive,1214,1214,5021,66.05,65.15,71.45,65.75,,,,,
,,6861053d-d425-493e-ac81-fc17de34e6d0,PASS,COMPLETE,TRUE,1,783.035,784.7297,alive,1214,1214,5021,71.45,65.75,89.15,76.45,5013,,RIGHT_FOOT,,
,,a76b2ef8-1c4e-4792-8b4e-4005677115cd,GENERIC:Ball Receipt*,,,1,784.73,,alive,1214,1214,5013,89.15,76.45,,,,,,,
,,f8731931-0de4-4d93-aa52-6396ce16a1d4,CARRY,COMPLETE,TRUE,1,784.73,788.228,alive,1214,1214,5013,89.15,76.45,91.05,66.35,,,,,
,,083194a1-ab29-4443-83af-150fe34c0431,GENERIC:Pressure,,,1,787.125,,alive,1214,851,10666,28.15,14.75,,,,,,,
,,40cb0546-dbd5-403e-a0f2-723cdef71971,PASS,COMPLETE,TRUE,1,788.228,789.2964,alive,1214,1214,5013,91.05,66.35,83.45,63.55,5021,,RIGHT_FOOT,,
,,1876b964-41c0-4d4d-84c0-bd316037f405,GENERIC:Ball Receipt*,,,1,789.297,,alive,1214,1214,5021,83.45,63.55,,,,,,,
,,2345096f-4a26-4abf-88e8-4fe91d9fd923,CARRY,COMPLETE,TRUE,1,789.297,789.3258,alive,1214,1214,5021,83.45,63.55,82.95,63.55,,,,,
,,5d613d79-6910-4bb6-a956-8fa9611bd3c5,PASS,COMPLETE,TRUE,1,789.325,791.5587,alive,1214,1214,5021,82.95,63.55,93.55,46.15,5087,,RIGHT_FOOT,,
,,44b3d281-37d6-4876-8b8c-f0b945df4f57,GENERIC:Pressure,,,1,791.099,,alive,1214,851,10645,27.75,34.05,,,,,,,
,,abd65914-2adf-49a2-aec5-188469056832,GENERIC:Ball Receipt*,,,1,791.559,,alive,1214,1214,5087,93.55,46.15,,,,,,,
,,969dfbb5-4f0f-4410-a9aa-333ce99a25f5,CARRY,COMPLETE,TRUE,1,791.559,791.9363,alive,1214,1214,5087,93.55,46.15,93.55,48.45,,,,,
,,862f8cd2-050e-4454-916a-63cca07c46d5,GENERIC:Miscontrol,,,1,791.936,,alive,1214,1214,5087,93.55,48.45,,,,,,,
,,71a11170-6bc1-487b-b044-b2a81277b618,GENERIC:Pressure,,,1,792.781,,alive,1214,1214,5087,101.05,51.75,,,,,,,
,,f9d75a59-74a5-4de9-8291-6eb7297f41a6,PASS,COMPLETE,TRUE,1,793.559,796.3583,alive,851,851,10647,11.85,31.05,17.45,3.45,10666,,LEFT_FOOT,,
,,534d2582-c281-4b0c-bbe1-6b2b0798a51f,GENERIC:Ball Receipt*,,,1,796.358,,alive,851,851,10666,17.45,3.45,,,,,,,
,,efb017a1-1b44-4854-a99d-0b716c5fe8e1,PASS,OUT,FALSE,1,796.358,798.557497,alive,851,851,10666,17.45,3.45,56.75,1.05,,,LEFT_FOOT,LONG_BALL,
,,efb017a1-1b44-4854-a99d-0b716c5fe8e1,BALL_OUT,,,1,796.358,,dead,851,851,10666,56.75,1.05,,,,,,,
,,1c6ff0e3-2895-49a8-a177-ed6c36208136,FOUL_COMMITTED,,,1,811.14,,alive,851,1214,5021,76.85,79.45,,,,,,,
,,ff625faf-d042-44bd-a3d4-aeede58a424d,PASS,COMPLETE,TRUE,1,824.556,825.9136,alive,851,851,10666,33.35,0.95,46.35,12.65,10645,THROW_IN,,HIGH_PASS,
,,2f15d2bb-cee1-4f33-ada5-4b3a63ff1b0c,GENERIC:Ball Receipt*,,,1,825.913,,alive,851,851,10645,46.35,12.65,,,,,,,
,,b3d65e4a-eb3b-4f0d-90e3-dc0afd77ab15,CARRY,COMPLETE,TRUE,1,825.913,826.1307,alive,851,851,10645,46.35,12.65,45.05,12.35,,,,,
,,84a625ff-6ff7-4a52-9025-ced02b89929a,PASS,OUT,FALSE,1,826.131,827.484555,alive,851,851,10645,45.05,12.35,40.75,1.45,,,RIGHT_FOOT,,
,,84a625ff-6ff7-4a52-9025-ced02b89929a,BALL_OUT,,,1,826.131,,dead,851,851,10645,40.75,1.45,,,,,,,
,,102131c3-006a-4a4c-accc-43ffaf72f0c0,PASS,COMPLETE,TRUE,1,833.168,834.4561,alive,1214,1214,5021,72.85,79.95,65.25,60.95,6811,THROW_IN,,HIGH_PASS,
,,ccea8a0f-e44d-44d4-9787-c109bd330336,GENERIC:Ball Receipt*,,,1,834.456,,alive,1214,1214,6811,65.25,60.95,,,,,,,
,,928b5c24-6109-48e8-9e47-c4b587894a5b,CARRY,COMPLETE,TRUE,1,834.456,835.6928,alive,1214,1214,6811,65.25,60.95,62.45,56.85,,,,,
,,8b2af96b-8c30-4d22-b748-1c9cdc277774,GENERIC:Pressure,,,1,834.772,,alive,1214,851,15623,51.85,19.25,,,,,,,
,,1573a132-cdbc-4866-acec-28e873ddb1d0,PASS,COMPLETE,TRUE,1,835.693,837.0221,alive,1214,1214,6811,62.45,56.85,52.75,39.85,5030,,LEFT_FOOT,,
,,2573f752-4cb8-4460-817f-6049f99cd27a,GENERIC:Ball Receipt*,,,1,837.022,,alive,1214,1214,5030,52.75,39.85,,,,,,,
,,bcfe5fd8-dff4-4616-b5dd-d15956a5651b,CARRY,COMPLETE,TRUE,1,837.022,838.2904,alive,1214,1214,5030,52.75,39.85,52.25,34.65,,,,,
,,a07c4d74-68fe-4f02-a371-d0550a2fbc0a,PASS,COMPLETE,TRUE,1,838.29,839.2532,alive,1214,1214,5030,52.25,34.65,62.45,27.45,5088,,LEFT_FOOT,,
,,d0d5a19e-620e-49af-aed8-074a49c2039a,GENERIC:Ball Receipt*,,,1,839.253,,alive,1214,1214,5088,62.45,27.45,,,,,,,
,,562fda38-aaec-4162-be1e-1333a993f4ea,CARRY,COMPLETE,TRUE,1,839.253,845.6728,alive,1214,1214,5088,62.45,27.45,77.35,12.35,,,,,
,,6a2d6503-9451-40e4-8264-344be6445fb0,PASS,COMPLETE,TRUE,1,845.673,846.648801,alive,1214,1214,5088,77.35,12.35,85.15,1.65,8298,,RIGHT_FOOT,,
,,76429ec5-6b2a-4d12-b339-7bd8c07e85a2,GENERIC:Ball Receipt*,,,1,846.649,,alive,1214,1214,8298,85.15,1.65,,,,,,,
,,109ae944-ec3e-4b29-9083-8d913c89c9cf,CARRY,COMPLETE,TRUE,1,846.649,849.873799,alive,1214,1214,8298,85.15,1.65,85.35,3.35,,,,,
,,d623af57-28de-4d4f-8f6d-c3a21fdb1a28,GENERIC:Pressure,,,1,848.926,,alive,1214,851,10658,29.75,78.65,,,,,,,
,,affa0081-845a-4527-84fb-bced5da559bf,PASS,COMPLETE,TRUE,1,849.874,851.553771,alive,1214,1214,8298,85.35,3.35,57.95,13.75,5030,,RIGHT_FOOT,,
,,43dc8c65-5b74-4cde-a74c-30742adf0d3e,GENERIC:Ball Receipt*,,,1,851.553,,alive,1214,1214,5030,57.95,13.75,,,,,,,
,,5efb018a-1869-4658-8115-55719d1ea45a,CARRY,COMPLETE,TRUE,1,851.553,852.540529,alive,1214,1214,5030,57.95,13.75,57.05,16.85,,,,,
,,75257d0e-99c7-49f6-b1a1-d7a613a52c54,PASS,COMPLETE,TRUE,1,852.541,854.014,alive,1214,1214,5030,57.05,16.85,61.05,44.75,5081,,RIGHT_FOOT,,
,,4766462d-07b1-46b2-baed-8b1b6aedc20c,GENERIC:Ball Receipt*,,,1,854.014,,alive,1214,1214,5081,61.05,44.75,,,,,,,
,,8e80f892-7de7-43f1-aa48-da9000f6c064,CARRY,COMPLETE,TRUE,1,854.014,855.9883,alive,1214,1214,5081,61.05,44.75,69.05,50.35,,,,,
,,1376b30a-f3ed-4d9b-8704-c73c0d55a068,PASS,INCOMPLETE,FALSE,1,855.988,858.3816,alive,1214,1214,5081,69.05,50.35,111.15,37.05,,,RIGHT_FOOT,LONG_BALL,
,,b447e71b-800f-4c28-b68f-22df2fd4e771,GENERIC:Goal Keeper,,,1,858.382,,alive,851,851,10646,9.75,43.85,,,,,,,
,,834fee4b-e3f5-4cdd-8b10-2cd5246bd02e,CARRY,COMPLETE,TRUE,1,858.382,868.8115,alive,851,851,10646,9.75,43.85,16.05,52.05,,,,,
,,3b6d15b8-7411-4a88-addf-8112e473c37d,PASS,INCOMPLETE,FALSE,1,868.811,872.2133,alive,851,851,10646,16.05,52.05,70.55,49.25,,,DROP_KICK,LONG_BALL,
,,29813835-ab71-4ad7-b0b7-036c4729c26a,GENERIC:Ball Receipt*,,,1,872.214,,alive,851,851,10656,71.15,46.05,,,,,,,
,,497bfda0-39af-488f-a477-b85f9a5fa327,GENERIC:Clearance,,,1,872.214,,alive,851,1214,5030,50.35,31.65,,,,,,,
,,a31ecaa2-bfab-4878-8b14-523a4e7258c1,PASS,INCOMPLETE,FALSE,1,873.681,877.873037,alive,851,1214,5085,80.45,24.05,109.25,24.45,,,,,
,,687fb400-c357-45b0-a307-a3cdbf24b146,GENERIC:Duel,,,1,873.681,,alive,851,851,10652,40.45,56.85,,,,,,,
,,05750ed2-8da4-4fc1-8e24-dc4f8bb6d3c9,RECOVERY,,,1,877.873,,alive,851,851,10646,11.65,56.45,,,,,,,
,,89951168-395a-453f-b32c-7b5cc2e93d17,CARRY,COMPLETE,TRUE,1,877.873,890.023863,alive,851,851,10646,11.65,56.45,18.45,48.65,,,,,
,,cc7e2f43-f5e1-4c0a-8e8c-644ef7b93da1,PASS,COMPLETE,TRUE,1,890.024,893.3457,alive,851,851,10646,18.45,48.65,76.75,58.35,10656,,DROP_KICK,LONG_BALL,
,,877aebec-088d-4681-b442-3c5dc504249d,GENERIC:Ball Receipt*,,,1,893.345,,alive,851,851,10656,76.75,58.35,,,,,,,
,,b530bbd4-f865-4fac-8a81-8cda0b16ce73,GENERIC:Duel,,,1,893.345,,alive,851,1214,5030,44.15,22.55,,,,,,,
,,2841e61f-e00e-45df-a413-23c0043879b4,PASS,COMPLETE,TRUE,1,893.345,894.8036,alive,851,851,10656,76.75,58.35,66.95,59.95,10658,,,HIGH_PASS,
