pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,21/07/2023,82.2,-3.15,4.74,"Acuña Jr., Ronald",660670,642547,field_out,hit_into_play,,,,,5,"Ronald Acuna Jr.  grounds out, third baseman Andruw Monasterio to first baseman Victor Caratini.",R,R,R,MIL,ATL,X,5,ground_ball,0,0,2023,1.25,0.24,-0.19,2.53,,606115,,2,4,Top,99.99,164.12,,,661388,,,4.332044321,-119.5908804,1.15441773,10.97202137,24.95653528,-30.39357508,3.48,1.62,8,96.9,-19,82.6,2141,6.8,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.72,0.174,0.16,0,1,0,0,2,31,1,Slider,2,5,5,2,5,2,5,2,Standard,Standard,87,0.019,-0.333
SL,21/07/2023,83.2,-2.94,4.97,"Acuña Jr., Ronald",660670,642547,strikeout,swinging_strike,,,,,8,Ronald Acuna Jr.  strikes out swinging.,R,R,R,MIL,ATL,S,2,,2,2,2023,0.55,-0.41,-0.16,1.8,,,671739,2,2,Top,,,,,661388,,,5.366045864,-121.1357263,-0.015105886,4.393413042,23.17080834,-36.40851463,3.48,1.62,,,,84.4,2370,7,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.48,,,0,1,0,0,,15,5,Slider,2,3,3,2,3,2,3,2,Standard,Standard,82,0.022,-0.195
CH,21/07/2023,88.5,-3.02,5.03,"Acuña Jr., Ronald",660670,642547,,ball,,,,,13,Ronald Acuna Jr.  strikes out swinging.,R,R,R,MIL,ATL,B,,,1,2,2023,-1.11,0.52,-1.13,0.8,,,671739,2,2,Top,,,,,661388,,,7.028255458,-128.6788156,-5.388626369,-13.83700081,26.6053206,-25.46449528,3.48,1.62,,,,89.8,1769,7.1,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.36,,,,,,,,15,4,Changeup,2,3,3,2,3,2,3,2,Standard,Standard,238,0,0.026
SL,21/07/2023,82.3,-2.81,4.8,"Acuña Jr., Ronald",660670,642547,,blocked_ball,,,,,14,Ronald Acuna Jr.  strikes out swinging.,R,R,R,MIL,ATL,B,,,0,2,2023,0.25,-0.05,1.44,0.38,,,671739,2,2,Top,,,,,661388,,,9.320552391,-119.5783398,-3.433652138,0.618623579,22.81736588,-32.18352641,3.48,1.62,,,,83.7,2202,7.3,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.2,,,,,,,,15,3,Slider,2,3,3,2,3,2,3,2,Standard,Standard,90,0,0.014
FF,21/07/2023,95.2,-2.77,5.1,"Acuña Jr., Ronald",660670,642547,,foul,,,,,5,Ronald Acuna Jr.  strikes out swinging.,R,R,R,MIL,ATL,S,,,0,1,2023,-0.57,1.33,0.07,2.79,,,671739,2,2,Top,,,,,661388,,,8.835792234,-138.4111689,-3.433693874,-9.260161749,31.00174612,-14.532545,3.48,1.62,241,75.9,30,96.3,2400,7,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.52,,,,,,,,15,2,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,211,0,-0.043
FF,21/07/2023,96,-2.92,5.05,"Acuña Jr., Ronald",660670,642547,,swinging_strike,,,,,4,Ronald Acuna Jr.  strikes out swinging.,R,R,R,MIL,ATL,S,,,0,0,2023,-0.74,1.37,-0.56,2.56,,,671739,2,2,Top,,,,,661388,,,8.029897996,-139.6070751,-4.12097051,-11.49323308,31.68395936,-13.52945858,3.48,1.62,,,,97.1,2401,7,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.55,,,,,,,,15,1,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,212,0,-0.039
SI,21/07/2023,97.8,-1.84,5.56,"Acuña Jr., Ronald",660670,650496,field_out,hit_into_play,,,,,8,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,X,6,ground_ball,3,2,2023,-1.44,0.23,0.04,1.88,,,,2,9,Top,110.65,150.39,,,661388,,,8.444116952,-142.1637611,-4.993714509,-21.47294258,32.22952282,-28.10744571,3.48,1.62,13,103.6,-8,98.6,2214,6.7,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,53.75,0.306,0.275,0,1,0,0,2,67,6,Sinker,4,6,6,4,6,4,6,4,Standard,Standard,237,0.003,-0.13
SI,21/07/2023,97.2,-1.71,5.5,"Acuña Jr., Ronald",660670,650496,,ball,,,,,14,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,B,,,2,2,2023,-1.11,0.08,1.36,2.2,,,,2,9,Top,,,,,661388,,,10.83552128,-141.1934608,-3.536638087,-17.16831307,29.89431209,-30.46140486,3.48,1.62,,,,98.1,2117,6.7,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,53.78,,,,,,,,67,5,Sinker,4,6,6,4,6,4,6,4,Standard,Standard,234,0,0.04
SI,21/07/2023,96.9,-1.69,5.55,"Acuña Jr., Ronald",660670,650496,,called_strike,,,,,8,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,S,,,2,1,2023,-1.43,0.23,0.25,1.74,,,,2,9,Top,,,,,661388,,,8.515919226,-140.7821473,-5.188593082,-20.92856587,31.25729791,-28.18171368,3.48,1.62,,,,97.7,2223,6.8,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,53.75,,,,,,,,67,4,Sinker,4,6,6,4,6,4,6,4,Standard,Strategic,237,0,-0.032
SI,21/07/2023,96.5,-1.86,5.5,"Acuña Jr., Ronald",660670,650496,,called_strike,,,,,8,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,S,,,2,0,2023,-1.36,0.2,0.11,1.63,,,,2,9,Top,,,,,661388,,,8.419116289,-140.2430554,-5.216566987,-19.85363019,30.25776339,-28.50932738,3.48,1.62,,,,97.4,2247,6.7,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,53.76,,,,,,,,67,3,Sinker,4,6,6,4,6,4,6,4,Standard,Strategic,233,0,-0.022
SL,21/07/2023,85,-1.95,5.4,"Acuña Jr., Ronald",660670,650496,,ball,,,,,14,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,B,,,1,0,2023,0.64,-0.11,0.99,0.79,,,,2,9,Top,,,,,661388,,,5.644123791,-123.7702036,-4.320831844,5.521761966,23.1046542,-32.6752355,3.48,1.62,,,,85.4,2523,6.4,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,54.11,,,,,,,,67,2,Slider,4,6,6,4,6,4,6,4,Standard,Strategic,83,0,0.02
FC,21/07/2023,91.1,-3.03,5.58,"Acuña Jr., Ronald",660670,669060,field_out,hit_into_play,,,,,6,Ronald Acuna Jr.  flies out to right fielder Blake Perkins.,R,R,R,MIL,ATL,X,9,fly_ball,0,1,2023,0.19,0.82,0.34,2.84,,,,2,6,Top,209.26,87.1,,,661388,,,8.109538749,-132.5863217,-2.841290291,0.771658192,24.27750366,-22.06224612,3.48,1.62,344,98.2,33,92.2,2088,6.6,717313,669060,661388,605170,668930,655316,642715,592885,686894,663368,53.87,0.286,0.552,0,1,0,0,5,47,2,Cutter,2,6,6,2,6,2,6,2,Standard,Standard,198,0.003,-0.087
SI,21/07/2023,96.3,-1.87,5.6,"Acuña Jr., Ronald",660670,650496,,ball,,,,,11,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,B,,,0,0,2023,-1.17,0.45,-3.59,4.5,,,,2,9,Top,,,,,661388,,,-1.906962092,-140.2875592,1.624068353,-14.97278575,32.0725745,-26.84404373,3.48,1.62,,,,96.4,2215,6.3,717313,650496,661388,605170,668930,655316,642715,592885,663368,606132,54.17,,,,,,,,67,1,Sinker,4,6,6,4,6,4,6,4,Standard,Strategic,231,0,0.019
SI,21/07/2023,94.6,-3.1,5.5,"Acuña Jr., Ronald",660670,669060,,called_strike,,,,,9,Ronald Acuna Jr.  flies out to right fielder Blake Perkins.,R,R,R,MIL,ATL,S,,,0,0,2023,-1.3,0.8,0.61,1.9,,,,2,6,Top,,,,,661388,,,12.5960338,-137.1315097,-5.481614869,-19.07466515,28.90589469,-21.0368187,3.48,1.62,,,,94.9,2036,6.6,717313,669060,661388,605170,668930,655316,642715,592885,686894,663368,53.91,,,,,,,,47,1,Sinker,2,6,6,2,6,2,6,2,Standard,Standard,217,0,-0.018
FF,21/07/2023,96.6,-2.85,5.03,"Acuña Jr., Ronald",660670,642547,field_out,hit_into_play,,,,,9,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,X,6,ground_ball,1,1,2023,-0.41,1.19,0.63,2.17,,,,0,1,Top,106.59,155.98,,,661388,,,10.3509621,-140.3013223,-4.820134169,-7.746714225,31.42699218,-15.4908979,3.48,1.62,15,99.8,-8,98,2467,7.2,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.35,0.24,0.216,0,1,0,0,2,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.022,-0.226
FF,21/07/2023,96.7,-2.76,5.13,"Acuña Jr., Ronald",660670,642547,,ball,,,,,1,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,B,,,0,1,2023,-0.62,1.21,-0.76,3.38,,,,0,1,Top,,,,,661388,,,6.848282862,-140.668533,-1.842332023,-9.835722542,33.55326513,-15.94489902,3.48,1.62,,,,97.7,2382,7,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.48,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0,0.028
FF,21/07/2023,92.8,-2.98,5.18,"Acuña Jr., Ronald",660670,642547,,swinging_strike,,,,,4,"Ronald Acuna Jr.  grounds out, shortstop Willy Adames to first baseman Victor Caratini.",R,R,R,MIL,ATL,S,,,0,0,2023,-0.28,1.2,-0.65,2.77,,,,0,1,Top,,,,,661388,,,6.636308871,-134.9878379,-2.995524805,-4.833486871,30.00281095,-17.11696032,3.48,1.62,,,,93.9,2364,7,717313,642547,661388,605170,668930,655316,642715,592885,686894,663368,53.51,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0,-0.039
FF,20/07/2023,95.7,-2.38,6.14,"Acuña Jr., Ronald",660670,668678,single,hit_into_play,,,,,5,"Ronald Acuna Jr.  singles on a ground ball to center fielder Alek Thomas, deflected by shortstop Geraldo Perdomo.",R,R,R,ATL,AZ,X,6,ground_ball,2,2,2023,-0.23,1.16,0.23,2.65,,,,2,6,Bot,112.73,91.76,,,608348,,,7.451414424,-139.2698925,-6.351274802,-4.414675216,26.95628116,-15.81384607,3.49,1.63,44,113.8,-1,97,2320,6.7,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.78,0.523,0.478,0.9,1,1,0,4,39,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,191,0.012,0.145
FF,20/07/2023,94.4,-2.76,6.13,"Acuña Jr., Ronald",660670,668678,,ball,,,,,13,"Ronald Acuna Jr.  singles on a ground ball to center fielder Alek Thomas, deflected by shortstop Geraldo Perdomo.",R,R,R,ATL,AZ,B,,,1,2,2023,-0.08,1.22,-1.27,1.99,,,,2,6,Bot,,,,,608348,,,4.105874354,-137.397712,-7.918756002,-1.875214628,26.89339834,-15.16906235,3.49,1.67,,,,95.5,2314,6.6,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.86,,,,,,,,39,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,201,0,0.017
KC,20/07/2023,83.9,-2.77,5.95,"Acuña Jr., Ronald",660670,668678,,blocked_ball,,,,,14,"Ronald Acuna Jr.  singles on a ground ball to center fielder Alek Thomas, deflected by shortstop Geraldo Perdomo.",R,R,R,ATL,AZ,B,,,0,2,2023,0.37,-0.87,0.25,0.19,,671739,,1,6,Bot,,,,,608348,,,6.321558407,-122.0574588,-5.273042987,2.57703347,21.89497107,-40.14413947,3.49,1.67,,,,84.9,2423,6.8,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.73,,,,,,,,39,3,Knuckle Curve,1,0,1,0,0,1,1,0,Standard,Standard,41,0,0.03
FF,20/07/2023,95,-2.46,6.19,"Acuña Jr., Ronald",660670,668678,,called_strike,,,,,3,"Ronald Acuna Jr.  singles on a ground ball to center fielder Alek Thomas, deflected by shortstop Geraldo Perdomo.",R,R,R,ATL,AZ,S,,,0,1,2023,-0.06,1.19,0.36,3.37,,671739,,1,6,Bot,,,,,608348,,,7.612033857,-138.2201439,-4.491681705,-2.257286306,26.9088989,-16.09894125,3.7,1.67,,,,96.4,2161,6.8,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.69,,,,,,,,39,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,198,0,-0.096
FF,20/07/2023,95.4,-2.66,6.15,"Acuña Jr., Ronald",660670,668678,,foul,,,,,4,"Ronald Acuna Jr.  singles on a ground ball to center fielder Alek Thomas, deflected by shortstop Geraldo Perdomo.",R,R,R,ATL,AZ,S,,,0,0,2023,-0.23,1.54,-0.75,2.32,,671739,,1,6,Bot,,,,,608348,,,5.578715178,-138.748674,-8.029711366,-4.09230655,27.8532432,-10.69641877,3.49,1.63,184,69.6,26,96.6,2318,6.8,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.74,,,,,,,,39,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,195,0,-0.051
FF,20/07/2023,91.8,-2.64,6.18,"Acuña Jr., Ronald",660670,668678,field_out,hit_into_play,,,,,5,Ronald Acuna Jr.  lines out sharply to right fielder Jake McCarthy.,R,R,R,ATL,AZ,X,9,line_drive,0,0,2023,-0.11,1.18,-0.01,2.66,,,,0,4,Bot,190.94,85.82,,,608348,,,6.929376608,-133.5947131,-5.71592261,-2.622304811,24.25290365,-17.01592947,3.49,1.63,323,104.9,17,92.9,2145,6.6,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.93,0.523,0.678,0,1,0,0,5,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,-0.027,-0.237
SL,20/07/2023,84.4,-2.68,5.02,"Acuña Jr., Ronald",660670,612434,field_out,hit_into_play,,,,,9,"Ronald Acuna Jr.  grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",R,R,R,ATL,AZ,X,5,ground_ball,0,1,2023,0.9,0.1,0.76,2.12,,671739,,1,8,Bot,112.73,168.31,,,608348,,,6.290797125,-122.9999778,-0.703436659,8.162442046,20.67836122,-31.21282226,3.49,1.63,4,71.7,-28,85.8,2813,6.7,717337,612434,608348,572233,606466,656896,672695,682998,677950,664983,53.75,0.06,0.055,0,1,0,0,2,59,2,Slider,3,5,3,5,5,3,3,5,Standard,Standard,67,-0.063,-0.28
SL,20/07/2023,85.6,-2.75,5.09,"Acuña Jr., Ronald",660670,612434,,foul,,,,,6,"Ronald Acuna Jr.  grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",R,R,R,ATL,AZ,S,,,0,0,2023,1.04,0.08,0.32,2.33,,671739,,1,8,Bot,,,,,608348,,,5.17511259,-124.6244193,-0.45557739,9.920215605,23.69864743,-31.40522603,3.49,1.63,172,73.8,65,86.6,2798,6.8,717337,612434,608348,572233,606466,656896,672695,682998,677950,664983,53.71,,,,,,,,59,1,Slider,3,5,3,5,5,3,3,5,Standard,Standard,69,0,-0.051
FF,20/07/2023,94,-2.51,6.19,"Acuña Jr., Ronald",660670,668678,field_out,hit_into_play,,,,,2,Ronald Acuna Jr.  flies out to right fielder Jake McCarthy.,R,R,R,ATL,AZ,X,9,fly_ball,1,1,2023,-0.26,1.17,0.02,2.92,,,,0,1,Bot,179.12,77.32,,,608348,,,7.147763418,-136.8232117,-5.412911938,-4.771250333,27.17044542,-16.42518018,3.49,1.63,329,99,43,94.6,2285,6.4,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,54.1,0.046,0.074,0,1,0,0,3,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,196,-0.021,-0.226
FF,20/07/2023,93.8,-2.58,6.22,"Acuña Jr., Ronald",660670,668678,,foul,,,,,13,Ronald Acuna Jr.  flies out to right fielder Jake McCarthy.,R,R,R,ATL,AZ,S,,,1,0,2023,-0.09,1.5,-0.02,1.11,,,,0,1,Bot,,,,,608348,,,6.814032921,-136.077991,-10.82434738,-2.531092704,28.07136323,-11.41451578,3.49,1.63,245,76.6,35,94.2,2317,6.5,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,53.95,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0,-0.049
FF,20/07/2023,93.5,-2.55,6.28,"Acuña Jr., Ronald",660670,668678,,ball,,,,,12,Ronald Acuna Jr.  flies out to right fielder Jake McCarthy.,R,R,R,ATL,AZ,B,,,0,0,2023,-0.03,1.35,1.42,3.25,,,,0,1,Bot,,,,,608348,,,10.30408093,-135.8068032,-5.106855269,-2.36241065,26.34381697,-14.42804914,3.49,1.62,,,,94.1,2308,6.5,717337,668678,608348,572233,606466,656896,672695,682998,677950,664983,54,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0,0.038
SL,19/07/2023,83.6,-0.91,6.09,"Acuña Jr., Ronald",660670,669194,field_out,hit_into_play,,,,,5,"Ronald Acuna Jr.  grounds out, third baseman Evan Longoria to first baseman Christian Walker.",R,R,R,ATL,AZ,X,5,ground_ball,1,2,2023,1.29,-0.39,0.12,2.3,671739,,,1,6,Bot,100.36,159.55,,,672515,,,-0.180760041,-121.8023608,-1.554885238,12.88980524,24.45005466,-35.94107434,3.52,1.65,22,87.6,-5,84,2380,6.5,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.97,0.186,0.167,0,1,0,0,2,46,4,Slider,1,4,1,4,4,1,1,4,Standard,Standard,47,-0.061,-0.199
FF,19/07/2023,96.4,-0.6,6.36,"Acuña Jr., Ronald",660670,669194,,foul,,,,,4,"Ronald Acuna Jr.  grounds out, third baseman Evan Longoria to first baseman Christian Walker.",R,R,R,ATL,AZ,S,,,1,1,2023,-0.25,1.48,-0.58,2.82,671739,,,1,6,Bot,,,,,672515,,,0.634508136,-140.2630593,-7.266258279,-3.455636207,31.58368124,-11.18559323,3.52,1.65,3,81.7,-41,97.3,2133,6.8,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.7,,,,,,,,46,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,191,0,-0.122
FC,19/07/2023,85.7,-0.64,6.3,"Acuña Jr., Ronald",660670,669194,,swinging_strike,,,,,13,"Ronald Acuna Jr.  grounds out, third baseman Evan Longoria to first baseman Christian Walker.",R,R,R,ATL,AZ,S,,,1,0,2023,0.23,-0.12,-0.23,1.02,671739,,,1,6,Bot,,,,,672515,,,0.509665812,-124.8436373,-6.050740326,2.337768099,23.24481477,-32.5128492,3.52,1.65,,,,86.4,2374,6.5,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,54,,,,,,,,46,2,Cutter,1,4,1,4,4,1,1,4,Standard,Standard,87,0,-0.078
FF,19/07/2023,96.2,-0.65,6.26,"Acuña Jr., Ronald",660670,669194,,ball,,,,,13,"Ronald Acuna Jr.  grounds out, third baseman Evan Longoria to first baseman Christian Walker.",R,R,R,ATL,AZ,B,,,0,0,2023,-0.37,1.55,-1.76,0.92,671739,,,1,6,Bot,,,,,672515,,,-2.121643802,-139.6365316,-12.197744,-4.382210642,30.89275877,-9.339267796,3.43,1.58,,,,97.1,2223,6.9,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.58,,,,,,,,46,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,193,0,0.025
FF,19/07/2023,95.1,-0.34,6.38,"Acuña Jr., Ronald",660670,669194,field_out,hit_into_play,,,,,5,"Ronald Acuna Jr.  grounds out, second baseman Ketel Marte to first baseman Christian Walker.",R,R,R,ATL,AZ,X,4,ground_ball,0,0,2023,-0.21,1.71,-0.08,2.54,,,,2,3,Bot,145.2,145.61,,,672515,,,1.157622977,-138.3469337,-8.335922105,-2.923851879,27.75742353,-8.617466762,3.52,1.65,151,106.9,6,96.3,2253,6.7,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.76,0.609,0.562,0,1,0,0,4,25,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,191,-0.011,-0.105
FC,19/07/2023,84.6,-1.04,6.19,"Acuña Jr., Ronald",660670,669194,field_out,hit_into_play,,,,,9,"Ronald Acuna Jr.  grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",R,R,R,ATL,AZ,X,6,ground_ball,1,0,2023,0.29,0.1,0.5,2.05,,,,0,1,Bot,108.85,152.28,,,672515,,,3.023695387,-123.3035404,-3.602883792,2.489640613,21.95843025,-30.68347193,3.52,1.65,4,97.4,-25,85.7,2407,6.7,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.84,0.109,0.114,0,1,0,0,2,4,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,84,-0.021,-0.275
SL,19/07/2023,85.8,-2.14,6.63,"Acuña Jr., Ronald",660670,656464,double,hit_into_play,,,,,9,Ronald Acuna Jr.  doubles (26) on a ground ball to center fielder Alek Thomas.,R,R,R,ATL,AZ,X,8,ground_ball,1,0,2023,0.39,-0.05,0.38,1.85,,,,0,9,Bot,114.91,89.86,,,672515,,,5.213064077,-124.9545802,-5.049011828,3.172181886,22.21366503,-31.92965233,3.52,1.65,18,112.5,-5,86.8,2398,6.6,717340,656464,672515,572233,606466,446334,605113,682998,677950,664983,53.86,0.46,0.43,1.25,1,1,1,4,69,2,Slider,2,5,2,5,5,2,2,5,Standard,Standard,19,0.051,0.601
FF,19/07/2023,95.1,-2.29,6.54,"Acuña Jr., Ronald",660670,656464,,ball,,,,,12,Ronald Acuna Jr.  doubles (26) on a ground ball to center fielder Alek Thomas.,R,R,R,ATL,AZ,B,,,0,0,2023,-0.62,1.22,1.23,3.24,,,,0,9,Bot,,,,,672515,,,10.70656091,-138.132636,-5.791506399,-10.27727163,29.10657042,-15.3672808,3.44,1.54,,,,96,2287,6.8,717340,656464,672515,572233,606466,446334,605113,682998,677950,664983,53.71,,,,,,,,69,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,226,0,0.038
FF,19/07/2023,93.6,-0.88,6.18,"Acuña Jr., Ronald",660670,669194,,ball,,,,,13,"Ronald Acuna Jr.  grounds out, shortstop Nick Ahmed to first baseman Christian Walker.",R,R,R,ATL,AZ,B,,,0,0,2023,-0.16,1.62,-1.28,1.68,,,,0,1,Bot,,,,,672515,,,-0.677519057,-136.1854397,-9.555254952,-1.809295882,28.02946842,-10.08910036,3.45,1.54,,,,94.4,2361,6.6,717340,669194,672515,572233,606466,446334,605113,682998,677950,664983,53.86,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0,0.038
CU,18/07/2023,77,-1.61,5.82,"Acuña Jr., Ronald",660670,605200,field_out,hit_into_play,,,,,4,"Ronald Acuna Jr.  grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",R,R,R,ATL,AZ,X,5,ground_ball,0,0,2023,0.8,-0.83,-0.7,2.43,,607680,,1,4,Bot,108.92,167.3,,,608348,,,0.490952357,-112.2878344,1.14380685,6.73771813,18.11654619,-39.60605213,3.52,1.65,3,95.6,-36,76.8,2663,5.8,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.71,0.066,0.059,0,1,0,0,2,42,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard,50,-0.043,-0.331
SI,18/07/2023,89.1,-1.5,5.76,"Acuña Jr., Ronald",660670,605200,strikeout,foul_tip,,,,,14,Ronald Acuna Jr.  strikes out on a foul tip.,R,R,R,ATL,AZ,S,2,,3,2,2023,-1.2,0.76,0.34,1.26,,,,1,2,Bot,,,,,608348,,,6.987181372,-129.5406284,-6.625311632,-14.97407854,24.20264643,-22.47440298,3.52,1.65,,,,88.8,1979,5.9,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.58,,,0,1,0,0,,25,6,Sinker,5,7,5,7,7,5,5,7,Standard,Strategic,222,-0.017,-0.207
FF,18/07/2023,89.7,-1.49,5.83,"Acuña Jr., Ronald",660670,605200,,ball,,,,,11,Ronald Acuna Jr.  strikes out on a foul tip.,R,R,R,ATL,AZ,B,,,2,2,2023,-0.88,1.22,-0.91,2.8,,,,1,2,Bot,,,,,608348,,,3.295239126,-130.6917963,-4.132584431,-10.76218525,24.29919455,-17.48476272,3.49,1.59,,,,89.9,2168,6.1,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.43,,,,,,,,25,5,4-Seam Fastball,5,7,5,7,7,5,5,7,Standard,Standard,218,0,0.06
SI,18/07/2023,88.9,-1.48,5.86,"Acuña Jr., Ronald",660670,605200,,foul,,,,,7,Ronald Acuna Jr.  strikes out on a foul tip.,R,R,R,ATL,AZ,S,,,2,1,2023,-1.11,0.66,-0.42,2.21,,,,1,2,Bot,,,,,608348,,,4.898527388,-129.410344,-4.291249944,-13.45883785,24.94550133,-24.09039164,3.52,1.65,,,,88.7,1916,6,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.54,,,,,,,,25,4,Sinker,5,7,5,7,7,5,5,7,Standard,Standard,222,0,-0.048
CH,18/07/2023,79.9,-1.62,5.89,"Acuña Jr., Ronald",660670,605200,,ball,,,,,14,Ronald Acuna Jr.  strikes out on a foul tip.,R,R,R,ATL,AZ,B,,,1,1,2023,-0.71,0.64,1.46,2.26,,,,1,2,Bot,,,,,608348,,,8.060200693,-116.1125526,-2.476683796,-7.858186842,20.65567738,-26.1033624,3.44,1.57,,,,79.5,1478,6,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.52,,,,,,,,25,3,Changeup,5,7,5,7,7,5,5,7,Standard,Standard,246,0,0.034
SI,18/07/2023,88.2,-1.58,5.9,"Acuña Jr., Ronald",660670,605200,,ball,,,,,13,Ronald Acuna Jr.  strikes out on a foul tip.,R,R,R,ATL,AZ,B,,,0,1,2023,-1.15,0.8,-0.94,2.26,,,,1,2,Bot,,,,,608348,,,3.915843231,-128.4215664,-4.410488805,-13.53807345,25.13194893,-22.66728842,3.49,1.61,,,,87.8,1891,5.9,717358,605200,608348,572233,606466,656896,672695,666971,677950,682998,54.6,,,,,,,,25,2,Sinker,5,7,5,7,7,5,5,7,Standard,Standard,220,0,0.02
